source	source_name	target	target_name	type	child_order	wife_note	vol	leaf	side	checked	reference
E301341	李伯持	E401434	李守禮	HAS_SON	1		2	18	a	1	安東權氏成化譜
E301341	李伯持	E100358	李守義	HAS_SON	2		2	18	a	1	安東權氏成化譜
E301341	李伯持	E203946	盧孝恭	HAS_SIL	3	前室	2	18	a	1	安東權氏成化譜
E301341	李伯持	E203953	秦有經	HAS_SIL	4	前室	2	18	a	1	安東權氏成化譜
E301341	李伯持	E203992	李宗讓	HAS_SIL	5		2	18	a	1	安東權氏成化譜
E401434	李守禮	E203925	柳文孫	HAS_SIL	1		2	18	a	1	安東權氏成化譜
E401434	李守禮	E203928	李允儉	HAS_SON	3		2	18	a	1	安東權氏成化譜
E401592	權敬	E401983	權緖	HAS_SON	1		2	18	a	1	安東權氏成化譜
E401592	權敬	E402448	權紵	HAS_SON	2		2	18	a	1	安東權氏成化譜
E401592	權敬	E301341	李伯持	HAS_SIL	3	後室	2	18	a	1	安東權氏成化譜
E401983	權緖	E203880	權宣	HAS_SON	1		2	18	a	1	安東權氏成化譜
E401983	權緖	E203917	權完	HAS_SON	2		2	18	a	1	安東權氏成化譜
E401983	權緖	E203918	姜非龍	HAS_SIL	3		2	18	a	1	安東權氏成化譜
E402445	李伯忠	E203873	朴守昌	HAS_SIL	5		2	18	a	1	安東權氏成化譜
E402445	李伯忠	E203875	李德溫	HAS_SIL	6		2	18	a	1	安東權氏成化譜
E402445	李伯忠	E203878	洪敏孫	HAS_SIL	7		2	18	a	1	安東權氏成化譜
E402448	權紵	E203922	權綱	HAS_SON	1		2	18	a	1	安東權氏成化譜
E402448	權紵	E203923	權紀	HAS_SON	2		2	18	a	1	安東權氏成化譜
E204028	郭庇	E204029	郭僖	HAS_SON	1		2	18	b	1	安東權氏成化譜
E204028	郭庇	E204039	郭偲	HAS_SON	2		2	18	b	1	安東權氏成化譜
E204042	郭庥	EB00867	郭泰	HAS_SON	6		2	18	b	1	安東權氏成化譜
E301341	李伯持	E401588	柳諧	HAS_SIL	6		2	18	b	1	安東權氏成化譜
E401588	柳諧	E401593	柳宗潤	HAS_SON	1		2	18	b	1	安東權氏成化譜
E401588	柳諧	E401594	柳宗淳	HAS_SON	2		2	18	b	1	安東權氏成化譜
E401996	郭珣	E202484	尹炯	HAS_SIL	1		2	18	b	1	安東權氏成化譜
E401996	郭珣	EC00233	郭廕	HAS_SON	2		2	18	b	1	安東權氏成化譜
E401996	郭珣	E204028	郭庇	HAS_SON	3		2	18	b	1	安東權氏成化譜
E401996	郭珣	E204042	郭庥	HAS_SON	4		2	18	b	1	安東權氏成化譜
E401996	郭珣	E204050	郭庸	HAS_SON	5		2	18	b	1	安東權氏成化譜
E401997	郭樞	E401996	郭珣	HAS_SON	2		2	18	b	1	安東權氏成化譜
E402450	洪希正	EC00426	洪疇	HAS_SON	1		2	18	b	1	安東權氏成化譜
EC00233	郭廕	E204010	郭承振	HAS_SON	1		2	18	b	1	安東權氏成化譜
EC00233	郭廕	E204016	郭承義	HAS_SON	2		2	18	b	1	安東權氏成化譜
EC00233	郭廕	E204021	郭承倚	HAS_SON	3		2	18	b	1	安東權氏成化譜
EC00233	郭廕	E204025	郭承丘	HAS_SON	4		2	18	b	1	安東權氏成化譜
EC00426	洪疇	EB01594	洪直	HAS_SON	1		2	18	b	1	安東權氏成化譜
EC00426	洪疇	EB01613	洪剛	HAS_SON	2		2	18	b	1	安東權氏成化譜
EC00426	洪疇	EB01614	洪柔	HAS_SON	3		2	18	b	1	安東權氏成化譜
EC00426	洪疇	EB01615	洪咸	HAS_SON	4		2	18	b	1	安東權氏成化譜
E203951	金良琬	EB01695	權仍	HAS_SIL	1		2	19	a	1	安東權氏成化譜
E203951	金良琬	EB01696	金雍	HAS_SON	2		2	19	a	1	安東權氏成化譜
E402450	洪希正	EC00427	洪度	HAS_SON	2		2	19	a	1	安東權氏成化譜
E402450	洪希正	EC00428	洪曾	HAS_SON	3		2	19	a	1	安東權氏成化譜
E402450	洪希正	EC00430	朴仲游	HAS_SIL	4		2	19	a	1	安東權氏成化譜
EB01635	洪燕山	EB01636	洪悰	HAS_SON	1		2	19	a	1	安東權氏成化譜
EB01662	權孝良	8e0d18bb-d73c-4440-beb3-00e10f9e173b	權祥	HAS_SON	1	Info from AKS Encyclopedia	2	19	a	1	安東權氏成化譜
EB01690	金孝敏	EB01691	金良璥	HAS_SON	1		2	19	a	1	安東權氏成化譜
EB01690	金孝敏	E203951	金良琬	HAS_SON	2		2	19	a	1	安東權氏成化譜
EB01690	金孝敏	EB01697	金良琠	HAS_SON	3		2	19	a	1	安東權氏成化譜
EB01690	金孝敏	EB01701	張有良	HAS_SIL	4		2	19	a	1	安東權氏成化譜
EB01690	金孝敏	EB01706	金義良	HAS_SIL	5		2	19	a	1	安東權氏成化譜
EB01690	金孝敏	EB01708	崔傳善	HAS_SIL	6		2	19	a	1	安東權氏成化譜
EB01691	金良璥	E605643	金塊	HAS_SON	1		2	19	a	1	安東權氏成化譜
EB01691	金良璥	E605644	金堆	HAS_SON	3		2	19	a	1	安東權氏成化譜
EB01701	張有良	E605649	崔悰	HAS_SIL	1		2	19	a	1	安東權氏成化譜
EB01701	張有良	EB01704	洪桂	HAS_SIL	2		2	19	a	1	安東權氏成化譜
EB01708	崔傳善	EB01709	崔龜壽	HAS_SON	1		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01634	徐景興	HAS_SIL	1		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01635	洪燕山	HAS_SON	2		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01649	崔潭	HAS_SIL	3		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01650	洪燕水	HAS_SON	4		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01660	李榮商	HAS_SIL	5		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01662	權孝良	HAS_SIL	6	前室	2	19	a	1	安東權氏成化譜
EC00427	洪度	EC01154	尹可宣	HAS_SIL	7		2	19	a	1	安東權氏成化譜
EC00427	洪度	E400096	許柴	HAS_SIL	8		2	19	a	1	安東權氏成化譜
EC00427	洪度	EB01667	洪燕雨	HAS_SON	9		2	19	a	1	安東權氏成化譜
EC00428	洪曾	EB01681	洪孝赤	HAS_SON	1		2	19	a	1	安東權氏成化譜
EC00430	朴仲游	EB01690	金孝敏	HAS_SIL	1		2	19	a	1	安東權氏成化譜
E302085	鄭俊	EB01714	鄭龜年	HAS_SON	1		2	19	b	1	安東權氏成化譜
E302085	鄭俊	EB01715	鄭鱉年	HAS_SON	2		2	19	b	1	安東權氏成化譜
E402078	蔡元敬	E402455	申槩	HAS_SIL	1	前室	2	19	b	1	安東權氏成化譜
E402078	蔡元敬	E402456	蔡浦	HAS_SON	2		2	19	b	1	安東權氏成化譜
E402078	蔡元敬	E402459	蔡沼	HAS_SON	4		2	19	b	1	安東權氏成化譜
E402078	蔡元敬	E402077	蔡潭	HAS_SON	5		2	19	b	1	安東權氏成化譜
E402450	洪希正	EC00432	吳千貴	HAS_SIL	5		2	19	b	1	安東權氏成化譜
E402450	洪希正	EC00434	朴皎	HAS_SIL	6		2	19	b	1	安東權氏成化譜
E402450	洪希正	EC00436	鄭信知	HAS_SIL	7		2	19	b	1	安東權氏成化譜
EB01713	鄭承積	E302085	鄭俊	HAS_SON	1		2	19	b	1	安東權氏成化譜
EB01713	鄭承積	EB01716	鄭作	HAS_SON	2		2	19	b	1	安東權氏成化譜
EB01713	鄭承積	EB01718	郭致楨	HAS_SIL	3		2	19	b	1	安東權氏成化譜
EB01722	朴蘇貞	EB01723	朴繼孫	HAS_SON	1		2	19	b	1	安東權氏成化譜
EB01722	朴蘇貞	EB01724	朴冲孫	HAS_SON	2		2	19	b	1	安東權氏成化譜
EB01728	朴蘇信	EB01730	朴以安	HAS_SIL	1		2	19	b	1	安東權氏成化譜
EB01728	朴蘇信	EB01732	南昕	HAS_SIL	2	后室	2	19	b	1	安東權氏成化譜
EC00432	吳千貴	EB01713	鄭承積	HAS_SIL	1		2	19	b	1	安東權氏成化譜
EC00434	朴皎	EB01719	朴蘇義	HAS_SON	1		2	19	b	1	安東權氏成化譜
EC00434	朴皎	EB01722	朴蘇貞	HAS_SON	2		2	19	b	1	安東權氏成化譜
EC00434	朴皎	EB01728	朴蘇信	HAS_SON	3		2	19	b	1	安東權氏成化譜
EC00434	朴皎	EB01734	鄭以虞	HAS_SIL	4		2	19	b	1	安東權氏成化譜
EC00436	鄭信知	EB01735	鄭義山	HAS_SON	1		2	19	b	1	安東權氏成化譜
EC00436	鄭信知	EB01737	金瑨	HAS_SIL	2		2	19	b	1	安東權氏成化譜
EC00436	鄭信知	EB01738	鄭義忠	HAS_SON	3		2	19	b	1	安東權氏成化譜
E204137	宋翯 	E204142	池繼江	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E204137	宋翯 	E204159	金薰	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E204161	權精	EC02301	權慄	HAS_SON	1		2	20	a	1	安東權氏成化譜
E204176	權履	E204177	權述	HAS_SON	1		2	20	a	1	安東權氏成化譜
E204177	權述	E204181	尹遘	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E204189	李吉安	E204193	黃淑	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E204189	李吉安	E204195	朴溫	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E204189	李吉安	E204203	李堪	HAS_SON	3		2	20	a	1	安東權氏成化譜
E204189	李吉安	E204230	李堤	HAS_SON	4		2	20	a	1	安東權氏成化譜
E400083	權紹	E204176	權履	HAS_SON	1		2	20	a	1	安東權氏成化譜
E400083	權紹	E204189	李吉安	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E400083	權紹	E204232	韓瑞鳳	HAS_SIL	3		2	20	a	1	安東權氏成化譜
E401569	權繼	E204086	柳敬孫	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E401569	權繼	E204094	權彌	HAS_SON	2		2	20	a	1	安東權氏成化譜
E401569	權繼	E401567	柳之潤	HAS_SIL	3		2	20	a	1	安東權氏成化譜
E401570	權詳	E401569	權繼	HAS_SON	1		2	20	a	1	安東權氏成化譜
E401570	權詳	E402467	權繕	HAS_SON	2		2	20	a	1	安東權氏成化譜
E401570	權詳	E400083	權紹	HAS_SON	3		2	20	a	1	安東權氏成化譜
E402461	王休	E402463	李韻	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E402461	王休	E402465	李伯黎	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E402461	王休	E402466	王居吾未	HAS_SON	3		2	20	a	1	安東權氏成化譜
E402463	李韻	E201124	李永祥	HAS_SON	1		2	20	a	1	安東權氏成化譜
E402463	李韻	E204083	鄭自洋	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E402466	王居吾未	E204085	王循禮	HAS_SON	1		2	20	a	1	安東權氏成化譜
E402467	權繕	E204134	崔景淵	HAS_SIL	1		2	20	a	1	安東權氏成化譜
E402467	權繕	E204137	宋翯 	HAS_SIL	2		2	20	a	1	安東權氏成化譜
E402467	權繕	E204161	權精	HAS_SON	3		2	20	a	1	安東權氏成化譜
E000418	宋元年	E401035	宋石山	HAS_SON	1		2	20	b	1	安東權氏成化譜
E000418	宋元年	E102530	宋鐵山	HAS_SON	2		2	20	b	1	安東權氏成化譜
E204234	李淸新	E204237	鄭溫	HAS_SIL	1		2	20	b	1	安東權氏成化譜
E204234	李淸新	E204239	金浩	HAS_SIL	2		2	20	b	1	安東權氏成化譜
E204245	李[立+叅]	E204248	李孟靖	HAS_SON	2		2	20	b	1	安東權氏成化譜
E204245	李[立+叅]	E204249	李仲靖	HAS_SON	3		2	20	b	1	安東權氏成化譜
E204245	李[立+叅]	E204250	金連壽	HAS_SIL	4		2	20	b	1	安東權氏成化譜
E204245	李[立+叅]	E204252	李季靖	HAS_SON	5		2	20	b	1	安東權氏成化譜
E204245	李[立+叅]	E204253	李益靖	HAS_SON	6		2	20	b	1	安東權氏成化譜
E204260	金復命	E204278	李知言	HAS_SIL	1		2	20	b	1	安東權氏成化譜
E204278	李知言	E204287	鄭復周	HAS_SIL	1		2	20	b	1	安東權氏成化譜
E204287	鄭復周	E702662	鄭孝文	HAS_SON	1		2	20	b	1	安東權氏成化譜
E204287	鄭復周	E900700	鄭禹文	HAS_SON	2		2	20	b	1	安東權氏成化譜
E204287	鄭復周	E702670	鄭秀文	HAS_SON	3		2	20	b	1	安東權氏成化譜
E400083	權紹	E204234	李淸新	HAS_SIL	4		2	20	b	1	安東權氏成化譜
E400776	宋虎生	E000418	宋元年	HAS_SON	1		2	20	b	1	安東權氏成化譜
E400776	宋虎生	E400779	李訥	HAS_SIL	2		2	20	b	1	安東權氏成化譜
E401570	權詳	E400776	宋虎生	HAS_SIL	4		2	20	b	1	安東權氏成化譜
E401570	權詳	E402469	李具商	HAS_SIL	5	前室	2	20	b	1	安東權氏成化譜
E402469	李具商	E204244	李𥩲	HAS_SON	1		2	20	b	1	安東權氏成化譜
E402469	李具商	E204245	李[立+叅]	HAS_SON	2		2	20	b	1	安東權氏成化譜
E402469	李具商	E204255	趙廷瑞	HAS_SIL	3		2	20	b	1	安東權氏成化譜
E402471	權維	E402473	權遂良	HAS_SON	1		2	20	b	1	安東權氏成化譜
E402473	權遂良	E204260	金復命	HAS_SIL	1		2	20	b	1	安東權氏成化譜
E204278	李知言	EA01803	李育	HAS_SON	2		2	21	a	1	安東權氏成化譜
E204278	李知言	E204294	周懿孫	HAS_SIL	3		2	21	a	1	安東權氏成化譜
E204296	權擬	E204297	權環	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204296	權擬	E204312	權琛	HAS_SON	2		2	21	a	1	安東權氏成化譜
E204296	權擬	E204313	吳信恭	HAS_SIL	3		2	21	a	1	安東權氏成化譜
E204296	權擬	E204305	權琸	HAS_SON	4		2	21	a	1	安東權氏成化譜
E204296	權擬	E100365	柳常	HAS_SIL	5		2	21	a	1	安東權氏成化譜
E204297	權環	E204303	權瑞	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204316	權撰	E204317	權偁	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204316	權撰	E204320	權佑	HAS_SON	2		2	21	a	1	安東權氏成化譜
E204316	權撰	E204326	權佐	HAS_SON	3		2	21	a	1	安東權氏成化譜
E204342	權揣	E204343	權誠善	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204342	權揣	E204344	權明善	HAS_SON	2		2	21	a	1	安東權氏成化譜
E204342	權揣	E204346	田孟游	HAS_SIL	3		2	21	a	1	安東權氏成化譜
E204346	田孟游	E204348	田貴同	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204359	權携	E204360	權枰	HAS_SON	1		2	21	a	1	安東權氏成化譜
E204359	權携	E204362	田裕	HAS_SIL	2		2	21	a	1	安東權氏成化譜
E402473	權遂良	E204296	權擬	HAS_SON	2		2	21	a	1	安東權氏成化譜
E402473	權遂良	E204316	權撰	HAS_SON	3		2	21	a	1	安東權氏成化譜
E402473	權遂良	E204342	權揣	HAS_SON	4		2	21	a	1	安東權氏成化譜
E402473	權遂良	E204359	權携	HAS_SON	5		2	21	a	1	安東權氏成化譜
EA01803	李育	E204282	李孝男	HAS_SON	1		2	21	a	1	安東權氏成化譜
EA01803	李育	E204283	李孝昌	HAS_SON	2		2	21	a	1	安東權氏成化譜
EA01803	李育	E204284	李孝從	HAS_SON	3		2	21	a	1	安東權氏成化譜
E204365	金裕孫	E204379	金好雨	HAS_SON	1		2	21	b	1	安東權氏成化譜
E204365	金裕孫	E204381	金靈雨	HAS_SON	3		2	21	b	1	安東權氏成化譜
E204365	金裕孫	E200306	朝鮮 太宗	HAS_SIL	4	肅恭宮主	2	21	b	1	安東權氏成化譜
E204399	金義孫	E204400	金淑安	HAS_SON	1		2	21	b	1	安東權氏成化譜
E204401	金敬孫	E204402	金渾	HAS_SON	1		2	21	b	1	安東權氏成化譜
E204401	金敬孫	E204403	金滋	HAS_SON	2		2	21	b	1	安東權氏成化譜
E204412	明義	E204416	尹叔命	HAS_SIL	3		2	21	b	1	安東權氏成化譜
E204416	尹叔命	E204418	尹三童	HAS_SON	1		2	21	b	1	安東權氏成化譜
E204416	尹叔命	E204419	朴鐵山	HAS_SIL	2		2	21	b	1	安東權氏成化譜
E401377	柳澄	E401381	柳蕃	HAS_SON	1		2	21	b	1	安東權氏成化譜
E401377	柳澄	E401380	柳溪	HAS_SON	2		2	21	b	1	安東權氏成化譜
E401377	柳澄	E401387	尹孟謙	HAS_SIL	3		2	21	b	1	安東權氏成化譜
E401379	明昇	E402594	明美	HAS_SON	1		2	21	b	1	安東權氏成化譜
E401379	明昇	E204412	明義	HAS_SON	2		2	21	b	1	安東權氏成化譜
E401379	明昇	E401377	柳澄	HAS_SIL	3		2	21	b	1	安東權氏成化譜
E401380	柳溪	E300973	趙云恭	HAS_SIL	3	后室	2	21	b	1	安東權氏成化譜
E401381	柳蕃	EA01873	申子杠	HAS_SIL	1		2	21	b	1	安東權氏成化譜
E401387	尹孟謙	EA02994	權實	HAS_SIL	1		2	21	b	1	安東權氏成化譜
E402471	權維	E402475	金漸	HAS_SIL	2		2	21	b	1	安東權氏成化譜
E402475	金漸	E204365	金裕孫	HAS_SON	1		2	21	b	1	安東權氏成化譜
E402475	金漸	E204397	韓瑞龍	HAS_SIL	2		2	21	b	1	安東權氏成化譜
E402475	金漸	E204399	金義孫	HAS_SON	3		2	21	b	1	安東權氏成化譜
E402475	金漸	E204401	金敬孫	HAS_SON	4		2	21	b	1	安東權氏成化譜
E402475	金漸	E204404	林秀茂	HAS_SIL	5		2	21	b	1	安東權氏成化譜
E402477	尹希宗	E401379	明昇	HAS_SIL	1		2	21	b	1	安東權氏成化譜
E402594	明美	E204407	張忠	HAS_SIL	1		2	21	b	1	安東權氏成化譜
E402594	明美	E202196	李垤	HAS_SIL	2	后室	2	21	b	1	安東權氏成化譜
E402594	明美	E204409	朴賢生	HAS_SIL	3		2	21	b	1	安東權氏成化譜
E204421	權滓	E204422	柳湘	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E204421	權滓	E204427	權漢	HAS_SON	4		2	22	a	1	安東權氏成化譜
E204421	權滓	E204428	權塘	HAS_SON	5		2	22	a	1	安東權氏成化譜
E204421	權滓	E204429	李吉長	HAS_SIL	6		2	22	a	1	安東權氏成化譜
E204431	權寧	E204432	田貴孫	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E204431	權寧	E204434	權任	HAS_SON	2		2	22	a	1	安東權氏成化譜
E204436	權完	E204438	權志	HAS_SON	1		2	22	a	1	安東權氏成化譜
E204436	權完	E204440	鄭俊	HAS_SIL	2		2	22	a	1	安東權氏成化譜
E204436	權完	E204442	權思	HAS_SON	3		2	22	a	1	安東權氏成化譜
E204447	趙孟發	E204449	趙承源	HAS_SON	1		2	22	a	1	安東權氏成化譜
E204545	兪信	E300919	趙之周	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E204545	兪信	E204547	兪石蕃	HAS_SON	2		2	22	a	1	安東權氏成化譜
E204565	張友仁	E204567	閔貞	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E204565	張友仁	E204574	鄭賓	HAS_SIL	2		2	22	a	1	安東權氏成化譜
E204565	張友仁	E204580	尹勞謙	HAS_SIL	3		2	22	a	1	安東權氏成化譜
E400081	權衷	E402493	權存禮	HAS_SON	1		2	22	a	1	安東權氏成化譜
E401387	尹孟謙	EA02996	郭得康	HAS_SIL	2		2	22	a	1	安東權氏成化譜
E401387	尹孟謙	EA02991	尹崇智	HAS_SON	3		2	22	a	1	安東權氏成化譜
E401387	尹孟謙	E605650	尹崇信	HAS_SON	4		2	22	a	1	安東權氏成化譜
E402480	權絪	E402481	權蘊	HAS_SON	1		2	22	a	1	安東權氏成化譜
E402481	權蘊	E204421	權滓	HAS_SON	1		2	22	a	1	安東權氏成化譜
E402481	權蘊	EC00300	金思忠	HAS_SIL	2		2	22	a	1	安東權氏成化譜
E402481	權蘊	E204431	權寧	HAS_SON	3		2	22	a	1	安東權氏成化譜
E402481	權蘊	E204436	權完	HAS_SON	4		2	22	a	1	安東權氏成化譜
E402485	權和	E402488	盧尙智	HAS_SIL	1	前室	2	22	a	1	安東權氏成化譜
E402485	權和	E402489	權雍	HAS_SON	2	後出	2	22	a	1	安東權氏成化譜
E402485	權和	E402491	權質	HAS_SON	3		2	22	a	1	安東權氏成化譜
E402488	盧尙智	E204447	趙孟發	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E402489	權雍	E204472	權裕	HAS_SON	1		2	22	a	1	安東權氏成化譜
E402489	權雍	E204480	權綽	HAS_SON	2		2	22	a	1	安東權氏成化譜
E402489	權雍	E204481	申肅文	HAS_SIL	3		2	22	a	1	安東權氏成化譜
E402489	權雍	E204488	柳沼	HAS_SIL	4		2	22	a	1	安東權氏成化譜
E402491	權質	E204527	宋扶	HAS_SIL	1		2	22	a	1	安東權氏成化譜
E402491	權質	E204530	朴仁蕃	HAS_SIL	2		2	22	a	1	安東權氏成化譜
E402491	權質	E204538	申繼良	HAS_SIL	3		2	22	a	1	安東權氏成化譜
E402491	權質	E204537	金有完	HAS_SIL	4	后室	2	22	a	1	安東權氏成化譜
E402493	權存禮	E204543	權章	HAS_SON	1		2	22	a	1	安東權氏成化譜
E402493	權存禮	E204544	權宜	HAS_SON	2		2	22	a	1	安東權氏成化譜
E402493	權存禮	E204545	兪信	HAS_SIL	3		2	22	a	1	安東權氏成化譜
E402493	權存禮	E204563	李櫓	HAS_SIL	4		2	22	a	1	安東權氏成化譜
E402493	權存禮	E204565	張友仁	HAS_SIL	5		2	22	a	1	安東權氏成化譜
EA02996	郭得康	EA02997	郭仁堅	HAS_SON	1		2	22	a	1	安東權氏成化譜
EA02996	郭得康	EA03000	郭仁完	HAS_SON	2		2	22	a	1	安東權氏成化譜
EA02996	郭得康	EA03006	郭仁童	HAS_SON	3		2	22	a	1	安東權氏成化譜
EA02996	郭得康	EA03016	權僖	HAS_SIL	4		2	22	a	1	安東權氏成化譜
EB00964	林效儉	EB00984	林彬	HAS_SON	1		2	22	a	1	安東權氏成化譜
EC00300	金思忠	EB00959	韓發	HAS_SIL	1		2	22	a	1	安東權氏成化譜
EC00300	金思忠	EB00961	洪慶從	HAS_SIL	2		2	22	a	1	安東權氏成化譜
EC00300	金思忠	EB00962	金自玄	HAS_SON	3		2	22	a	1	安東權氏成化譜
EC00300	金思忠	EB00964	林效儉	HAS_SIL	4		2	22	a	1	安東權氏成化譜
E402493	權存禮	E200081	李石貞	HAS_SIL	6		2	22	b	1	安東權氏成化譜
E204587	林九剛	E204589	鄭穆	HAS_SIL	1		2	23	a	1	安東權氏成化譜
E204621	權誠	E204622	權繼祖	HAS_SON	1		2	23	a	1	安東權氏成化譜
E204623	權緝	E204624	權好仁	HAS_SON	1		2	23	a	1	安東權氏成化譜
E204623	權緝	E204635	權好義	HAS_SON	2		2	23	a	1	安東權氏成化譜
E204640	權綸	E204642	權懼	HAS_SON	1		2	23	a	1	安東權氏成化譜
E204640	權綸	E204653	權悚	HAS_SON	2		2	23	a	1	安東權氏成化譜
E204640	權綸	E204673	李兆壽	HAS_SIL	3		2	23	a	1	安東權氏成化譜
E204640	權綸	E204675	許容	HAS_SIL	4		2	23	a	1	安東權氏成化譜
E400081	權衷	E402494	權崇禮	HAS_SON	2		2	23	a	1	安東權氏成化譜
E401545	李侄	E204605	李連孫	HAS_SON	3		2	23	a	1	安東權氏成化譜
E401545	李侄	E000405	李末孫	HAS_SON	4		2	23	a	1	安東權氏成化譜
E401545	李侄	E204614	李給孫	HAS_SON	6		2	23	a	1	安東權氏成化譜
E401546	李克潭	E401545	李侄	HAS_SON	1		2	23	a	1	安東權氏成化譜
E401546	李克潭	E202895	閔悛	HAS_SIL	2		2	23	a	1	安東權氏成化譜
E402493	權存禮	E204582	李繼男	HAS_SIL	7		2	23	a	1	安東權氏成化譜
E402493	權存禮	E204587	林九剛	HAS_SIL	8		2	23	a	1	安東權氏成化譜
E402493	權存禮	E204593	權靜	HAS_SON	9		2	23	a	1	安東權氏成化譜
E402493	權存禮	E204597	朴自強	HAS_SIL	10		2	23	a	1	安東權氏成化譜
E402494	權崇禮	E401546	李克潭	HAS_SIL	1		2	23	a	1	安東權氏成化譜
E402494	權崇禮	E204621	權誠	HAS_SON	2		2	23	a	1	安東權氏成化譜
E402494	權崇禮	E204623	權緝	HAS_SON	3		2	23	a	1	安東權氏成化譜
E402494	權崇禮	E204640	權綸	HAS_SON	4		2	23	a	1	安東權氏成化譜
E200959	禹元老	E200958	禹從殷	HAS_SON	1		2	23	b	1	安東權氏成化譜
E200959	禹元老	E204678	禹從夏	HAS_SON	2		2	23	b	1	安東權氏成化譜
E200959	禹元老	E204728	禹從周	HAS_SON	3		2	23	b	1	安東權氏成化譜
E200959	禹元老	E204699	趙光門	HAS_SIL	4		2	23	b	1	安東權氏成化譜
E204730	禹守老	E204731	禹孝誠	HAS_SON	1		2	23	b	1	安東權氏成化譜
E204730	禹守老	EA00210	禹孝謹	HAS_SON	2		2	23	b	1	安東權氏成化譜
E204730	禹守老	E204734	金羽	HAS_SIL	3		2	23	b	1	安東權氏成化譜
E204730	禹守老	E204736	禹孝安	HAS_SON	4		2	23	b	1	安東權氏成化譜
E204737	禹誠老	E204740	康致諴	HAS_SIL	2		2	23	b	1	安東權氏成化譜
E204742	禹恭老	E204743	禹賢孫	HAS_SON	1		2	23	b	1	安東權氏成化譜
E204742	禹恭老	E204751	禹碩孫	HAS_SON	2		2	23	b	1	安東權氏成化譜
E204742	禹恭老	E204764	任績	HAS_SIL	3		2	23	b	1	安東權氏成化譜
E204788	禹舜老	138ef0ef-9a16-453a-b0ed-b6e38e57e1d2	禹貴榮	HAS_SIL	1		2	23	b	1	安東權氏成化譜
E204788	禹舜老	f137d7bd-99db-4aad-becb-dd590bd83d6f	禹貴山	HAS_SON	2		2	23	b	1	安東權氏成化譜
E400081	權衷	E401841	禹承瓊	HAS_SIL	3		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E401839	朴元亨	HAS_SIL	1		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E200959	禹元老	HAS_SON	2		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E204730	禹守老	HAS_SON	3		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E204737	禹誠老	HAS_SON	4		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E204742	禹恭老	HAS_SON	5		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E605652	禹貞老	HAS_SON	6		2	23	b	1	安東權氏成化譜
E401841	禹承瓊	E204788	禹舜老	HAS_SON	7		2	23	b	1	安東權氏成化譜
E101214	權引	E204890	權誠	HAS_SON	3		2	24	a	1	安東權氏成化譜
E102412	李檜	E204909	李敷	HAS_SON	1		2	24	a	1	安東權氏成化譜
E204800	禹信老	E204801	朴有蕃	HAS_SIL	1		2	24	a	1	安東權氏成化譜
E204826	權強	E204828	權淳	HAS_SON	1		2	24	a	1	安東權氏成化譜
E204846	李孝誠	E204848	李種生	HAS_SON	1		2	24	a	1	安東權氏成化譜
E204848	李種生	E204850	李賢童	HAS_SON	1		2	24	a	1	安東權氏成化譜
E400081	權衷	E402496	權護	HAS_SON	4		2	24	a	1	安東權氏成化譜
E400081	權衷	E402498	權訥	HAS_SON	5		2	24	a	1	安東權氏成化譜
E401841	禹承瓊	E204805	禹繼老	HAS_SON	8		2	24	a	1	安東權氏成化譜
E401841	禹承瓊	E204800	禹信老	HAS_SON	9		2	24	a	1	安東權氏成化譜
E402496	權護	E204860	高愼彥	HAS_SIL	1		2	24	a	1	安東權氏成化譜
