source	source_name	target	target_name	type	child_order	wife_note	vol	leaf	side	checked	reference
D402440	李亮	E402445	李伯忠	HAS_SON	7		0	0	0	1	安東權氏成化譜
E203048	朝鮮 孝寧大君	E901150	李密	HAS_SON	4		0	0	0	1	安東權氏成化譜
E402645	李琚	E400630	金慶長	HAS_SIL	2	前夫	0	0	0	1	安東權氏成化譜
C206439	權仁幸	C206441	權冊	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206441	權冊	C206442	權均漢	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206442	權均漢	C206443	權子彭	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206443	權子彭	C206444	權先蓋	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206444	權先蓋	C206445	權廉	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206445	權廉	C206446	權利輿	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206446	權利輿	D206447	權仲時	HAS_SON	1		1	1	a	1	安東權氏成化譜
C206446	權利輿	D206448	權就宜	HAS_SON	2		1	1	a	1	安東權氏成化譜
C206446	權利輿	D206449	權通	HAS_SON	3		1	1	a	1	安東權氏成化譜
D206447	權仲時	D206450	權守平	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206447	權仲時	D206463	權次平	HAS_SON	2		1	1	a	1	安東權氏成化譜
D206447	權仲時	D206464	權性源	HAS_SON	3		1	1	a	1	安東權氏成化譜
D206450	權守平	D206451	權韙	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206451	權韙	D206452	權㫜	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206451	權韙	D206454	金軌	HAS_SIL	2		1	1	a	1	安東權氏成化譜
D206451	權韙	D206457	權仁紀	HAS_SON	3		1	1	a	1	安東權氏成化譜
D206451	權韙	D206458	權英運	HAS_SON	4		1	1	a	1	安東權氏成化譜
D206451	權韙	D206459	權方紀	HAS_SON	5		1	1	a	1	安東權氏成化譜
D206451	權韙	D206460	權之紀	HAS_SON	6		1	1	a	1	安東權氏成化譜
D206452	權㫜	D400070	權溥	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206460	權之紀	D206461	權瑩	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206460	權之紀	D206462	權評	HAS_SON	2		1	1	a	1	安東權氏成化譜
C206438	權幸	C206439	權仁幸	HAS_SON	1		1	1	a	1	安東權氏成化譜
D206447	權仲時	D206465	權守洪	HAS_SON	4		1	1	b	1	安東權氏成化譜
D206465	權守洪	D206466	權子輿	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206467	權頙	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206474	權允平	HAS_SON	2		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206480	權允保	HAS_SON	3		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206490	權祖如	HAS_SON	4		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206491	權份	HAS_SON	5		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206495	權咸	HAS_SIL	6		1	1	b	1	安東權氏成化譜
D206466	權子輿	D206499	金允侃	HAS_SIL	7		1	1	b	1	安東權氏成化譜
D206467	權頙	D206469	權漢功	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206467	權頙	D206472	權漢有	HAS_SON	2		1	1	b	1	安東權氏成化譜
D206474	權允平	D206475	權具	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206474	權允平	D206477	權重	HAS_SON	2		1	1	b	1	安東權氏成化譜
D206474	權允平	D206478	權萬	HAS_SIL	3		1	1	b	1	安東權氏成化譜
D206480	權允保	D206481	權泂	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206480	權允保	D206482	權演	HAS_SON	2		1	1	b	1	安東權氏成化譜
D206480	權允保	D206483	姜昌貴	HAS_SIL	3		1	1	b	1	安東權氏成化譜
D206480	權允保	D206485	權確	HAS_SON	4		1	1	b	1	安東權氏成化譜
D206480	權允保	D206486	李五椿	HAS_SIL	5		1	1	b	1	安東權氏成化譜
D206480	權允保	D206488	權珥	HAS_SON	6		1	1	b	1	安東權氏成化譜
D206480	權允保	D206489	權居南	HAS_SON	7		1	1	b	1	安東權氏成化譜
D206491	權份	D206492	權德秀	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206491	權份	D206493	權用一	HAS_SIL	2		1	1	b	1	安東權氏成化譜
D206495	權咸	D206497	孫洪祐	HAS_SIL	1		1	1	b	1	安東權氏成化譜
D206499	金允侃	D206501	金時寶	HAS_SON	1		1	1	b	1	安東權氏成化譜
D206499	金允侃	D206502	金良信	HAS_SON	2		1	1	b	1	安東權氏成化譜
D206499	金允侃	D206503	金鼎臣	HAS_SON	3		1	1	b	1	安東權氏成化譜
D206499	金允侃	D206504	金景流	HAS_SON	4		1	1	b	1	安東權氏成化譜
D206448	權就宜	D206528	權棣和	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206449	權通	D206531	權英正	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206465	權守洪	D206511	方乞	HAS_SIL	2		1	2	a	1	安東權氏成化譜
D206465	權守洪	D206517	權良俊	HAS_SIL	3		1	2	a	1	安東權氏成化譜
D206465	權守洪	D206521	金利堅	HAS_SIL	4		1	2	a	1	安東權氏成化譜
D206499	金允侃	D206505	金用珠	HAS_SON	5		1	2	a	1	安東權氏成化譜
D206499	金允侃	D206506	曹誼	HAS_SIL	6		1	2	a	1	安東權氏成化譜
D206499	金允侃	D206508	權莅	HAS_SIL	7		1	2	a	1	安東權氏成化譜
D206499	金允侃	D206510	金資	HAS_SON	8		1	2	a	1	安東權氏成化譜
D206511	方乞	D206513	張茂	HAS_SIL	1		1	2	a	1	安東權氏成化譜
D206511	方乞	D206794	萬年	HAS_SIL	2		1	2	a	1	安東權氏成化譜
D206513	張茂	D206515	姜希京	HAS_SIL	1		1	2	a	1	安東權氏成化譜
D206517	權良俊	D206519	權精	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206519	權精	D206520	權奕	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206521	金利堅	D206523	權美	HAS_SIL	1		1	2	a	1	安東權氏成化譜
D206523	權美	D206525	權景	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206523	權美	D206526	金譿	HAS_SIL	2		1	2	a	1	安東權氏成化譜
D206528	權棣和	D206529	權傅	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206528	權棣和	D206530	權得元	HAS_SON	2		1	2	a	1	安東權氏成化譜
D206531	權英正	D206532	權均柱	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206531	權英正	D206533	權均碩	HAS_SON	2		1	2	a	1	安東權氏成化譜
D206533	權均碩	D206534	權直成	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206534	權直成	D206535	權伯	HAS_SON	1		1	2	a	1	安東權氏成化譜
D206534	權直成	D206537	權呂	HAS_SON	3		1	2	a	1	安東權氏成化譜
D206534	權直成	D206538	權允諧	HAS_SON	4		1	2	a	1	安東權氏成化譜
D206794	萬年	D206797	金碁	HAS_SIL	2		1	2	a	1	安東權氏成化譜
D206794	萬年	D206796	允文	HAS_SON	3		1	2	a	1	安東權氏成化譜
D400070	權溥	D402197	權準	HAS_SON	1		1	2	b	1	安東權氏成化譜
D401439	權廉	D402198	權鏞	HAS_SON	1		1	2	b	1	安東權氏成化譜
D401439	權廉	D206871	忠肅王	HAS_SIL	2	壽妃, 後夫	1	2	b	1	安東權氏成化譜
D401439	權廉	D402211	普達實理	HAS_SIL	3		1	2	b	1	安東權氏成化譜
D401439	權廉	D401422	柳惠孫	HAS_SIL	4	前室	1	2	b	1	安東權氏成化譜
D401439	權廉	D402227	權鉉	HAS_SON	5		1	2	b	1	安東權氏成化譜
D401439	權廉	D402052	權鎬	HAS_SON	6		1	2	b	1	安東權氏成化譜
D401439	權廉	D402248	權鈞	HAS_SON	7		1	2	b	1	安東權氏成化譜
D401439	權廉	D400429	權鑄	HAS_SON	8		1	2	b	1	安東權氏成化譜
D401439	權廉	D400365	元松壽	HAS_SIL	9	後室	1	2	b	1	安東權氏成化譜
D401439	權廉	D401564	吳仲和	HAS_SIL	10		1	2	b	1	安東權氏成化譜
D401439	權廉	D401698	廉國寶	HAS_SIL	11		1	2	b	1	安東權氏成化譜
D402197	權準	D401439	權廉	HAS_SON	1		1	2	b	1	安東權氏成化譜
D402197	權準	D402259	權迪	HAS_SON	2		1	2	b	1	安東權氏成化譜
D402197	權準	D402279	洪鐸	HAS_SIL	3		1	2	b	1	安東權氏成化譜
D402259	權迪	D402261	韓脩	HAS_SIL	1		1	2	b	1	安東權氏成化譜
D402259	權迪	D402274	權顯	HAS_SON	2		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D402280	洪尙載	HAS_SON	1		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D402285	洪惠贊	HAS_SON	2		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D206873	忠惠王	HAS_SIL	3	忠惠王	1	2	b	1	安東權氏成化譜
D402279	洪鐸	D402288	趙興門	HAS_SIL	4		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D402289	洪開道	HAS_SON	5		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D402290	洪昌道	HAS_SON	6		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D400343	元龜壽	HAS_SIL	7		1	2	b	1	安東權氏成化譜
D402279	洪鐸	D401000	廉大侑	HAS_SIL	8		1	2	b	1	安東權氏成化譜
D400070	權溥	D402327	安惟忠	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D400070	權溥	D402380	權宗頂	HAS_SON	3		1	3	a	1	安東權氏成化譜
D400070	權溥	D401808	李齊賢	HAS_SIL	4	初室	1	3	a	1	安東權氏成化譜
D400727	安國瑞	D201678	安景	HAS_SON	1		1	3	a	1	安東權氏成化譜
D400727	安國瑞	D201738	崔仁富	HAS_SIL	2	前夫	1	3	a	1	安東權氏成化譜
D400727	安國瑞	D201776	鄭修道	HAS_SIL	3	後夫	1	3	a	1	安東權氏成化譜
D401077	洪彦博	D402303	洪師普	HAS_SON	1		1	3	a	1	安東權氏成化譜
D401077	洪彦博	D401075	柳淵	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D401077	洪彦博	D402313	洪師禹	HAS_SON	3		1	3	a	1	安東權氏成化譜
D401808	李齊賢	D402382	李瑞種	HAS_SON	1		1	3	a	1	安東權氏成化譜
D401808	李齊賢	D402391	李係孫	HAS_SIL	4		1	3	a	1	安東權氏成化譜
D402197	權準	D401077	洪彦博	HAS_SIL	4		1	3	a	1	安東權氏成化譜
D402327	安惟忠	D402328	安國祥	HAS_SON	1		1	3	a	1	安東權氏成化譜
D402327	安惟忠	D402334	金珠慶	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D402327	安惟忠	D400727	安國瑞	HAS_SON	3		1	3	a	1	安東權氏成化譜
D402327	安惟忠	D402352	金之甲	HAS_SIL	4		1	3	a	1	安東權氏成化譜
D402328	安國祥	D200028	楊之壽	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D402334	金珠慶	D402335	金利	HAS_SON	1		1	3	a	1	安東權氏成化譜
D402334	金珠慶	D402340	王瑜	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D402334	金珠慶	D402338	柳季高	HAS_SIL	3		1	3	a	1	安東權氏成化譜
D402352	金之甲	D402353	金翰	HAS_SON	1		1	3	a	1	安東權氏成化譜
D402352	金之甲	D402366	朴三陽	HAS_SIL	2		1	3	a	1	安東權氏成化譜
D402352	金之甲	D402367	金憲	HAS_SON	3		1	3	a	1	安東權氏成化譜
D402352	金之甲	D402374	金河	HAS_SON	4		1	3	a	1	安東權氏成化譜
D402352	金之甲	D400443	鄭思道	HAS_SIL	5	前室	1	3	a	1	安東權氏成化譜
D402382	李瑞種	D402384	趙茂	HAS_SIL	1	後室	1	3	a	1	安東權氏成化譜
D402382	李瑞種	D402393	李寶林	HAS_SON	2		1	3	a	1	安東權氏成化譜
D402382	李瑞種	D402397	李元䙗	HAS_SIL	3		1	3	a	1	安東權氏成化譜
D400070	權溥	D402447	權皐	HAS_SON	5		1	3	b	1	安東權氏成化譜
D400420	李達尊	D402404	李德林	HAS_SON	1		1	3	b	1	安東權氏成化譜
D400420	李達尊	D402252	李學林	HAS_SON	2		1	3	b	1	安東權氏成化譜
D400420	李達尊	D401782	李壽林	HAS_SON	3		1	3	b	1	安東權氏成化譜
D400420	李達尊	D402426	奇仁傑	HAS_SIL	4		1	3	b	1	安東權氏成化譜
D401077	洪彦博	D402175	洪師範	HAS_SON	4		1	3	b	1	安東權氏成化譜
D401077	洪彦博	D200005	洪師瑗	HAS_SON	5		1	3	b	1	安東權氏成化譜
D401571	權儼	E401592	權敬	HAS_SON	1		1	3	b	1	安東權氏成化譜
D401571	權儼	E401997	郭樞	HAS_SIL	2	前室	1	3	b	1	安東權氏成化譜
D401571	權儼	E402453	金敬義	HAS_SIL	3		1	3	b	1	安東權氏成化譜
D401571	權儼	E402450	洪希正	HAS_SIL	4		1	3	b	1	安東權氏成化譜
D401571	權儼	E402078	蔡元敬	HAS_SIL	5		1	3	b	1	安東權氏成化譜
D401571	權儼	E402461	王休	HAS_SIL	6		1	3	b	1	安東權氏成化譜
D401571	權儼	E401570	權詳	HAS_SON	7		1	3	b	1	安東權氏成化譜
D401806	任德壽	D401810	申琿	HAS_SIL	1		1	3	b	1	安東權氏成化譜
D401806	任德壽	E401827	朴永忠	HAS_SIL	2		1	3	b	1	安東權氏成化譜
D401806	任德壽	E401887	黃侃	HAS_SIL	3		1	3	b	1	安東權氏成化譜
D401806	任德壽	D401915	任純義	HAS_SON	4		1	3	b	1	安東權氏成化譜
D401806	任德壽	E401921	任純禮	HAS_SON	5		1	3	b	1	安東權氏成化譜
D401808	李齊賢	D400420	李達尊	HAS_SON	2		1	3	b	1	安東權氏成化譜
D401808	李齊賢	D401806	任德壽	HAS_SIL	3		1	3	b	1	安東權氏成化譜
D401808	李齊賢	D400261	金希祖	HAS_SIL	5		1	3	b	1	安東權氏成化譜
D402391	李係孫	E402390	李隲	HAS_SON	1		1	3	b	1	安東權氏成化譜
D402391	李係孫	D402439	安翊	HAS_SIL	2	後室	1	3	b	1	安東權氏成化譜
D402391	李係孫	D402440	李亮	HAS_SON	3		1	3	b	1	安東權氏成化譜
D402447	權皐	D401571	權儼	HAS_SON	3		1	3	b	1	安東權氏成化譜
D400070	權溥	D402555	權謙	HAS_SON	6		1	4	a	1	安東權氏成化譜
D400070	權溥	D402516	王煦	HAS_SON	7		1	4	a	1	安東權氏成化譜
D401991	王重貴	E400102	權肅	HAS_SON	1		1	4	a	1	安東權氏成化譜
D401991	王重貴	D402172	朴仲宜	HAS_SIL	2		1	4	a	1	安東權氏成化譜
D401991	王重貴	D401335	王挺	HAS_SIL	3		1	4	a	1	安東權氏成化譜
D401991	王重貴	E400375	許愭	HAS_SIL	4		1	4	a	1	安東權氏成化譜
D401991	王重貴	E401990	權嚴	HAS_SON	5		1	4	a	1	安東權氏成化譜
D401991	王重貴	E402538	權道	HAS_SON	6		1	4	a	1	安東權氏成化譜
D401991	王重貴	E402543	南宮佐	HAS_SIL	7		1	4	a	1	安東權氏成化譜
D402447	權皐	D402470	權侃	HAS_SON	2		1	4	a	1	安東權氏成化譜
D402447	權皐	D402484	權僖	HAS_SON	3		1	4	a	1	安東權氏成化譜
D402470	權侃	E402471	權維	HAS_SON	1		1	4	a	1	安東權氏成化譜
D402470	權侃	D301157	王愼	HAS_SIL	2		1	4	a	1	安東權氏成化譜
D402470	權侃	E402477	尹希宗	HAS_SIL	3	前夫	1	4	a	1	安東權氏成化譜
D402470	權侃	E402478	金自忠	HAS_SIL	3.5	後夫	1	4	a	1	安東權氏成化譜
D402470	權侃	E402480	權絪	HAS_SON	4		1	4	a	1	安東權氏成化譜
D402470	權侃	E402483	權乃澄	HAS_SON	5		1	4	a	1	安東權氏成化譜
D402484	權僖	E402485	權和	HAS_SON	1		1	4	a	1	安東權氏成化譜
D402484	權僖	E402492	權二已	HAS_SON	2		1	4	a	1	安東權氏成化譜
D402484	權僖	E400081	權衷	HAS_SON	3		1	4	a	1	安東權氏成化譜
D402484	權僖	E401119	權近	HAS_SON	4		1	4	a	1	安東權氏成化譜
D402484	權僖	D401256	權遇	HAS_SON	5		1	4	a	1	安東權氏成化譜
D402516	王煦	D401991	王重貴	HAS_SON	1		1	4	a	1	安東權氏成化譜
D402516	王煦	D402547	尙載	HAS_SIL	2		1	4	a	1	安東權氏成化譜
D402547	尙載	E402548	權法和	HAS_SON	1		1	4	a	1	安東權氏成化譜
D402555	權謙	D402557	元顥	HAS_SIL	1		1	4	a	1	安東權氏成化譜
D402557	元顥	E401911	元寅	HAS_SON	1		1	4	a	1	安東權氏成化譜
D402599	王璉	D301157	王愼	HAS_SON	1		1	4	a	1	安東權氏成化譜
D400070	權溥	D402596	王璹	HAS_SIL	8		1	4	b	1	安東權氏成化譜
D400070	權溥	D401762	王珣	HAS_SIL	9		1	4	b	1	安東權氏成化譜
D401644	權恒	D300001	尹承禮	HAS_SIL	1	後室	1	4	b	1	安東權氏成化譜
D401761	王諝	D402608	李希慶	HAS_SIL	1		1	4	b	1	安東權氏成化譜
D401761	王諝	D401759	任巨卿	HAS_SIL	2	前夫	1	4	b	1	安東權氏成化譜
D401761	王諝	D401763	高呂	HAS_SIL	2.5	後夫	1	4	b	1	安東權氏成化譜
D401761	王諝	D402624	王綏	HAS_SON	3		1	4	b	1	安東權氏成化譜
D401761	王諝	D402621	王緝	HAS_SON	4		1	4	b	1	安東權氏成化譜
D401761	王諝	D402625	王潘	HAS_SON	5		1	4	b	1	安東權氏成化譜
D401762	王珣	D401761	王諝	HAS_SON	1		1	4	b	1	安東權氏成化譜
D401762	王珣	D402626	王[玉+囧]	HAS_SON	2		1	4	b	1	安東權氏成化譜
D401762	王珣	D402638	王瑄	HAS_SIL	3		1	4	b	1	安東權氏成化譜
D402555	權謙	D401644	權恒	HAS_SON	3		1	4	b	1	安東權氏成化譜
D402555	權謙	D402591	權賝	HAS_SIL	3	前夫	1	4	b	1	安東權氏成化譜
D402555	權謙	D402592	金立堅	HAS_SIL	3.5	後夫	1	4	b	1	安東權氏成化譜
D402555	權謙	266c9825-0b6b-4b0a-83ee-9abf01f18b6c	元 昭宗	HAS_SIL	4		1	4	b	1	安東權氏成化譜
D402557	元顥	E402558	元賓	HAS_SON	2		1	4	b	1	安東權氏成化譜
D402557	元顥	E402572	朴天祥	HAS_SIL	3	後室	1	4	b	1	安東權氏成化譜
D402557	元顥	E402573	元宣	HAS_SON	4		1	4	b	1	安東權氏成化譜
D402557	元顥	D402587	奇有傑	HAS_SIL	5		1	4	b	1	安東權氏成化譜
D402591	權賝	E300522	李士芬	HAS_SIL	1		1	4	b	1	安東權氏成化譜
D402592	金立堅	E300545	趙涓	HAS_SIL	1		1	4	b	1	安東權氏成化譜
D402596	王璹	D402599	王璉	HAS_SIL	1		1	4	b	1	安東權氏成化譜
D402599	王璉	D301251	盧訔	HAS_SIL	2		1	4	b	1	安東權氏成化譜
D402626	王[玉+囧]	D402627	王綺	HAS_SON	1		1	4	b	1	安東權氏成化譜
D402626	王[玉+囧]	D402629	金光敍	HAS_SIL	2		1	4	b	1	安東權氏成化譜
D402638	王瑄	D402634	王祥	HAS_SIL	1		1	4	b	1	安東權氏成化譜
D206469	權漢功	D206574	權仲達	HAS_SON	1		1	5	a	1	安東權氏成化譜
D206469	權漢功	D206588	權仲和	HAS_SON	2		1	5	a	1	安東權氏成化譜
D206469	權漢功	D206592	李得壽	HAS_SIL	3	前夫	1	5	a	1	安東權氏成化譜
D206469	權漢功	D206595	廉悌臣	HAS_SIL	3.5	後夫, 后室	1	5	a	1	安東權氏成化譜
D206574	權仲達	D206576	全賁	HAS_SIL	1		1	5	a	1	安東權氏成化譜
D206574	權仲達	D401630	柳惠芳	HAS_SIL	2		1	5	a	1	安東權氏成化譜
D206574	權仲達	D206579	閔瑾	HAS_SIL	3		1	5	a	1	安東權氏成化譜
D206574	權仲達	D206581	李穡	HAS_SIL	4		1	5	a	1	安東權氏成化譜
D206574	權仲達	D206583	權嗣宗	HAS_SON	5		1	5	a	1	安東權氏成化譜
D206574	權仲達	D206585	權季容	HAS_SON	6		1	5	a	1	安東權氏成化譜
D206574	權仲達	D206586	金允轍	HAS_SIL	7		1	5	a	1	安東權氏成化譜
D206588	權仲和	D206589	韓寧	HAS_SIL	1		1	5	a	1	安東權氏成化譜
D206588	權仲和	E402266	權邦緯	HAS_SON	1		1	5	a	1	安東權氏成化譜
D206592	李得壽	D206594	李成林	HAS_SON	1		1	5	a	1	安東權氏成化譜
D206595	廉悌臣	D401698	廉國寶	HAS_SON	1		1	5	a	1	安東權氏成化譜
D206595	廉悌臣	D206599	洪徵	HAS_SIL	2		1	5	a	1	安東權氏成化譜
D206595	廉悌臣	DC00421	廉興邦	HAS_SON	3		1	5	a	1	安東權氏成化譜
D206595	廉悌臣	D206604	任獻	HAS_SIL	4		1	5	a	1	安東權氏成化譜
D206595	廉悌臣	D206606	鄭凞啓	HAS_SIL	5	前室	1	5	a	1	安東權氏成化譜
D401762	王珣	D402640	盧濟	HAS_SIL	4		1	5	a	1	安東權氏成化譜
D401762	王珣	D402604	王昭	HAS_SIL	5		1	5	a	1	安東權氏成化譜
D402604	王昭	D402602	王諮	HAS_SIL	1		1	5	a	1	安東權氏成化譜
D402604	王昭	D402653	王瑱	HAS_SON	2		1	5	a	1	安東權氏成化譜
D206469	權漢功	D206618	朴瓊	HAS_SIL	4		1	5	b	1	安東權氏成化譜
D206469	權漢功	DC00111	柳總	HAS_SIL	5		1	5	b	1	安東權氏成化譜
D206469	權漢功	D206633	宋英茂	HAS_SIL	6		1	5	b	1	安東權氏成化譜
D206469	權漢功	D206638	韓繼忠	HAS_SIL	7		1	5	b	1	安東權氏成化譜
D206595	廉悌臣	D206610	恭愍王	HAS_SIL	6	愼妃	1	5	b	1	安東權氏成化譜
D206595	廉悌臣	D206611	李竦	HAS_SIL	7	前夫	1	5	b	1	安東權氏成化譜
D206595	廉悌臣	D206613	卞南龍	HAS_SIL	8	後夫	1	5	b	1	安東權氏成化譜
D206595	廉悌臣	D206614	廉庭秀	HAS_SON	9		1	5	b	1	安東權氏成化譜
D206595	廉悌臣	D206617	廉廣原	HAS_SON	10	側室의 子	1	5	b	1	安東權氏成化譜
D206618	朴瓊	D206629	朴居實	HAS_SON	1		1	5	b	1	安東權氏成化譜
D206618	朴瓊	D206626	尹紹宗	HAS_SIL	2	后室	1	5	b	1	安東權氏成化譜
D206618	朴瓊	D206624	盧冏	HAS_SIL	3		1	5	b	1	安東權氏成化譜
D206618	朴瓊	D206622	趙煦	HAS_SIL	4		1	5	b	1	安東權氏成化譜
D206618	朴瓊	D206620	崔乙義	HAS_SIL	5		1	5	b	1	安東權氏成化譜
D206633	宋英茂	D206635	宋天吉	HAS_SON	1		1	5	b	1	安東權氏成化譜
D206633	宋英茂	D206636	李龜壽	HAS_SIL	2		1	5	b	1	安東權氏成化譜
D206638	韓繼忠	D206640	韓安海	HAS_SON	1		1	5	b	1	安東權氏成化譜
D206638	韓繼忠	D206641	韓安景	HAS_SON	2		1	5	b	1	安東權氏成化譜
D206638	韓繼忠	D206642	韓安邦	HAS_SON	3		1	5	b	1	安東權氏成化譜
DC00111	柳總	D401777	柳蔓殊	HAS_SON	1		1	5	b	1	安東權氏成化譜
DC00111	柳總	DC00199	金居斗	HAS_SIL	2		1	5	b	1	安東權氏成化譜
DC00111	柳總	D400075	許璡	HAS_SIL	3		1	5	b	1	安東權氏成化譜
DC00111	柳總	D401248	李思義	HAS_SIL	4		1	5	b	1	安東權氏成化譜
D206469	權漢功	D206647	康舜龍	HAS_SIL	8		1	6	a	1	安東權氏成化譜
D206469	權漢功	D206652	權仲炎	HAS_SON	9		1	6	a	1	安東權氏成化譜
D206469	權漢功	D206653	權仲山	HAS_SON	10		1	6	a	1	安東權氏成化譜
D206469	權漢功	D206654	權可封	HAS_SON	11		1	6	a	1	安東權氏成化譜
D206472	權漢有	D206655	李庸	HAS_SIL	1		1	6	a	1	安東權氏成化譜
D206472	權漢有	D206668	權肅	HAS_SON	2		1	6	a	1	安東權氏成化譜
D206472	權漢有	D206673	權奭	HAS_SON	3		1	6	a	1	安東權氏成化譜
D206638	韓繼忠	D206643	金尙漢	HAS_SIL	4		1	6	a	1	安東權氏成化譜
D206638	韓繼忠	D206645	李陰	HAS_SIL	5		1	6	a	1	安東權氏成化譜
D206647	康舜龍	D206649	康熙	HAS_SON	1		1	6	a	1	安東權氏成化譜
D206647	康舜龍	EC00498	柳滋	HAS_SIL	2		1	6	a	1	安東權氏成化譜
D206655	李庸	D206657	李元紘	HAS_SON	1		1	6	a	1	安東權氏成化譜
D206655	李庸	D206658	林蹇	HAS_SIL	2		1	6	a	1	安東權氏成化譜
D206655	李庸	D206660	琴仁淑	HAS_SIL	3		1	6	a	1	安東權氏成化譜
D206655	李庸	D206662	李元緝	HAS_SON	4		1	6	a	1	安東權氏成化譜
D206655	李庸	D206663	李興	HAS_SIL	5		1	6	a	1	安東權氏成化譜
D206655	李庸	E402275	權遜	HAS_SIL	6		1	6	a	1	安東權氏成化譜
D206655	李庸	D206666	李元絢	HAS_SON	7		1	6	a	1	安東權氏成化譜
D206655	李庸	D206667	李元絳	HAS_SON	8		1	6	a	1	安東權氏成化譜
D206668	權肅	D400788	柳臨	HAS_SIL	1		1	6	a	1	安東權氏成化譜
D206668	權肅	D206670	權可宗	HAS_SON	2		1	6	a	1	安東權氏成化譜
D206668	權肅	D206671	權可均	HAS_SON	3		1	6	a	1	安東權氏成化譜
D206668	權肅	D206672	權可以	HAS_SON	4		1	6	a	1	安東權氏成化譜
D206673	權奭	D206674	崔偕	HAS_SIL	1	前室	1	6	a	1	安東權氏成化譜
D206475	權具	D206680	權世珍	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206475	權具	D206685	金仲寶	HAS_SIL	2		1	6	b	1	安東權氏成化譜
D206477	權重	D206689	權仁淑	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206477	權重	D206694	權有時	HAS_SON	2		1	6	b	1	安東權氏成化譜
D206477	權重	D206697	南簡	HAS_SIL	3		1	6	b	1	安東權氏成化譜
D206477	權重	D206700	權德生	HAS_SIL	4		1	6	b	1	安東權氏成化譜
D206478	權萬	D206721	權昂	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206673	權奭	D206676	梁元堅	HAS_SIL	2		1	6	b	1	安東權氏成化譜
D206673	權奭	D206678	李湯	HAS_SIL	3		1	6	b	1	安東權氏成化譜
D206680	權世珍	D206682	權靷	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206680	權世珍	D206683	鄭汝諧	HAS_SIL	2		1	6	b	1	安東權氏成化譜
D206685	金仲寶	D206687	金丁用	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206685	金仲寶	D900552	金就用	HAS_SON	2		1	6	b	1	安東權氏成化譜
D206689	權仁淑	D206688	權正侯	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206689	權仁淑	D206690	權得侯	HAS_SON	2		1	6	b	1	安東權氏成化譜
D206689	權仁淑	D206691	權子侯	HAS_SON	3		1	6	b	1	安東權氏成化譜
D206689	權仁淑	D206692	權方侯	HAS_SIL	4		1	6	b	1	安東權氏成化譜
D206694	權有時	D206695	潘義	HAS_SIL	1		1	6	b	1	安東權氏成化譜
D206697	南簡	D206699	南仁祐	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206700	權德生	D206702	權子衡	HAS_SON	1		1	6	b	1	安東權氏成化譜
D206700	權德生	D206703	權乙衡	HAS_SON	2		1	6	b	1	安東權氏成化譜
