biog_id	name	성명	name_alt	name_alt2	choronym	office	reference	vol	leaf	side
E402445	李伯忠				延安 李		安東權氏成化譜	0	0	0
E901150	李密	이밀	李		全州 李	樂安君	安東權氏成化譜	0	0	0
C206438	權幸	권행	權行		安東 權	三韓壁上功臣 三重大匡 太師	安東權氏成化譜	1	1	a
C206439	權仁幸	권인행			安東 權	郎中	安東權氏成化譜	1	1	a
C206441	權冊	권책			安東 權	戶長正朝	安東權氏成化譜	1	1	a
C206442	權均漢	권균한			安東 權	右一品別將	安東權氏成化譜	1	1	a
C206443	權子彭	권자팽			安東 權	戶長正朝	安東權氏成化譜	1	1	a
C206444	權先蓋	권선개			安東 權	戶長同正 翼牙校尉	安東權氏成化譜	1	1	a
C206445	權廉	권렴			安東 權	戶長同正 行陪戎校尉	安東權氏成化譜	1	1	a
C206446	權利輿	권이여			安東 權	戶長	安東權氏成化譜	1	1	a
D206447	權仲時	권중시			安東 權	保勝別將 副戶長中允	安東權氏成化譜	1	1	a
D206448	權就宜	권취의			安東 權	戶長	安東權氏成化譜	1	1	a
D206449	權通	권통			安東 權	戶長	安東權氏成化譜	1	1	a
D206450	權守平	권수평			安東 權	樞密院副使	安東權氏成化譜	1	1	a
D206451	權韙	권위			安東 權	判太僕寺事 翰林學士	安東權氏成化譜	1	1	a
D206452	權㫜	권단			安東 權	贊成事	安東權氏成化譜	1	1	a
D206454	金軌	김연성	金鍊成		慶州 金	僕射	安東權氏成化譜	1	1	a
D206457	權仁紀	권인기			安東 權	少尹	安東權氏成化譜	1	1	a
D206458	權英運	권영운			安東 權	 	安東權氏成化譜	1	1	a
D206459	權方紀	권방기			安東 權	 	安東權氏成化譜	1	1	a
D206460	權之紀	권지기			安東 權	僕射	安東權氏成化譜	1	1	a
D206461	權瑩	권영			安東 權	 	安東權氏成化譜	1	1	a
D206462	權評	권평			安東 權	 	安東權氏成化譜	1	1	a
D206463	權次平	권차평			安東 權	精勇別將 食祿正	安東權氏成化譜	1	1	a
D206464	權性源	권성원	權達元		安東 權	大禪師	安東權氏成化譜	1	1	a
D400070	權溥	권부	權永		安東 權	政丞	安東權氏成化譜	1	1	a
D206465	權守洪	권수홍			安東 權	副戶長	安東權氏成化譜	1	1	b
D206466	權子輿	권자여			安東 權	檢校大護軍	安東權氏成化譜	1	1	b
D206467	權頙	권책	權允宜		安東 權	僉議評理	安東權氏成化譜	1	1	b
D206469	權漢功	권한공			安東 權	都僉議政丞 醴泉府院君	安東權氏成化譜	1	1	b
D206472	權漢有	권한유			安東 權	平章事 門下平章 都評議司事	安東權氏成化譜	1	1	b
D206474	權允平	권윤평	權允成		安東 權	左僕射	安東權氏成化譜	1	1	b
D206475	權具	권구			安東 權	護軍	安東權氏成化譜	1	1	b
D206477	權重	권중			安東 權	中門祗候	安東權氏成化譜	1	1	b
D206478	權萬	권만				進士	安東權氏成化譜	1	1	b
D206480	權允保	권윤보	權允仁		安東 權	中門祗候	安東權氏成化譜	1	1	b
D206481	權泂	권형			安東 權	 	安東權氏成化譜	1	1	b
D206482	權演	권연			安東 權	忠州判官	安東權氏成化譜	1	1	b
D206483	姜昌貴	강창귀			晋州 姜	侍中	安東權氏成化譜	1	1	b
D206485	權確	권확	權憺		安東 權	令同正	安東權氏成化譜	1	1	b
D206486	李五椿	이오춘				典客	安東權氏成化譜	1	1	b
D206488	權珥	권이			安東 權	禮賓卿	安東權氏成化譜	1	1	b
D206489	權居南	권거남	權約		安東 權	奉翊	安東權氏成化譜	1	1	b
D206490	權祖如	권조여			安東 權	三重	安東權氏成化譜	1	1	b
D206491	權份	권빈			安東 權	中門祗候	安東權氏成化譜	1	1	b
D206492	權德秀	권덕수			安東 權	 	安東權氏成化譜	1	1	b
D206493	權用一	권용일			安東 權	郎將	安東權氏成化譜	1	1	b
D206495	權咸	권함	權成			令同正	安東權氏成化譜	1	1	b
D206497	孫洪祐	손홍우			一直 孫	 	安東權氏成化譜	1	1	b
D206499	金允侃	김윤간			原州 金	衛尉寺主簿	安東權氏成化譜	1	1	b
D206501	金時寶	김시보			原州 金	密成	安東權氏成化譜	1	1	b
D206502	金良信	김양신			原州 金	五尉	安東權氏成化譜	1	1	b
D206503	金鼎臣	김정신			原州 金	令同正	安東權氏成化譜	1	1	b
D206504	金景流	김경류			原州 金	禪師	安東權氏成化譜	1	1	b
D206505	金用珠	김용주			原州 金	大選	安東權氏成化譜	1	2	a
D206506	曹誼	조의				 	安東權氏成化譜	1	2	a
D206508	權莅	권리	權荏			 	安東權氏成化譜	1	2	a
D206510	金資	김자			原州 金	錄事	安東權氏成化譜	1	2	a
D206511	方乞	방걸			溫陽 方	戶長	安東權氏成化譜	1	2	a
D206513	張茂	장무				戶長	安東權氏成化譜	1	2	a
D206515	姜希京	강희경				隊正	安東權氏成化譜	1	2	a
D206517	權良俊	권양준	權俊良		安東 權	戶長 二品別將	安東權氏成化譜	1	2	a
D206519	權精	권정	權粹		安東 權	正位 戶長	安東權氏成化譜	1	2	a
D206520	權奕	권혁			安東 權		安東權氏成化譜	1	2	a
D206521	金利堅	김이견				戶長	安東權氏成化譜	1	2	a
D206523	權美	권미				戶長	安東權氏成化譜	1	2	a
D206525	權景	권경				 	安東權氏成化譜	1	2	a
D206526	金譿	김혜				直長	安東權氏成化譜	1	2	a
D206528	權棣和	권체화			安東 權	京校尉	安東權氏成化譜	1	2	a
D206529	權傅	권부	權法史		安東 權	 	安東權氏成化譜	1	2	a
D206530	權得元	권득원	權大莊		安東 權	禪師	安東權氏成化譜	1	2	a
D206531	權英正	권영정			安東 權	戶長	安東權氏成化譜	1	2	a
D206532	權均柱	권균주	權桂		安東 權	 	安東權氏成化譜	1	2	a
D206533	權均碩	권균석			安東 權	戶長	安東權氏成化譜	1	2	a
D206534	權直成	권직성			安東 權	戶長 大相	安東權氏成化譜	1	2	a
D206535	權伯	권백			安東 權	 	安東權氏成化譜	1	2	a
D206537	權呂	권여			安東 權	 	安東權氏成化譜	1	2	a
D206538	權允諧	권윤해			安東 權	 	安東權氏成化譜	1	2	a
D206794	萬年	만년				 	安東權氏成化譜	1	2	a
D206796	允文	윤문				 	安東權氏成化譜	1	2	a
D206797	金碁	김기				 	安東權氏成化譜	1	2	a
D200005	洪師瑗	홍사원			南陽 洪	判書	安東權氏成化譜	1	2	b
D206871	忠肅王	충숙왕	王卍		開城 王		安東權氏成化譜	1	2	b
D206873	忠惠王	충혜왕	王禎		開城 王		安東權氏成化譜	1	2	b
D400343	元龜壽	원구수			原州 元	宰臣	安東權氏成化譜	1	2	b
D400365	元松壽	원송수			原州 元	政堂文學	安東權氏成化譜	1	2	b
D400429	權鑄	권주			安東 權	密直提學	安東權氏成化譜	1	2	b
D401000	廉大侑	염대유	廉大有		瑞原 廉	密直	安東權氏成化譜	1	2	b
D401422	柳惠孫	유혜손	柳惠蓀		晋州 柳	評理	安東權氏成化譜	1	2	b
D401439	權廉	권렴	權衡		安東 權	贊成事 玄福君	安東權氏成化譜	1	2	b
D401564	吳仲和	오중화				僕射	安東權氏成化譜	1	2	b
D401698	廉國寶	염국보			瑞原 廉	判開城府事 曲城君	安東權氏成化譜	1	2	b
D402052	權鎬	권호			安東 權	密直	安東權氏成化譜	1	2	b
D402197	權準	권준			安東 權	吉昌府院君	安東權氏成化譜	1	2	b
D402198	權鏞	권용	權鎰		安東 權	玄城君	安東權氏成化譜	1	2	b
D402211	普達實理	보달실리				翰林承旨	安東權氏成化譜	1	2	b
D402227	權鉉	권현			安東 權	贊成事	安東權氏成化譜	1	2	b
D402248	權鈞	권균			安東 權	花山君	安東權氏成化譜	1	2	b
D402259	權迪	권적	權適		安東 權	檢校侍中	安東權氏成化譜	1	2	b
D402261	韓脩	한수			淸州 韓	判厚德府事	安東權氏成化譜	1	2	b
D402274	權顯	권현			安東 權	密直	安東權氏成化譜	1	2	b
D402279	洪鐸	홍탁			南陽 洪	益城府院君	安東權氏成化譜	1	2	b
D402280	洪尙載	홍상재			南陽 洪	評理	安東權氏成化譜	1	2	b
D402285	洪惠贊	홍혜찬			南陽 洪	大禪師	安東權氏成化譜	1	2	b
D402288	趙興門	조흥문	趙日新		平壤 趙	少府尹	安東權氏成化譜	1	2	b
D402289	洪開道	홍개도			南陽 洪	代言	安東權氏成化譜	1	2	b
D402290	洪昌道	홍창도			南陽 洪	 	安東權氏成化譜	1	2	b
D200028	楊之壽	양지수			淸州 楊	贊成書	安東權氏成化譜	1	3	a
D201678	安景	안경			竹山 安	少監	安東權氏成化譜	1	3	a
D201738	崔仁富	최인부			大寧 崔	大護軍	安東權氏成化譜	1	3	a
D201776	鄭修道	정수도			草溪 鄭	判書	安東權氏成化譜	1	3	a
D400443	鄭思道	정사도	鄭良弼		延日 鄭	政堂	安東權氏成化譜	1	3	a
D400727	安國瑞	안국서			竹山 安		安東權氏成化譜	1	3	a
D401075	柳淵	유연			晋州 柳	贊成	安東權氏成化譜	1	3	a
D401077	洪彦博	홍언박			南陽 洪	右政丞	安東權氏成化譜	1	3	a
D401808	李齊賢	이제현	李之公		慶州 李	政丞 雞林府院君	安東權氏成化譜	1	3	a
D402303	洪師普	홍사보			南陽 洪		安東權氏成化譜	1	3	a
D402313	洪師禹	홍사우			南陽 洪	知密直	安東權氏成化譜	1	3	a
D402327	安惟忠	안유충			竹山 安	判書	安東權氏成化譜	1	3	a
D402328	安國祥	안국상			竹山 安	寺丞	安東權氏成化譜	1	3	a
D402334	金珠慶	김주경			安山 金	判書	安東權氏成化譜	1	3	a
D402335	金利	김리	金利用		安山 金	別將	安東權氏成化譜	1	3	a
D402338	柳季高	유계고			文化 柳	祗候	安東權氏成化譜	1	3	a
D402340	王瑜	왕유			開城 王	永昌大君	安東權氏成化譜	1	3	a
D402352	金之甲	김지갑			彦陽 金	判書	安東權氏成化譜	1	3	a
D402353	金翰	김한			彦陽 金	宗簿令	安東權氏成化譜	1	3	a
D402366	朴三陽	박삼양	朴三暘			 	安東權氏成化譜	1	3	a
D402367	金憲	김헌			彦陽 金	左尹	安東權氏成化譜	1	3	a
D402374	金河	김하			彦陽 金	典書	安東權氏成化譜	1	3	a
D402380	權宗頂	권종정			安東 權	祝髮兩街都總 攝廣福君	安東權氏成化譜	1	3	a
D402382	李瑞種	이서종			慶州 李	宗簿令	安東權氏成化譜	1	3	a
D402384	趙茂	조무			橫城 趙	橫城郡	安東權氏成化譜	1	3	a
D402391	李係孫	이계손			延安 李	監正	安東權氏成化譜	1	3	a
D402393	李寶林	이보림			慶州 李	鷄林君	安東權氏成化譜	1	3	a
D402397	李元䙗	이원적			陜川 李	府使	安東權氏成化譜	1	3	a
D400261	金希祖	김희조			彦陽 金	樞密院事	安東權氏成化譜	1	3	b
D400420	李達尊	이달존			慶州 李	總制	安東權氏成化譜	1	3	b
D401571	權儼	권엄			安東 權	判書	安東權氏成化譜	1	3	b
D401782	李壽林	이수림			慶州 李	翰林學士	安東權氏成化譜	1	3	b
D401806	任德壽	임덕수			豊川 任	判司僕寺事	安東權氏成化譜	1	3	b
D401810	申琿	신혼	申渾		平山 申	起居郞	安東權氏成化譜	1	3	b
D401915	任純義	임순의			豊川 任	判事	安東權氏成化譜	1	3	b
D402175	洪師範	홍사범			南陽 洪	知密直	安東權氏成化譜	1	3	b
D402252	李學林	이학림			慶州 李	少府尹	安東權氏成化譜	1	3	b
D402404	李德林	이덕림			慶州 李	郡事	安東權氏成化譜	1	3	b
D402426	奇仁傑	기인걸			幸州 奇	開城尹	安東權氏成化譜	1	3	b
D402439	安翊	안익	安益		公山 安	平理	安東權氏成化譜	1	3	b
D402440	李亮	이량			延安 李	監正	安東權氏成化譜	1	3	b
D402447	權皐	권고			安東 權	檢侍中 永嘉府院君	安東權氏成化譜	1	3	b
E401570	權詳	권상			安東 權	儉漢城尹	安東權氏成化譜	1	3	b
E401592	權敬	권경			安東 權	判書	安東權氏成化譜	1	3	b
E401827	朴永忠	박영충			竹山 朴	判漢城府事	安東權氏成化譜	1	3	b
E401887	黃侃	황간			懷德 黃	三司左尹	安東權氏成化譜	1	3	b
E401921	任純禮	임순례			豊川 任	郎將	安東權氏成化譜	1	3	b
E401997	郭樞	곽추			淸州 郭	贊成事	安東權氏成化譜	1	3	b
E402078	蔡元敬	채원경	蔡允敬		平康 蔡	檢漢城	安東權氏成化譜	1	3	b
E402450	洪希正	홍희정			南陽 洪	左尹	安東權氏成化譜	1	3	b
E402453	金敬義	김경의				典書	安東權氏成化譜	1	3	b
E402461	王休	왕휴			開城 王	副令	安東權氏成化譜	1	3	b
D301157	王愼	왕신			開城 王	福安君	安東權氏成化譜	1	4	a
D401256	權遇	권우	權遠		安東 權	藝文提學	安東權氏成化譜	1	4	a
D401335	王挺	왕정			開城 王	順城君	安東權氏成化譜	1	4	a
D401991	王重貴	왕중귀				左代言	安東權氏成化譜	1	4	a
D402172	朴仲宜	박중의			竹山 朴	典客令	安東權氏成化譜	1	4	a
D402470	權侃	권간			安東 權	軍簿正郞	安東權氏成化譜	1	4	a
D402484	權僖	권희			安東 權	檢校左政丞	安東權氏成化譜	1	4	a
D402516	王煦	왕후	王脫歡			鷄林府院君	安東權氏成化譜	1	4	a
D402547	尙載	상재				監察	安東權氏成化譜	1	4	a
D402555	權謙	권겸			安東 權	贊成事 福安府院君 宣授太監府	安東權氏成化譜	1	4	a
D402557	元顥	원호			原州 元	成安府院君	安東權氏成化譜	1	4	a
E400081	權衷	권충			安東 權	贊成	安東權氏成化譜	1	4	a
E400102	權肅	권숙			安東 權	府尹	安東權氏成化譜	1	4	a
E400375	許愭	허기			陽川 許	判奉常寺事	安東權氏成化譜	1	4	a
E401119	權近	권근	權晉		安東 權	贊成事 吉昌君	安東權氏成化譜	1	4	a
E401911	元寅	원인			原州 元	判開城府事	安東權氏成化譜	1	4	a
E401990	權嚴	권엄			安東 權	執義	安東權氏成化譜	1	4	a
E402471	權維	권유			安東 權	都摠制	安東權氏成化譜	1	4	a
E402477	尹希宗	윤희종					安東權氏成化譜	1	4	a
E402478	金自忠	김자충				密直	安東權氏成化譜	1	4	a
E402480	權絪	권인			安東 權	典書	安東權氏成化譜	1	4	a
E402483	權乃澄	권내징			安東 權	大禪師	安東權氏成化譜	1	4	a
E402485	權和	권화			安東 權	三司左使	安東權氏成化譜	1	4	a
E402492	權二已	권이이			安東 權	都僧統	安東權氏成化譜	1	4	a
E402538	權道	권도			安東 權	司正	安東權氏成化譜	1	4	a
E402543	南宮佐	남궁좌			咸恍 南宮	署丞	安東權氏成化譜	1	4	a
E402548	權法和					典書	安東權氏成化譜	1	4	a
266c9825-0b6b-4b0a-83ee-9abf01f18b6c	元 昭宗	원 소종				皇帝	安東權氏成化譜	1	4	b
D300001	尹承禮	윤승례			坡平 尹	軍簿判書	安東權氏成化譜	1	4	b
D301251	盧訔	노은			交河 盧	慶原君 宣授兵部尙書	安東權氏成化譜	1	4	b
D401644	權恒	권항			安東 權	知密直	安東權氏成化譜	1	4	b
D401759	任巨卿	임거경	任臣卿		豊川 任	兵馬使	安東權氏成化譜	1	4	b
D401761	王諝	왕서			開城 王	益城府院大君	安東權氏成化譜	1	4	b
D401762	王珣	왕순			開城 王	淮安大君	安東權氏成化譜	1	4	b
D401763	高呂	고려			高峯 高	高城郡	安東權氏成化譜	1	4	b
D402587	奇有傑	기유걸			幸州 奇	贊成	安東權氏成化譜	1	4	b
D402591	權賝	권침	權奇般者不花			 	安東權氏成化譜	1	4	b
D402592	金立堅	김입견				評理	安東權氏成化譜	1	4	b
D402596	王璹	왕숙			開城 王	正順大君	安東權氏成化譜	1	4	b
D402599	王璉	왕련			開城 王	益興大君	安東權氏成化譜	1	4	b
D402608	李希慶	이희경			碧珍 李	大護軍	安東權氏成化譜	1	4	b
D402621	王緝	왕집			開城 王	益川君	安東權氏成化譜	1	4	b
D402624	王綏	왕수	王緩		開城 王	益昌君	安東權氏成化譜	1	4	b
D402625	王潘	왕번			開城 王	元尹	安東權氏成化譜	1	4	b
D402626	王[玉+囧]	왕형			開城 王	昌寧君	安東權氏成化譜	1	4	b
D402627	王綺	왕기			開城 王	昌原君	安東權氏成化譜	1	4	b
D402629	金光敍	김광서			扶寧 金	典客令	安東權氏成化譜	1	4	b
D402634	王祥	왕상			開城 王	春原君	安東權氏成化譜	1	4	b
D402638	王瑄	왕선			開城 王	淮原君	安東權氏成化譜	1	4	b
E300522	李士芬	이사분	李都芬		星州 李		安東權氏成化譜	1	4	b
E300545	趙涓	조연	趙卿		漢陽 趙	政丞 漢平府院君	安東權氏成化譜	1	4	b
E402558	元賓	원빈			原州 元	中樞副使	安東權氏成化譜	1	4	b
E402572	朴天祥	박천상			順天 朴	府院君	安東權氏成化譜	1	4	b
E402573	元宣	원선			原州 元	三司左尹	安東權氏成化譜	1	4	b
D206574	權仲達	권중달			安東 權	花原君	安東權氏成化譜	1	5	a
D206576	全賁	전분			旌善 全	宰臣	安東權氏成化譜	1	5	a
D206579	閔瑾	민근			驪興 閔	驪城君	安東權氏成化譜	1	5	a
D206581	李穡	이색			韓山 李	韓山府院君	安東權氏成化譜	1	5	a
D206583	權嗣宗	권사종			安東 權	判事	安東權氏成化譜	1	5	a
D206585	權季容	권계용			安東 權	呂川君	安東權氏成化譜	1	5	a
D206586	金允轍	김윤철			英陽 金	典書	安東權氏成化譜	1	5	a
D206588	權仲和	권중화			安東 權	領議政 呂川伯	安東權氏成化譜	1	5	a
D206589	韓寧	한녕			淸州 韓	錄事	安東權氏成化譜	1	5	a
D206592	李得壽	이득수	李壽得		慶州 李	檢侍中	安東權氏成化譜	1	5	a
D206594	李成林	이성림			慶州 李	侍中	安東權氏成化譜	1	5	a
D206595	廉悌臣	염제신			瑞原 廉	政丞	安東權氏成化譜	1	5	a
D206599	洪徵	홍징			南陽 洪	密直副使 唐城君	安東權氏成化譜	1	5	a
D206604	任獻	임헌			長興 任	大司憲	安東權氏成化譜	1	5	a
D206606	鄭凞啓	정희계			慶州 鄭	參贊	安東權氏成化譜	1	5	a
D401248	李思義	이사의			全義 李	全城君	安東權氏成化譜	1	5	a
D401630	柳惠芳	유혜방			晋州 柳	郡事	安東權氏成化譜	1	5	a
D402602	王諮	왕자			開城 王	福原君	安東權氏成化譜	1	5	a
D402604	王昭	왕소			開城 王	益原大君	安東權氏成化譜	1	5	a
D402640	盧濟	노제			交河 盧	瑞原君	安東權氏成化譜	1	5	a
D402641	盧瑜	노유			交河 盧	判事	安東權氏成化譜	1	5	a
D402653	王瑱	왕진	王鎭		開城 王	永原君	安東權氏成化譜	1	5	a
DC00421	廉興邦	염흥방			瑞原 廉	三司左使	安東權氏成化譜	1	5	a
E402266	權邦緯	권방위	權邦偉		安東 權	都摠制	安東權氏成化譜	1	5	a
E402648	白元珣	백원구			聞慶 白	典書	安東權氏成化譜	1	5	a
D206610	恭愍王	공민왕	王顓	王伯顔帖木兒	開城 王	恭愍王	安東權氏成化譜	1	5	b
D206611	李竦	이송	李松		禮安 李	判書	安東權氏成化譜	1	5	b
D206613	卞南龍	변남룡			草溪 卞	漢城府尹	安東權氏成化譜	1	5	b
D206614	廉庭秀	염정수	廉廷秀		瑞原 廉	大司憲	安東權氏成化譜	1	5	b
D206617	廉廣原	염광원			瑞原 廉		安東權氏成化譜	1	5	b
D206618	朴瓊	박경			咸陽 朴	判書	安東權氏成化譜	1	5	b
D206620	崔乙義	최을의			全州 崔	密直副使	安東權氏成化譜	1	5	b
D206622	趙煦	조후			平壤 趙	萬戶	安東權氏成化譜	1	5	b
D206624	盧冏	노경			交河 盧	判三司事	安東權氏成化譜	1	5	b
D206626	尹紹宗	윤소종			茂松 尹	判書	安東權氏成化譜	1	5	b
D206629	朴居實	박거실			咸陽 朴	判事	安東權氏成化譜	1	5	b
D206633	宋英茂	송영무				知嘉州事	安東權氏成化譜	1	5	b
D206635	宋天吉	송천길				 	安東權氏成化譜	1	5	b
D206636	李龜壽	이귀수				別將	安東權氏成化譜	1	5	b
D206638	韓繼忠	한계충				判書	安東權氏成化譜	1	5	b
D206640	韓安海	한안해				典書	安東權氏成化譜	1	5	b
D206641	韓安景	한안경				知隨州事	安東權氏成化譜	1	5	b
D206642	韓安邦	한안방				 	安東權氏成化譜	1	5	b
D400075	許璡	허진	許珽		陽川 許	教授官	安東權氏成化譜	1	5	b
D401777	柳蔓殊	유만수	柳曼殊		文化 柳	贊成	安東權氏成化譜	1	5	b
DC00111	柳總	유총			文化 柳	代言	安東權氏成化譜	1	5	b
DC00199	金居斗	김거두			義城 金	府使	安東權氏成化譜	1	5	b
D206643	金尙漢	김상한				典書	安東權氏成化譜	1	6	a
D206645	李陰	이음				典書	安東權氏成化譜	1	6	a
D206647	康舜龍	강순룡			載寧 康	載寧伯 平章	安東權氏成化譜	1	6	a
D206649	康熙	강희			載寧 康	判事	安東權氏成化譜	1	6	a
D206651	權[未詳]	권[미상]			安東 權	 	安東權氏成化譜	1	6	a
D206652	權仲炎	권중염			安東 權	 	安東權氏成化譜	1	6	a
D206653	權仲山	권중산			安東 權	 	安東權氏成化譜	1	6	a
D206654	權可封	권가봉			安東 權	 	安東權氏成化譜	1	6	a
D206655	李庸	이용			仁川 李	正言	安東權氏成化譜	1	6	a
D206657	李元紘	이원굉	李允紘		仁川 李	政堂文學	安東權氏成化譜	1	6	a
D206658	林蹇	임건	林騫		保安 林	典書	安東權氏成化譜	1	6	a
D206660	琴仁淑	금인숙			奉化 琴	知嘉州事	安東權氏成化譜	1	6	a
D206662	李元緝	이원집			仁川 李		安東權氏成化譜	1	6	a
D206663	李興	이흥				府尹	安東權氏成化譜	1	6	a
D206666	李元絢	이원현			仁川 李		安東權氏成化譜	1	6	a
D206667	李元絳	이원강			仁川 李	 	安東權氏成化譜	1	6	a
D206668	權肅	권숙			安東 權	判典儀寺事	安東權氏成化譜	1	6	a
D206670	權可宗	권가종			安東 權	丞	安東權氏成化譜	1	6	a
D206671	權可均	권가균			安東 權	縣監	安東權氏成化譜	1	6	a
D206672	權可以	권가이			安東 權	郡事	安東權氏成化譜	1	6	a
D206673	權奭	권석			安東 權	郎將	安東權氏成化譜	1	6	a
D206674	崔偕	최해	崔諧			少監	安東權氏成化譜	1	6	a
D400788	柳臨	유림			文化 柳	典農正	安東權氏成化譜	1	6	a
E206870	權蔓	권만			安東 權	 	安東權氏成化譜	1	6	a
E402275	權遜	권손			安東 權		安東權氏成化譜	1	6	a
EC00498	柳滋	유자	柳資		文化 柳	知豐洲事	安東權氏成化譜	1	6	a
D206676	梁元堅	양원견				總制	安東權氏成化譜	1	6	b
D206678	李湯	이탕				中郎將	安東權氏成化譜	1	6	b
D206680	權世珍	권세진			安東 權		安東權氏成化譜	1	6	b
D206682	權靷	권인			安東 權	禮儀判書	安東權氏成化譜	1	6	b
D206683	鄭汝諧	정여해				 	安東權氏成化譜	1	6	b
D206685	金仲寶	김중보	金重寶		咸昌 金	 	安東權氏成化譜	1	6	b
D206687	金丁用	김정용	金貞容		咸昌 金	 	安東權氏成化譜	1	6	b
D206688	權正侯	권정후			安東 權	 	安東權氏成化譜	1	6	b
D206689	權仁淑	권인숙			安東 權		安東權氏成化譜	1	6	b
D206690	權得侯	권득후			安東 權	福川君	安東權氏成化譜	1	6	b
D206691	權子侯	권자후			安東 權	司宰監	安東權氏成化譜	1	6	b
D206692	權方侯	권방후				 	安東權氏成化譜	1	6	b
D206694	權有時	권유시			安東 權	 	安東權氏成化譜	1	6	b
D206695	潘義	반의				 	安東權氏成化譜	1	6	b
D206697	南簡	남간			宜寧 南	宰臣	安東權氏成化譜	1	6	b
D206699	南仁祐	남인우	南仁佐		宜寧 南	佐郞	安東權氏成化譜	1	6	b
D206700	權德生	권덕생			安東 權		安東權氏成化譜	1	6	b
D206702	權子衡	권자형			安東 權	 	安東權氏成化譜	1	6	b
D206703	權乙衡	권을형			安東 權	 	安東權氏成化譜	1	6	b
D206712	權季衡	권계형			安東 權	 	安東權氏成化譜	1	6	b
D206713	沈季文	심계문				 	安東權氏成化譜	1	6	b
D206721	權昂	권앙				 	安東權氏成化譜	1	6	b
D206722	權方正	권방정				 	安東權氏成化譜	1	6	b
D900552	金就用	김취용	金就鎔		咸昌 金	 	安東權氏成化譜	1	6	b
E206704	權當	권당			安東 權	 	安東權氏成化譜	1	6	b
E206705	金繼孫	김계손					安東權氏成化譜	1	6	b
E206707	權希約	권희약			安東 權		安東權氏成化譜	1	6	b
E206708	權偟	권황					安東權氏成化譜	1	6	b
E206710	崔係	최계				 	安東權氏成化譜	1	6	b
E206715	沈希括	심희괄				 	安東權氏成化譜	1	6	b
E206716	沈希溫	심희온				 	安東權氏成化譜	1	6	b
E206717	沈希發	심희발				 	安東權氏成化譜	1	6	b
E206718	張斐	장비	張裴	張棐		 	安東權氏成化譜	1	6	b
E206720	沈希挺	심희정				 	安東權氏成化譜	1	6	b
E401878	裵桓	배환			興海 裵	監司	安東權氏成化譜	1	6	b
E900711	權自謙	권자겸			安東 權	前行司勇	安東權氏成化譜	1	6	b
E902903	權居約	권거약			安東 權	縣監	安東權氏成化譜	1	6	b
D206723	權珠慶	권주경	權珠鏡		安東 權	 	安東權氏成化譜	1	7	a
D206724	權贇	권빈			安東 權	 	安東權氏成化譜	1	7	a
D206725	權琠	권전	權腆		安東 權	 	安東權氏成化譜	1	7	a
D206726	權時	권시			安東 權	 	安東權氏成化譜	1	7	a
a0f940fe-5de0-4029-946b-144ab06975db	權度				安東 權		安東權氏成化譜	3	58	b
D206727	權度	권도			安東 權	 	安東權氏成化譜	1	7	a
D206728	成老	성로				 	安東權氏成化譜	1	7	a
D206730	金天秩	김천질				 	安東權氏成化譜	1	7	a
D206732	許少由	허소유			金海 許		安東權氏成化譜	1	7	a
D206734	許昶	허창	許錘		金海 許		安東權氏成化譜	1	7	a
D206735	金惟情	김유정	金惟精		順天 金		安東權氏成化譜	1	7	a
D206737	金乙材	김을재	金乙財		順天 金		安東權氏成化譜	1	7	a
D206738	金乙忠	김을충			順天 金		安東權氏成化譜	1	7	a
D206740	權軾	권식			安東 權	資德大夫	安東權氏成化譜	1	7	a
D206741	權愷	권개	權時中	權概	安東 權	典書	安東權氏成化譜	1	7	a
D206742	朴德方	박덕방			竹山 朴	糾正	安東權氏成化譜	1	7	a
D206744	權錘	권추			安東 權	少尹	安東權氏成化譜	1	7	a
D206745	權毅	권의			安東 權	 	安東權氏成化譜	1	7	a
D206746	權[未詳]	권[미상]			安東 權	 	安東權氏成化譜	1	7	a
D206748	權光贊	권광찬			安東 權	 	安東權氏成化譜	1	7	a
D206749	權台鼎	권태정			安東 權	 	安東權氏成化譜	1	7	a
D206750	權台府	권태부			安東 權	 	安東權氏成化譜	1	7	a
D206751	李簷	이첨				中樞	安東權氏成化譜	1	7	a
D206753	鄭益周	정익주				 	安東權氏成化譜	1	7	a
D206755	曺興	조흥			昌寧 曺	中訓太僕卿	安東權氏成化譜	1	7	a
D206757	徐孝順	서효순			利川 徐	 	安東權氏成化譜	1	7	a
D206759	姜君寶	강군보			晋州 姜	政堂	安東權氏成化譜	1	7	a
D206761	姜筮	강서			晋州 姜	政丞	安東權氏成化譜	1	7	a
D206763	姜箸 				晋州 姜	五宰	安東權氏成化譜	1	7	b
D206765	李英雨	이영우				 	安東權氏成化譜	1	7	b
D206767	曺子暹	조자섬				 	安東權氏成化譜	1	7	b
D206769	李孟明	이맹명				 	安東權氏成化譜	1	7	b
D206770	李仲明	이중명	李希祐			 	安東權氏成化譜	1	7	b
D206771	權準徑	권준경	權準經		安東 權	 	安東權氏成化譜	1	7	b
D206772	姜[未詳]	강[미상]				 	安東權氏成化譜	1	7	b
D206774	權復徑	권복경	權復經			 	安東權氏成化譜	1	7	b
D206775	姜敬和	강경화				 	安東權氏成化譜	1	7	b
D206777	姜和寶	강화보				 	安東權氏成化譜	1	7	b
