biog_id	name	성명	name_alt	name_alt2	choronym	office	reference	vol	leaf	side
E203724	趙元祐	조원우			白川 趙	郡事	安東權氏成化譜	1	23	a
E204083	鄭自洋	정자양			延日 鄭	中樞	安東權氏成化譜	1	23	a
E205183	鄭洙	정수			延日 鄭		安東權氏成化譜	1	23	a
E205414	權聃	권담			安東 權		安東權氏成化譜	1	23	a
E206129	申渙	신환			高靈 申	牧使	安東權氏成化譜	1	23	a
E300632	李汶	이문			全州 李	黃山令	安東權氏成化譜	1	23	a
E302680	鄭澥	정해			延日 鄭		安東權氏成化譜	1	23	a
E303612	申沚	신지			高靈 申		安東權氏成化譜	1	23	a
E501406	崔儼	최엄			全州 崔		安東權氏成化譜	1	23	a
E502866	鄭淮	정회			延日 鄭		安東權氏成化譜	1	23	a
E504278	李崑	이곤				判官	安東權氏成化譜	1	23	a
E504281	趙文瓊	조문경			漢陽 趙		安東權氏成化譜	1	23	a
E504289	趙文琡	조문숙			漢陽 趙	翰林	安東權氏成化譜	1	23	a
E504294	趙文琳	조문림			漢陽 趙	 	安東權氏成化譜	1	23	a
E901632	鄭自濟	정자제			延日 鄭	中樞	安東權氏成化譜	1	23	a
E901771	鄭涵	정함			延日 鄭	判官	安東權氏成化譜	1	23	a
E903075	鄭淵	정연			延日 鄭	判書	安東權氏成化譜	1	23	a
E903078	申仲舟	신중주			高靈 申	郡事	安東權氏成化譜	1	23	a
E903080	趙嶔	조금			漢陽 趙	郡事	安東權氏成化譜	1	23	a
E903084	崔楣	최미				 	安東權氏成化譜	1	23	a
E903085	申海	신해			高靈 申	司正	安東權氏成化譜	1	23	a
E903087	鄭自源	정자원			延日 鄭	僉使	安東權氏成化譜	1	23	a
E903092	鄭渾	정혼			延日 鄭	縣監	安東權氏成化譜	1	23	a
E903094	安平大君	이용	李瑢		全州 李		安東權氏成化譜	1	23	a
E903095	宜春君	이우직	李友直		全州 李	宜春君	安東權氏成化譜	1	23	a
EA01969	申澮	신회			高靈 申	判官	安東權氏成化譜	1	23	a
00cd1f3f-9bb4-4772-b6ab-f316fa7b01ee	趙愉				淳昌 趙	監察	安東權氏成化譜	1	23	b
0b217f0e-fa99-4098-9d06-b7b46614b769	趙恢				淳昌 趙	生員	安東權氏成化譜	1	23	b
510ecad0-b724-4474-8537-9623f38278ef	趙怡				淳昌 趙	郡守	安東權氏成化譜	1	23	b
E000343	鄭洵	정순			延日 鄭		安東權氏成化譜	1	23	b
E101967	鄭自淑	정자숙			延日 鄭	縣監	安東權氏成化譜	1	23	b
E103516	崔允中	최윤중			全州 崔		安東權氏成化譜	1	23	b
E301217	金國楨	김국정			善山 金		安東權氏成化譜	1	23	b
E400834	趙頊	조욱			淳昌 趙	牧使	安東權氏成化譜	1	23	b
E400844	閔恭	민공			驪興 閔	敦寧	安東權氏成化譜	1	23	b
E402215	尹抵	윤저			漆原 尹	漆城君	安東權氏成化譜	1	23	b
E402217	趙璥	조경			淳昌 趙	牧使	安東權氏成化譜	1	23	b
E402219	柳頴	유의			文化 柳	提學	安東權氏成化譜	1	23	b
E501495	鄭泌	정필			延日 鄭		安東權氏成化譜	1	23	b
E701563	李薰	이훈			全州 李	高林令	安東權氏成化譜	1	23	b
E903101	鄭湄	정미			延日 鄭	 	安東權氏成化譜	1	23	b
EA03646	柳伯昌	유백창			文化 柳	司直	安東權氏成化譜	1	23	b
EB00629	柳條	유조			文化 柳	上護軍	安東權氏成化譜	1	23	b
EB00650	柳伯全	유백전			文化 柳	通贊	安東權氏成化譜	1	23	b
EB00661	李綽	이작				錄事	安東權氏成化譜	1	23	b
EB00662	柳瀋	유심			文化 柳	仁順府丞	安東權氏成化譜	1	23	b
EB00663	柳浚	유준			文化 柳	監察	安東權氏成化譜	1	23	b
EB00676	鄭譧	정렴					安東權氏成化譜	1	23	b
EB00679	柳滋	유자			文化 柳	司正	安東權氏成化譜	1	23	b
EB01028	李尹孫	이윤손			星州 李		安東權氏成化譜	1	23	b
EC00274	柳剛	유강			文化 柳	行首	安東權氏成化譜	1	23	b
EC00275	柳守剛	유수강			文化 柳	知中樞	安東權氏成化譜	1	23	b
E200439	鄭穗	정수			東萊 鄭		安東權氏成化譜	1	24	a
E205436	權訓	권훈			安東 權	監察	安東權氏成化譜	1	24	a
E400984	韓尙桓	한상환			淸州 韓	判漢城	安東權氏成化譜	1	24	a
E401325	閔無疾	민무질			驪興 閔	驪城君	安東權氏成化譜	1	24	a
E402222	尹方慶	윤방경				判事	安東權氏成化譜	1	24	a
E904147	金義剛				尙州 金	判官	安東權氏成化譜	1	24	a
E904148	安繼宗	안계종			順興 安	司勇	安東權氏成化譜	1	24	a
E904149	安繼祖	안계조			順興 安	司勇	安東權氏成化譜	1	24	a
EA01103	李衡	이형			全州 李	進禮君	安東權氏成化譜	1	24	a
EB00688	柳澳	유오			文化 柳	進士	安東權氏成化譜	1	24	a
EB00714	盧惟愼	노유신				禮賓正	安東權氏成化譜	1	24	a
EC00276	安璹	안숙			順興 安	署令	安東權氏成化譜	1	24	a
EC00278	趙鐵山	조철산			平壤 趙	僉知	安東權氏成化譜	1	24	a
EC00280	柳福剛	유복강			文化 柳	直長	安東權氏成化譜	1	24	a
E000347	洪禹明	홍우명			南陽 洪		安東權氏成化譜	1	24	b
E000854	薛茂林	설무림			淳昌 薛		安東權氏成化譜	1	24	b
E101435	崔承宗	최승종			全州 崔		安東權氏成化譜	1	24	b
E103969	閔矗	민촉			驪興 閔	司勇	安東權氏成化譜	1	24	b
E103972	李緊	이긴			陽城 李		安東權氏成化譜	1	24	b
E103974	李孝誠	이효성				僉知	安東權氏成化譜	1	24	b
E103976	李昭	이초			廣州 李	縣監	安東權氏成化譜	1	24	b
E103978	閔犇	민분			驪興 閔	 	安東權氏成化譜	1	24	b
E203177	閔熹撛	민희념	閔熹念	閔希念	驪興 閔		安東權氏成化譜	1	24	b
E301182	金永倫	김영륜			善山 金		安東權氏成化譜	1	24	b
E400982	李携	이휴			慶州 李	檢校判漢城府尹	安東權氏成化譜	1	24	b
E400985	李孝商	이효상			慶州 李		安東權氏成化譜	1	24	b
E400990	崔昐	최분			全州 崔	主簿	安東權氏成化譜	1	24	b
E401324	閔森	민삼			驪興 閔		安東權氏成化譜	1	24	b
E401609	崔侹	최정			全州 崔	僉知	安東權氏成化譜	1	24	b
E501391	崔敬孫	최경손			全州 崔	縣監	安東權氏成化譜	1	24	b
E506151	閔晤	민오			驪興 閔	縣監	安東權氏成化譜	1	24	b
E701357	李哲	이철			慶州 李	縣監	安東權氏成化譜	1	24	b
E901935	成貴達	성귀달			昌寧 成		安東權氏成化譜	1	24	b
EA04028	申俊	신준				中樞	安東權氏成化譜	1	24	b
EA04034	李薈	이회			慶州 李	生員	安東權氏成化譜	1	24	b
EA04043	李荀	이순			慶州 李	 	安東權氏成化譜	1	24	b
E000335	沈潾	심린	沈璘		靑松 沈		安東權氏成化譜	1	25	a
E100284	崔永潾	최영린			朔寧 崔		安東權氏成化譜	1	25	a
E101381	尹塢	윤오			坡平 尹	護軍	安東權氏成化譜	1	25	a
E102089	尹三山	윤삼산			坡平 尹	僉知	安東權氏成化譜	1	25	a
E103980	尹坤	윤곤			坡平 尹	坡平君	安東權氏成化譜	1	25	a
E200475	鄭尙祖	정상조			河東 鄭	護軍	安東權氏成化譜	1	25	a
E206211	鄭崇祖	정숭조			河東 鄭	河南君	安東權氏成化譜	1	25	a
E300041	金由岳	김유악			江陵 金		安東權氏成化譜	1	25	a
E300114	尹汝弼	윤여필			坡平 尹		安東權氏成化譜	1	25	a
E300115	尹塘	윤당			坡平 尹	主簿	安東權氏成化譜	1	25	a
E300447	鄭顯祖	정현조			河東 鄭	河城府院君	安東權氏成化譜	1	25	a
E300448	鄭麟趾	정인지			河東 鄭	河東府院君	安東權氏成化譜	1	25	a
E400478	韓尙質	한상질			淸州 韓	藝文春秋館大學士	安東權氏成化譜	1	25	a
E400992	李孝株	이효림	李孝林		慶州 李	上護軍	安東權氏成化譜	1	25	a
E804899	李孟賢	이맹현			載寧 李	掌令	安東權氏成化譜	1	25	a
E804945	尹汝霖	윤여림			坡平 尹		安東權氏成化譜	1	25	a
E804991	尹湯老	윤탕로			坡平 尹	坡川君	安東權氏成化譜	1	25	a
E901488	鄭敬祖	정경조			河東 鄭	大護軍	安東權氏成化譜	1	25	a
E902956	權士彬	권사빈			安東 權	生員	安東權氏成化譜	1	25	a
EA02145	尹殷老	윤은로			坡平 尹		安東權氏成化譜	1	25	a
EA04070	鄭光祖	정광조			河東 鄭	僉知敦寧	安東權氏成化譜	1	25	a
EA04073	柳洽	유흡					安東權氏成化譜	1	25	a
EB01249	朴[木+舟]	박전			密陽 朴		安東權氏成化譜	1	25	a
EB01921	李昌	이창	李菖		慶州 李	司直	安東權氏成化譜	1	25	a
a9330f9d-c931-4dd8-a3c4-1cee1534b35f	尹玉龜				坡平 尹		安東權氏成化譜	1	25	b
E000157	尹士元	윤사원			坡平 尹		安東權氏成化譜	1	25	b
E103981	尹垓	윤해			坡平 尹	府使	安東權氏成化譜	1	25	b
E103986	李忯	이제			全州 李	西林正	安東權氏成化譜	1	25	b
E103990	尹磻	윤번			坡平 尹	鈴川君	安東權氏成化譜	1	25	b
E201312	尹坡	윤파			坡平 尹	監察	安東權氏成化譜	1	25	b
E300421	韓堡	한보			淸州 韓	浪城君	安東權氏成化譜	1	25	b
E702074	申澍	신주			高靈 申		安東權氏成化譜	1	25	b
E804999	金孟珍	김맹진				 	安東權氏成化譜	1	25	b
E900137	韓明澮	한명회			淸州 韓	上黨府院君	安東權氏成化譜	1	25	b
E900138	韓起	한기			淸州 韓	監察	安東權氏成化譜	1	25	b
E901152	李霂	이목	淸源正		全州 李		安東權氏成化譜	1	25	b
f9afb1dd-b1ee-429b-baca-1cf381b9f701	尹金龜				坡平 尹		安東權氏成化譜	1	25	b
deaf2e37-ce93-4c4b-9bc5-f0631dc49077	尹羽				咸安 尹		安東權氏成化譜	1	26	a
E103992	金孟諴	김맹함			安東 金	佐郞	安東權氏成化譜	1	26	a
E103993	韓堰	한언			淸州 韓	參議 淸平君	安東權氏成化譜	1	26	a
E103995	宋秀琳	송수림			礪山 宋	生員	安東權氏成化譜	1	26	a
E103997	韓峻	한준	韓俊		淸州 韓		安東權氏成化譜	1	26	a
E200098	李亮	이량			全義 李	直長	安東權氏成化譜	1	26	a
E301441	李從胤	이종윤			全州 李		安東權氏成化譜	1	26	a
E400271	安景儉	안경검			順興 安	典醫	安東權氏成化譜	1	26	a
E401467	盧定之	노정지	盧定山		交河 盧		安東權氏成化譜	1	26	a
E901954	成扱	성급	成伋		昌寧 成	僉知	安東權氏成化譜	1	26	a
E901957	成繼性	성계성			昌寧 成	郡守	安東權氏成化譜	1	26	a
E901963	趙岷	조민	趙珉		漢陽 趙	寺正	安東權氏成化譜	1	26	a
E901968	崔孝原	최효원			慶州 崔	僉知	安東權氏成化譜	1	26	a
E901971	成重性	성중성			昌寧 成	縣監	安東權氏成化譜	1	26	a
E901978	成順性	성순성			昌寧 成		安東權氏成化譜	1	26	a
E902065	李士欽	이사흠			全義 李	上護軍	安東權氏成化譜	1	26	a
EC02074	崔津	최진				錄事	安東權氏成化譜	1	26	a
EC02075	崔仁近	최인근				生員	安東權氏成化譜	1	26	a
EC02076	崔仁遜	최인손				萬戶	安東權氏成化譜	1	26	a
EC02081	金順孫	김순손	金信孫				安東權氏成化譜	1	26	a
EC02084	崔仁遇	최인우				直長	安東權氏成化譜	1	26	a
EC02090	李淳伯	이순백	李伯淳		全義 李	判事	安東權氏成化譜	1	26	a
EC02094	金琇	김수				直長	安東權氏成化譜	1	26	a
EC02106	申景章	신경장			平山 申	生員	安東權氏成化譜	1	26	a
EC02117	尹韶	윤소	尹沼		咸安 尹	司正	安東權氏成化譜	1	26	a
EC02128	閔粹	민수			驪興 閔	僉正	安東權氏成化譜	1	26	a
EC02139	成晉	성진			昌寧 成	都事	安東權氏成化譜	1	26	a
EC02141	趙崙	조륜			漢陽 趙	縣監	安東權氏成化譜	1	26	a
E100538	李秀垠	이수은			禮安 李		安東權氏成化譜	1	26	b
E200209	趙瑞廷	조서정	趙瑞達		豊壤 趙	判官	安東權氏成化譜	1	26	b
E202480	李淳叔	이순숙			全義 李	中樞	安東權氏成化譜	1	26	b
E302639	李淳仲	이순중			全義 李	司直	安東權氏成化譜	1	26	b
E502367	閔孝孫	민효손			驪興 閔	進士	安東權氏成化譜	1	26	b
E502375	閔孝誠	민효성			驪興 閔	縣監	安東權氏成化譜	1	26	b
E502398	李承宗	이승종			慶州 李		安東權氏成化譜	1	26	b
E502432	李弼孫	이필손			慶州 李	 	安東權氏成化譜	1	26	b
E803998	李承叔	이승숙			慶州 李		安東權氏成化譜	1	26	b
E902028	安友商	안우상			順興 安	 	安東權氏成化譜	1	26	b
E902067	李允同	이윤상	李允商		慶州 李	府使	安東權氏成化譜	1	26	b
E902068	李兼善	이겸선			慶州 李	持平	安東權氏成化譜	1	26	b
E902070	李筬	이성			慶州 李	正郞	安東權氏成化譜	1	26	b
E902073	閔亨	민형			驪興 閔	郡守	安東權氏成化譜	1	26	b
E902078	李竿	이간			慶州 李	僉節制使	安東權氏成化譜	1	26	b
E902083	李繼善	이계선			慶州 李	奉常尹	安東權氏成化譜	1	26	b
EA00329	朴壽宗	박수종			密陽 朴	判官	安東權氏成化譜	1	26	b
EB01228	朴招孫	박철손	朴哲孫		密陽 朴	僉知	安東權氏成化譜	1	26	b
EB01233	朴壽長	박수장			密陽 朴	僉知	安東權氏成化譜	1	26	b
58ec8485-7879-45b2-baa4-da147457ea07	李荷				全義 李		安東權氏成化譜	1	27	a
E101467	崔孝安	최안효	崔安孝		全州 崔	護軍	安東權氏成化譜	1	27	a
E104000	李楢	이유			全義 李	司正	安東權氏成化譜	1	27	a
E104003	李樗	이저			全義 李		安東權氏成化譜	1	27	a
E201045	李不敏	이불민			慶州 李		安東權氏成化譜	1	27	a
E301102	盧異山	노이산			交河 盧		安東權氏成化譜	1	27	a
E302214	金孟節	김맹절			海平 金		安東權氏成化譜	1	27	a
E401865	李作	이작			全義 李	府使	安東權氏成化譜	1	27	a
E502452	金以義	김이의			淸道 金	內禁	安東權氏成化譜	1	27	a
E502471	閔諴	민함			驪興 閔	判官	安東權氏成化譜	1	27	a
E502496	朴有蕃	박유번			忠州 朴	 	安東權氏成化譜	1	27	a
E502502	朴有英	박유영			忠州 朴	 	安東權氏成化譜	1	27	a
E802704	朴孝元	박효원	朴老元		比安 朴	正郞	安東權氏成化譜	1	27	a
E901692	李正己	이정기			全義 李	縣監	安東權氏成化譜	1	27	a
E902089	朴衡治	박형치			忠州 朴	 	安東權氏成化譜	1	27	a
E902091	金堙	김인			善山 金	訓導	安東權氏成化譜	1	27	a
E902093	金義孫				善山 金	進士	安東權氏成化譜	1	27	a
E902098	朴禮興	박예흥			忠州 朴	 	安東權氏成化譜	1	27	a
E902101	李符	이			慶州 李		安東權氏成化譜	1	27	a
E902105	鄭仁耘	정인운	蓬川君		東萊 鄭	僉知	安東權氏成化譜	1	27	a
E902108	金孟誠	김맹성			慶州 金	府使	安東權氏成化譜	1	27	a
EA01032	許作	허작			陽川 許		安東權氏成化譜	1	27	a
E000150	金眉壽	김미수	金彌壽		原州 金		安東權氏成化譜	1	27	b
E100097	柳麟種	정			文化 鄭	參奉正	安東權氏成化譜	1	27	b
E100100	柳遠	유원			文化 柳	主簿	安東權氏成化譜	1	27	b
E100105	柳近	유근			文化 柳	判官	安東權氏成化譜	1	27	b
E100107	楊淑	양숙				參奉	安東權氏成化譜	1	27	b
E100111	高克誠	고극성				參奉	安東權氏成化譜	1	27	b
E100112	柳邊	유변			文化 柳	參奉	安東權氏成化譜	1	27	b
E100961	李壽生	이수생			興陽 李		安東權氏成化譜	1	27	b
E102968	李宗顯	이종현			公州 李		安東權氏成化譜	1	27	b
E103080	李魁	이괴			韓山 李		安東權氏成化譜	1	27	b
E104016	李城孝	이성효	李誠孝		全義 李	郡守	安東權氏成化譜	1	27	b
E104019	李愼孝	이신효			全義 李	僉知	安東權氏成化譜	1	27	b
E104026	李祿崇	이녹숭			全義 李	進士	安東權氏成化譜	1	27	b
E104028	鄭徽	정휘			東萊 鄭	校理	安東權氏成化譜	1	27	b
E104033	李璡	이종			鐵城 李	敦寧丞	安東權氏成化譜	1	27	b
E203200	李鈞	이균	李衍		鐵城 李	佐郞	安東權氏成化譜	1	27	b
E204463	李義孫	이의손			鐵城 李	判官	安東權氏成化譜	1	27	b
E205265	李衡	이형			鐵城 李	監察	安東權氏成化譜	1	27	b
E205568	李福崇	이복숭			全義 李	生員	安東權氏成化譜	1	27	b
E304434	李德崇	이덕숭			全義 李	正郞	安東權氏成化譜	1	27	b
E304452	洪義發	홍의발			南陽 洪	縣監	安東權氏成化譜	1	27	b
E400587	李宜洽				全義 李	府尹	安東權氏成化譜	1	27	b
E401863	尹處敬	윤처경			海平 尹		安東權氏成化譜	1	27	b
E502991	尹澹	윤담			坡平 尹	宣傳官	安東權氏成化譜	1	27	b
E502993	尹碩	윤석			坡平 尹	直長	安東權氏成化譜	1	27	b
E805232	李元孫		李光澤		鐵城 李		安東權氏成化譜	1	27	b
E902288	李宜泳	이의영			全義 李	縣監	安東權氏成化譜	1	27	b
EC00779	朴葳	박위	朴茂		義昌 朴		安東權氏成化譜	1	27	b
E000808	李晛	이현			鐵城 李	 	安東權氏成化譜	1	28	a
E101440	崔孝恭	최효공			全州 崔	司果	安東權氏成化譜	1	28	a
E102030	李時珤	이시보			全義 李	僉知	安東權氏成化譜	1	28	a
E102482	李承烈	이승렬			全義 李		安東權氏成化譜	1	28	a
E103871	李賁然				鐵城 李	縣監	安東權氏成化譜	1	28	a
E104038	李一山	이일산			鐵城 李	 	安東權氏成化譜	1	28	a
E104042	朴詢	박순				 	安東權氏成化譜	1	28	a
E300189	李一童	이일동	李一同		全義 李	監察	安東權氏成化譜	1	28	a
E300190	李仁長	이인장			全義 李	錄事	安東權氏成化譜	1	28	a
E303929	安掄	안륜			順興 安		安東權氏成化譜	1	28	a
E402262	韓尙敬	한상경			淸州 韓	政丞 文簡公	安東權氏成化譜	1	28	a
E502995	李慶從	이경종					安東權氏成化譜	1	28	a
E503015	尹頎				坡平 尹	僉知	安東權氏成化譜	1	28	a
E600024	李永烈	이			全義 李		安東權氏成化譜	1	28	a
E701763	李明弼	이명필			全義 李	司勇	安東權氏成化譜	1	28	a
E901445	李世珤	이세보			全義 李	牧使	安東權氏成化譜	1	28	a
E902156	李繼福	이계복			全義 李		安東權氏成化譜	1	28	a
EC01611	李禮全	이예전			全義 李	郡守	安東權氏成化譜	1	28	a
EC02158	李士寬	이사관			全義 李	觀察使	安東權氏成化譜	1	28	a
EC02160	李光弼	이광필			全義 李	直長	安東權氏成化譜	1	28	a
EC02161	李二童	이이동	李二同		全義 李	 	安東權氏成化譜	1	28	a
EC02162	李守柔	이수유			全義 李	縣監	安東權氏成化譜	1	28	a
EC02165	李守謙	이수겸			全義 李	上護軍	安東權氏成化譜	1	28	a
EC02168	李義長				全義 李	判官	安東權氏成化譜	1	28	a
EC02171	李壽童	이수동			全義 李	護軍	安東權氏成化譜	1	28	a
EC02178	李命生	이명생			全義 李		安東權氏成化譜	1	28	a
EC02188	李壽生	이수생			全義 李		安東權氏成化譜	1	28	a
EC02194	李叔賢	이숙현					安東權氏成化譜	1	28	a
EC02205	李禮長	이예장			全義 李	參議	安東權氏成化譜	1	28	a
EC02207	李光烈	이광렬			全義 李	 	安東權氏成化譜	1	28	a
EC02211	李公遂	이공수			全義 李		安東權氏成化譜	1	28	a
EC02214	李公達	이공달			全義 李		安東權氏成化譜	1	28	a
E101875	閔信達	민신달			驪興 閔		安東權氏成化譜	1	28	b
E101882	閔瑠	민류			驪興 閔		安東權氏成化譜	1	28	b
E101886	閔璃	민리			驪興 閔		安東權氏成化譜	1	28	b
E200836	李壽孩	이수해			全義 李	司直	安東權氏成化譜	1	28	b
E202452	李源達	이원달			全義 李		安東權氏成化譜	1	28	b
E300012	李壽稚	이수치			全義 李	副正	安東權氏成化譜	1	28	b
E300013	李誠長				全義 李	觀察使	安東權氏成化譜	1	28	b
E901907	李才良	이재량			全義 李	 	安東權氏成化譜	1	28	b
EA01628	李壽嬰	이수영			全義 李	生員	安東權氏成化譜	1	28	b
EB01251	朴仁烈	박인렬			密陽 朴	司直	安東權氏成化譜	1	28	b
EC02220	李培根	이배근				內禁衛	安東權氏成化譜	1	28	b
EC02221	李原達	이걸	李傑			 	安東權氏成化譜	1	28	b
EC02224	朴緝	박집			密陽 朴	縣監	安東權氏成化譜	1	28	b
EC02227	李德良	이덕량			全義 李	全義君	安東權氏成化譜	1	28	b
EC02239	李壽兒	이수두	李壽兜		全義 李	監察	安東權氏成化譜	1	28	b
EC02256	李孝長	이효장			全義 李	大司憲	安東權氏成化譜	1	28	b
EC02259	尹坦	윤탄			坡平 尹		安東權氏成化譜	1	28	b
EC02260	李源植	이원식			全義 李		安東權氏成化譜	1	28	b
EC02267	李源英	이원영			全義 李		安東權氏成化譜	1	28	b
4ab4c827-096a-4165-9f1b-dca037b6759d	韓重中				淸州 韓		安東權氏成化譜	1	29	a
E100940	韓繼胤	한계윤			淸州 韓	縣監	安東權氏成化譜	1	29	a
E104045	徐趕	서간			利川 徐	 	安東權氏成化譜	1	29	a
E104047	李壽孫	이수손			全州 李	東林令	安東權氏成化譜	1	29	a
E104049	鄭昌宗	정창종			河東 鄭	 	安東權氏成化譜	1	29	a
E104050	韓堣	한우			淸州 韓	通仕	安東權氏成化譜	1	29	a
E200428	鄭錫年	정석년			河東 鄭	主簿	安東權氏成化譜	1	29	a
E200648	愼先庚	신선경			居昌 愼		安東權氏成化譜	1	29	a
E202366	柳仁濕	유인습			晋州 柳	司直	安東權氏成化譜	1	29	a
E300362	韓繼美	한계미			淸州 韓	贊成 西原君	安東權氏成化譜	1	29	a
E300363	韓惠	한혜	韓		淸州 韓	觀察使	安東權氏成化譜	1	29	a
E301439	李悌順	이제순			全州 李	彰信	安東權氏成化譜	1	29	a
E502137	安友三	안우삼	安友參		順興 安	僉知	安東權氏成化譜	1	29	a
E502138	安熙	안희			順興 安		安東權氏成化譜	1	29	a
E805270	鄭嗣宗	정사종	鄭嗣守		河東 鄭		安東權氏成化譜	1	29	a
EA00277	韓亨元	한형원			淸州 韓		安東權氏成化譜	1	29	a
EA02688	柳義濕	유의습			晋州 柳		安東權氏成化譜	1	29	a
EC02274	李恕長	이서장			全義 李	全城君	安東權氏成化譜	1	29	a
EC02276	李允粹	이윤수			全義 李	參奉	安東權氏成化譜	1	29	a
EC02280	李允純	이윤순			全義 李	追勇校尉	安東權氏成化譜	1	29	a
EC02285	李允精	이윤정	李允正		全義 李	勵節	安東權氏成化譜	1	29	a
EC02289	李允中	이윤중			全義 李	迪順	安東權氏成化譜	1	29	a
EC02299	金承重	김승중			靈光 金	縣監	安東權氏成化譜	1	29	a
EC02301	權慄		權栗		安東 權	內禁衛	安東權氏成化譜	1	29	a
EC02303	許誡	허계			河陽 許	正郞	安東權氏成化譜	1	29	a
EC02304	金萬鎰	김만일			靈光 金	 	安東權氏成化譜	1	29	a
1f7971b0-b1ea-4ee2-9850-9f6b36fc64a9	韓承源				淸州 韓		安東權氏成化譜	1	29	b
78bef2b0-6078-42f6-ba7a-11270c069ebf	韓稱錘				淸州 韓		安東權氏成化譜	1	29	b
be117e50-a304-4b03-84e4-1c57260e6f56	韓連源				淸州 韓		安東權氏成化譜	1	29	b
E100573	柳均	유균			晋州 柳		安東權氏成化譜	1	29	b
E103574	韓斯文	한사문			淸州 韓	正郞	安東權氏成化譜	1	29	b
E104058	李永禧	이영희			全義 李		安東權氏成化譜	1	29	b
E104067	南悌	남제			宜寧 南		安東權氏成化譜	1	29	b
E104069	韓珽	한정			淸州 韓	司正	安東權氏成化譜	1	29	b
E202332	韓琛	한침			淸州 韓		安東權氏成化譜	1	29	b
E202879	韓士价	한사개			淸州 韓	司猛	安東權氏成化譜	1	29	b
E206146	權彭	권팽			安東 權		安東權氏成化譜	1	29	b
E300256	韓斯信	한사신	韓士信		淸州 韓	司猛	安東權氏成化譜	1	29	b
E303166	韓瑾	한근			淸州 韓	司正	安東權氏成化譜	1	29	b
E901492	韓嶔	한금			淸州 韓	司直	安東權氏成化譜	1	29	b
E901917	韓岊	한절			淸州 韓	主簿	安東權氏成化譜	1	29	b
E902243	辛舜鼎	신순정	辛舜昇		靈山 辛		安東權氏成化譜	1	29	b
EA01492	韓士武	한사무			淸州 韓	參奉	安東權氏成化譜	1	29	b
EA03511	韓玠	개			淸州 韓		安東權氏成化譜	1	29	b
EB02466	鄭鐵壽	정철수					安東權氏成化譜	1	29	b
E000543	李益培	이익배			慶州 李		安東權氏成化譜	1	30	a
E102796	任孝信	임효신	任孝倍		豊川 任	參議	安東權氏成化譜	1	30	a
E104080	李孟智	이맹지			河濱 李	郡守	安東權氏成化譜	1	30	a
E104081	李胤賢	이윤현				生員	安東權氏成化譜	1	30	a
E104086	任治	임치			豊川 任	司直	安東權氏成化譜	1	30	a
E104089	任終孫	임종손			豊川 任	 	安東權氏成化譜	1	30	a
E104092	任漑	임개			豊川 任	 	安東權氏成化譜	1	30	a
E104094	任浩然	임호연			豊川 任	郡事	安東權氏成化譜	1	30	a
E104095	任絟	임전			豊川 任	僉知	安東權氏成化譜	1	30	a
E104096	任紾	임진			豊川 任	司正	安東權氏成化譜	1	30	a
E104097	任繪	임회			豊川 任	 	安東權氏成化譜	1	30	a
E104098	任績	임적			豊川 任	 	安東權氏成化譜	1	30	a
E104100	任智然	임지손	任智孫		豊川 任	 	安東權氏成化譜	1	30	a
E201484	朴孝生	박효생			密陽 朴		安東權氏成化譜	1	30	a
E202975	任禮孫	임예손			豊川 任	 	安東權氏成化譜	1	30	a
E304182	朴亨宗	박형종			比安 朴	別坐	安東權氏成化譜	1	30	a
E402268	任仲善	임중선			豊川 任	縣事	安東權氏成化譜	1	30	a
E900329	閔懷晳	민회석			驪興 閔	上將	安東權氏成化譜	1	30	a
EC03772	南忱	남침			宜寧 南	進士	安東權氏成化譜	1	30	a
E100646	任由謙	임유겸			豊川 任		安東權氏成化譜	1	30	b
E103983	任孟瑛	임맹영			豊川 任		安東權氏成化譜	1	30	b
E104105	任孟玎	임맹정			豊川 任	 	安東權氏成化譜	1	30	b
E104108	任渾	임혼			豊川 任	司正	安東權氏成化譜	1	30	b
E104109	任孟珪	임맹규			豊川 任	 	安東權氏成化譜	1	30	b
E104111	任孟璋	임맹장			豊川 任	 	安東權氏成化譜	1	30	b
E104115	任演	임연			豊川 任	司直	安東權氏成化譜	1	30	b
E104116	任湛	임담			豊川 任	都事	安東權氏成化譜	1	30	b
E104135	李長枝	이장지				縣監	安東權氏成化譜	1	30	b
E104136	任由敬	임유경			豊川 任	參奉	安東權氏成化譜	1	30	b
E104140	任由謹	임유근			豊川 任	生員	安東權氏成化譜	1	30	b
E104143	任由遜	임유손			豊川 任		安東權氏成化譜	1	30	b
E104148	李涵	이함				訓導	安東權氏成化譜	1	30	b
E104149	李繼孫	이계손				 	安東權氏成化譜	1	30	b
E104150	李銀孫	이은손				 	安東權氏成化譜	1	30	b
E200344	趙永輝	조영휘			楊州 趙	縣監	安東權氏成化譜	1	30	b
E202260	趙孝禮	조효례			橫城 趙		安東權氏成化譜	1	30	b
E202601	任漢	임한			豊川 任	郡守	安東權氏成化譜	1	30	b
E204064	任湜	임식			豊川 任	進士	安東權氏成化譜	1	30	b
E302987	任淑	임숙			豊川 任	僉知	安東權氏成化譜	1	30	b
EB02129	柳大賢	유대현			文化 柳	司直	安東權氏成化譜	1	30	b
EB02855	鄭允恪				草溪 鄭		安東權氏成化譜	1	30	b
