biog_id	x姓名	name	generation	inferred_choronym
E101980	李質	Yi Chil	20	
E402390	李隲	Yi Ch'ŏk	17	
E104499	李中正	Yi Chungjŏng	18	
E104497	李中至	Yi Chungji	18	
E202371	李忠達	Yi Chungdal	19	
E301698	李忠剛	Yi Ch'unggang	18	
E100574	李忠老	Yi Ch'ungno	17	
E401258	李終生	Yi Chongsaeng	17	
E103049	李終石	Yi Chongsŏk	20	
E305786	李終始	Yi Chongsi	17	
EA00287	李終岩		22	
E104834	李種	Yi Chong	18	
E401454	李種德	Yi Chongdŏk	17	
E104493	李種甫	Yi Chongbo	19	
E401483	李種仁	Yi Chongin	17	
E401303	李種善	Yi Chongsŏn	17	
E204848	李種生	Yi Chongsaeng	21	
D904999	李種學	Yi Chonghak	16	
E200470	李踵	Yi Chong	19	
E203412	李仲		19	
E807976	李仲成	Yi Chungsŏng	16	
E102288	李仲淳	Yi Chungsun	20	
E401554	李仲扶	Yi Chungbu	17	
E807840	李仲岡	Yi Chunggang	17	
E807662	李仲規	Yi Chunggyu	19	
EC01742	李仲規	Yi Chunggyu	20	
E204249	李仲靖	Yi Chungjŏng	21	
E304154	李仲矩	Yi Chungsŏn	19	
E807839	李仲崑	Yi Chunggon	17	
E301361	李仲老		20	
E302165	李仲林	Yi Chungnim	18	
D206770	李仲明	Yi Chungmyŏng	14	
E302152	李仲權	Yi Chunggwŏn	18	
E807664	李仲權	Yi Chunggwŏn	18	
E103043	李仲山	Yi Chungsan	19	
E303820	李仲善		19	1
E104527	李仲生	Yi Chungsaeng	20	
E100537	李仲石	Yi Chungsŏk	19	
E103420	李仲壽	Yi Chungsu	19	
E000766	李仲孫		17	1
E204602	李仲孫	Yi Chungson	20	
E104490	李仲禧	Yi Chunghŭi	20	
E203447	李仲禧		19	
E302123	李仲行	Yi Chunghaeng	18	
E305735	李仲允	Yi Chungyun	17	
E301898	李仲專	Yi Chungjŏn	18	
E301222	李重連	Yi Chungnyŏn	21	
E102301	李重元	Yi Chungwŏn	20	
E304776	李洙	Yi Su	19	
E808032	李洙	Yi Su	19	
E204996	李著	Yi Chŏ	20	
E808062	李擢	Yi T'ak	17	
E200294	李孜		19	
E101577	李子番	Yi Chabŏn	21	
EC01241	李梓	Yi Chae	19	
E503095	李滓	Yi Haeng	19	
E701402	李漬	Yi Chi	20	
E301645	李宗幹	Yi Chonggan	19	
E302056	李宗幹	Yi Chonggan	19	
E802804	李宗謹	Yi Chonggŭn	19	
EA00413	李宗敬		19	
E201084	李宗禮	Yi Chongnye	19	
E301640	李宗禮	Yi Chongnye	19	
E303810	李宗林	Yi Chongnim	19	
E305736	李宗林	Yi Chongnim	18	
E301409	李宗美	Yi Chongmi	19	
E302163	李宗明	Yi Chongmyŏng	19	
E102963	李宗慶	Yi Chonggyŏng	19	
E203992	李宗讓	Yi Chongyang	18	
E201175	李宗仁	Yi Chongin	19	
E102968	李宗顯	Yi Chonghyŏn	19	
E302414	李宗孝	Yi Chonghyo	18	
EA00417	李宗孝		19	
E301641	李宗信	Yi Chongsin	19	
E305903	李宗信	Yi Chongsin	18	
E102961	李宗衍	Yi Chongyŏn	19	
56411132-b48f-46ae-8dd5-e425086a36fa	李宗堯		20	
EA00418	李宗忠		19	
E900610	李宗準	Yi Chongjun	19	
E701471	李菆	Yi Ch'u	20	
E101978	李遵	Yi Chun	20	
E101945	李琢	Yi T'ak	20	
E401865	李作	Yi Chak	17	
E102504	李㙲		20	
E900881	李㙽	Yi Sŏk	18	
E203046	李𡩁		19	
E807811	李㺵		17	
E201008	李𤥽	Yi Ŏ	20	
E401048	李㽔	Yi Yu	18	
E204244	李𥩲	Yi Hae	20	
E902230	李䇏	Yi T'oe	22	
EA00243	李𧪚		19	
E103531	廉從恒		20	
D401000	廉大侑	Yŏm Taeyu	16	
D206617	廉廣原	Yŏm Kwangwŏn	15	
E103528	廉貴恒	Yŏm Kwihang	20	
D401698	廉國寶	Yŏm Kukpo	16	
EB04387	廉洪道	Yŏm Hongdo	16	1
E102338	廉紀	Yŏm Ki	20	
E104791	廉繼興	Yŏm Kyehŭng	18	
E104823	廉剋己	Yŏm Kŭkki	19	
E103522	廉尙恒	Yŏm Sanghang	20	
E103533	廉順恭	Yŏm Sun'gong	19	
E000919	廉順良	Yŏm Sullyang	19	
D206595	廉悌臣	Yŏm Chesin	14	
D206614	廉庭秀	Yŏm Chŏngsu	15	
E402297	廉析	Yŏm T'ak	17	
E104804	廉孝興	Yŏm Hyohŭng	18	
DC00421	廉興邦	Yŏm Hŭngbang	15	
E103523	廉修	Yŏm Su	21	
D401299	廉頤	Yŏm I	18	
E103530	廉以恒		20	
E104792	廉義	Yŏm Ŭi	19	
E103529	廉有恒	Yŏm Yuhang	20	
E103534	廉縡	Yŏm Chae	20	
E104822	廉致		18	1
E402226	廉致庸	Yŏm Ch'iyong	17	
D401697	廉致中	Yŏm Ch'ijung	17	
E402296	廉子善	Yŏm Chasŏn	17	
EA01311	梁誠之	Yang Sŏngji	19	
E304653	梁達	Yang Tal	19	
E103697	梁琥	Yang Ho	20	
E804378	梁活	Yang Hwal	21	
E804281	梁濟	Yang Che	21	
E804367	梁潔	Yang Kyŏl	21	
E807672	梁金同	Yang Kŭmdong	17	
E201489	梁京	Yang Kyŏng	18	
E300486	梁泂	Yang Hyŏng	21	
E103696	梁九疇	Yang Kuju	18	
E000228	梁峻	Yang Chun	20	
E103718	梁璘	Yang Rin	20	
E807674	梁泌	Yang P'il	17	
E000229	梁普	Yang Po	21	
E202009	梁琦	Yang Ki	20	
E804303	梁潤	Yang Yun	22	
E701455	梁淑		21	1
E300883	梁順文		19	
E807671	梁想	Yang Sang	16	
E202010	梁信之	Yang Sinji	19	
EA00473	梁琇	Yang Su	21	
E807673	梁意	Yang Ŭi	16	
D206676	梁元堅	Yang Wŏn'gyŏn	15	
E103727	梁瑗	Yang Wŏn	20	
E300487	梁瓚	Yang Ch'an	20	
E807688	梁志	Yang Chi	16	
E804245	梁治	Yang Ch'i	21	
E201491	梁渚	Yang Chŏ	19	
E202355	梁注	Yang Chu	19	
E201492	梁自海		20	
E201493	梁自江		20	
EB00984	林彬	Im Pin	20	
EC00622	林幹	Im Kan	20	
E900900	林貴枝	Im Kwiji	18	
EB04041	林亨	Im Hyŏng	18	
E305791	林繼孫	Im Kyeson	18	
D206658	林蹇	Im Kŏn	15	
E204587	林九剛	Im Kugang	18	
E201843	林救	Im Ku	18	
E302566	林壤	Im Yang	20	
E807668	林世用	Im Seyong	17	
E304769	林壽昌	Pak Such'ang	18	
EB00964	林效儉	Im Hyogŏm	19	
E204404	林秀茂	Im Sumu	18	
EC00616	林秀卿	Im Sugyŏng	19	
E000395	林堰	Im Ŏn	21	
E305789	林義	Im Ŭi	17	
E804075	林有琛	Im Yuch'im	21	
EA00492	林自蕃		19	
E305969	劉福謙	Yu Pokkyŏm	17	
E200055	劉恒	Yu Hang	19	
E205149	劉瑾	Yu Kŭn	20	
E205153	劉璟	Yu Kyŏng	20	
E305971	劉敬孫	Yu Kyŏngson	18	
E203863	劉寬		18	
E305970	劉孟孫	Yu Maengson	18	
E504611	劉用純	Yu Yongsun	20	
E504607	劉用何	Yu Yongha	20	
E504595	劉用良		20	
E301563	劉用平	Yu Yongp'yŏng	20	
E305967	劉祐	Yu U	16	
E205155	劉瓚	Yu Ch'an	20	
E205140	劉沼	Yu So	19	
E301564	劉智問	Yu Chiju	19	
EB02127	柳[雨+染]		19	
E401566	柳岸	Yu An	19	
EB00688	柳澳	Yu O	19	
E301712	柳保門	Yu Pomun	19	
E401441	柳苯	Yu Pun	18	
E605622	柳坋	Yu Pun	20	
E100112	柳邊	Yu Pyŏn	23	
E401381	柳蕃	Yu Pŏn	19	
EA03646	柳伯昌	Yu Paekch'ang	20	
E301700	柳伯根	Yu Paekkŭn	18	
E502638	柳伯堅	Yu Paekkyŏn	21	
EB00650	柳伯全	Yu Paekchŏn	20	
01980342-914c-725d-af9d-46612889c96b	柳伯孫		19	
E200496	柳伯孫	Yu Paekson	20	
E400822	柳晡		20	1
E100365	柳常	Yu Sang	19	
E401880	柳昶	Yu Ch'ang	17	
E700994	柳沉	Yu Ch'im	19	
E301907	柳承涵	Yu Sŭngham	20	
E301751	柳承茂	Yu Sŭngmu	19	
EB01934	柳承緖	Yu Sŭngsŏ	20	
E206856	柳承宗	Yu Sŭngjong	19	
E303976	柳澄	Yu Ching	19	
E401377	柳澄	Yu Ching	18	
E401527	柳疇	Yu Chu	18	
EA01319	柳綽	Yu Chak	18	
E303977	柳從華	Yu Chonghwa	18	
EC01964	柳從京	Yu Chonggyŏng	18	
EB00754	柳從源	Yu Chongwŏn	19	
EC00171	柳淙	Yu Chong	17	
EB02129	柳大賢	Yu Taehyŏn	20	
E401653	柳愓	Yu Ch'ŏk	18	
EB02509	柳道長	Yu Tojang	20	
EA01870	柳嫡孫	Yu Chŏkson	20	
EA01860	柳嫡長	Yu Chiyŏn	20	
E401507	柳踶	Yu Che	19	
EA02374	柳丁淵	Yu Chŏngyŏn	19	
E902122	柳敦復	Yu Tonbok	20	
E902119	柳方敬	Yu Panggyŏng	19	
E101908	柳方善	Yu Pangsŏn	19	
E302469	柳汾	Yu Pun	19	
E900555	柳鳳壽	Yu Pongsu	18	
E904850	柳佛山	Yu Pulsan	21	
E301770	柳浮	Yu Pu	19	
EC00280	柳福剛	Yu Pokkang	18	
E303685	柳輔	Yu Po	19	
EB02156	柳復		20	
E101439	柳垓		21	
EC00274	柳剛	Yu Kang	18	
D401641	柳玽	Yu Ku	16	
E100439	柳轂	Yu Kok	19	
EC04139	柳龜瑞	Yu Kwisŏ	20	
EC04138	柳龜壽	Yu Kwisu	20	
EC00170	柳浛	Yu Ham	17	
E305100	柳漢	Yu Han	18	
E900099	柳漢平	Yu Hanp'yŏng	20	
E103663	柳漢卿	Yu Han'gyŏng	20	
E201229	柳漢生	Yu Hansaeng	17	
E205179	柳漢長	Yu Hanjang	20	
E202438	柳壕	Yu Ho	21	
E303757	柳濠	Yu Ho	19	
EB02046	柳河	Yu Ha	17	
E100701	柳亨長	Yu Hyŏngjang	21	
D401657	柳瑚	Yu Ho	16	
E104180	柳瑚	Yu Ho	19	
D401630	柳惠芳	Yu Hyebang	15	
E400254	柳惠剛	Yu Hyegang	18	
D401422	柳惠孫	Yu Hyeson	16	
E502560	柳惠仝	Yu Hyedong	21	
EA03183	柳僡		19	
E303960	柳混	Yu Hon	19	
EB02222	柳績	Yu Chŏk	19	
EC00174	柳汲	Yu Kŭp	17	
E303702	柳輯	Yu Chip	19	
EC02308	柳季燔	Yu Kyebŏn	20	
D402338	柳季高	Yu Kyego	16	
E301773	柳季根		18	
4e76341c-7a4b-40cf-8750-f10e1660a400	柳季老		20	
E304087	柳季孫	Yu Kyeson	20	
EB04098	柳季孫	Yu Kyeson	20	
EC02315	柳季潼	Yu Kyedong	20	
EC02314	柳季漳	Yu Kyejang	20	
E401447	柳繼淙	Yu Kyejong	19	
E401446	柳繼洽	Yu Kyehŭp	19	
E401442	柳繼源	Yu Kyewŏn	19	
E900935	柳甲孫	Yu Kapson	19	
E901607	柳澗生	Yu Kansaeng	19	
EC00175	柳江	Yu Kang	19	
E303819	柳津	Yu Chin	19	
E100105	柳近	Yu Kŭn	23	
EC00486	柳京生		18	
E303988	柳井文	Yu Chŏngmun	20	
E905040	柳淨	Yu Chaeng	18	
E204086	柳敬孫	Yu Kyŏngson	18	
E304661	柳敬元	Yu Kyŏngwŏn	19	
E904714	柳坰	Yu Kyŏng	20	
EA02238	柳坰	Yu Kyŏng	21	
E303726	柳玖	Yu Ku	19	
E303721	柳琚	Yu Kŏ	19	
E400819	柳睠	Yu Kwŏn	21	
E100573	柳均	Yu Kyun	20	
EB00663	柳浚	Yu Chun	19	
E401529	柳畯	Yu Chun	18	
E401191	柳開		17	
EA03541	柳連孫	Yu Yŏnson	21	
E602955	柳潾	Yu Rin	20	
D400788	柳臨	Yu Rim	15	
E100097	柳麟種	Chŏng	22	
E904981	柳撛童		20	
E301701	柳龍門	Yu Yongmun	19	
E401078	柳龍生	Yu Yongsaeng	17	
E203239	柳綸	Yu Ryun	19	
E303652	柳輪	Yu Ryun	19	
D401777	柳蔓殊	Yu Mansu	15	
E102800	柳眉	Yu Mi	19	
E302364	柳眉壽		20	
EB02166	柳孟孫	Yu Maengson	20	
EC02609	柳彌性	Yu Misŏng	18	
E301748	柳溟	Yu Myŏng	18	
a0590bde-c602-43a2-9b2e-6ec5bc3daa8e	柳命山		21	
EA02502	柳命源	Yu Myŏngwŏn	20	
E202249	柳末孫	Yu Malson	21	
EA03559	柳末孫	Yu Malson	21	
EC02307	柳末孫	Yu Malson	19	
E203838	柳彭壽	Yu P'aengsu	20	
E905184	柳闢	Yu Pyŏk	19	
E300648	柳敀淵		19	
E205397	柳溥	Yu Pu	19	
E401526	柳畦	Yu Hyu	18	
EA04073	柳洽	Yu Hŭp	21	
EB02194	柳千孫		20	
E401497	柳阡	Yu Ch'ŏn	19	
E401012	柳謙	Yu Kyŏm	17	
E303745	柳瓊	Yu Kyŏng	19	
E401654	柳恮	Yu Chŏn	18	
EA02700	柳讓	Yu Yang	21	
E200853	柳仁濠		20	
E202366	柳仁濕	Yu Insŭp	21	
E401333	柳瑞生	Yu Sŏsaeng	17	
E200961	柳閏	Yu Yun	18	
E303881	柳潤	Yu Yun	19	
E100770	柳三陽		21	
EA00190	柳埏		18	
EB02507	柳善長	Yu Sŏnjang	20	
E204488	柳紹	Yu So	20	
E103091	柳伸	Yu Sin	20	
EB00662	柳瀋	Yu Sim	19	
E401174	柳升漑		18	
E902123	柳石堅	Yu Sŏkkyŏn	21	
EA02358	柳石智	Yu Sŏkchi	19	
EB00276	柳守昌	Yu Such'ang	20	
EC00275	柳守剛	Yu Sugang	18	
E502556	柳守宗	Yu Sujong	21	
E103689	柳壽眉		20	
EB02514	柳壽長	Yu Sujang	20	
E301760	柳叔根	Yu Sukkŭn	18	
E401058	柳叔連		18	1
EA02714	柳塾	Yu Suk	20	
E902063	柳順行	Yu Sunhaeng	19	
E303760	柳思恭	Yu Sagong	18	
E400789	柳思訥	Yu Sanul	16	
E303756	柳思溫	Yu Saon	18	
E202883	柳思問	Yu Samun	19	
E303880	柳思義	Yu Saŭi	18	
E201377	柳思忠	Yu Sach'ung	18	
EC00180	柳泗	Yu Sa	19	
E104351	柳嗣宗	Yu Sajong	20	
EB02555	柳綏		18	
96469a69-e671-431c-bac0-e7cbae6561ba	柳墰		20	
E201855	柳坦	Yu T'an	19	
835ef098-d990-40fc-90de-7ca1c5eeece8	柳塘		20	
EB00629	柳條	Yu Cho	19	
fc3d0119-c487-40b2-badc-51b14c396ff8	柳鐵柱		20	
E301949	柳汀	Yu Chŏng	16	
E303963	柳湋	Yu Wi	19	
EC00147	柳溫	Yu On	17	
E205807	柳文達	Yu Mundal	18	
E203925	柳文孫	Yu Munson	19	
E205768	柳文通	Yu Munt'ong	18	
E401496	柳文植	Yu Munsik	18	
EB01297	柳塢	Yu O	21	
E401380	柳溪	Yu Kye	19	
E402610	柳夏	Yu Ha	17	
E808001	柳線	Yu Sŏn	20	
E204422	柳湘	Yu Sang	19	
E401521	柳珦	Yu Hyang	16	
E807931	柳孝伯	Yu Hyobaek	18	
E807764	柳孝川	Yu Hyoch'ŏn	17	
EC04910	柳孝復		1	
E304793	柳孝綱		19	
E100767	柳孝根	Yu Hyogŭn	20	
E200059	柳孝根	Yu Hyogŭn	18	
EB00280	柳孝良		18	
E304369	柳孝山	Yu Hyosan	18	1
EB02223	柳孝孫	Yu Hyoson	20	
E301905	柳孝潭	Yu Hyodam	19	
EC00241	柳孝庸	Yu Hyoyong	19	
E100115	柳孝源	Yu Hyowŏn	18	
E200854	柳孝章	Yu Hyojang	21	
E807929	柳孝哲	Yu Hyoch'ŏl	18	
E301947	柳孝智	Yu Hyoji	19	
EB00317	柳孝中	Yu Hyojung	21	
E401588	柳諧	Yu Hae	18	
E902121	柳休復	Yu Hyubok	20	
E301761	柳絮	Yu Sŏ	19	
EC00178	柳漵	Yu Sŏ	19	
EC01491	柳軒	Yu Hŏn	20	
EA02834	柳玄孫	Yu Hyŏnson	20	
EB02505	柳纁	Yu Hun	19	
E303783	柳洵	Yu Sun	19	
EB04243	柳訓	Yu Hun	17	
DC00183	柳衍之	Yu Yŏnji	16	
E401440	柳琰	Yu Yŏm	17	
E201349	柳演	Yu Yŏn	19	
E900938	柳陽孫	Yu Yangson	19	
EA02486	柳養源	Yu Yangwŏn	21	
E303732	柳瑤	Yu Yo	19	
EC02611	柳依	Yu Ŭi	20	
E904849	柳依享		20	
E401456	柳沂	Yu Ki	18	
E401642	柳怡	Yu I	18	
EA02361	柳羿智	Yu Yeji	19	
E000943	柳益厚	Yu Ikhu	19	
E808050	柳義	Yu Ŭi	16	
D401659	柳義瑚	Yu Ŭiho	16	
EA02688	柳義濕	Yu Ŭisŭp	21	
E102553	柳義孫	Yu Ŭison	19	
E400260	柳殷之	Yu Ŭnji	18	
E401185	柳闉	Yu In	18	
E401565	柳垠	Yu Ŭn	19	
E100116	柳銀	Yu Kŭn	19	
EB02140	柳胤	Yu Yun	20	
E401531	柳英	Yu Yŏng	18	
E902458	柳應祥	Yu Ŭngsang	22	
E402219	柳頴	Yu Ŭi	17	
EA02467	柳永根	Yu Wŏn'gŭn	20	
EA00141	柳永澗	Yu Yŏnggan	19	
E304034	柳永錫	Yu Yŏngsŏk	20	
E103803	柳永修	Yu Yŏngsu	20	
E203836	柳永貞		19	
E000926	柳牗	Yu Yu	19	
D401075	柳淵	Yu Yŏn	16	
E902923	柳淵	Yu Yŏn	19	
EB04113	柳元廷	Yu Wŏnjŏng	16	
D400559	柳原之	Yu Wŏnji	16	
E304269	柳源	Yu Wŏn	19	
E303989	柳源汶	Yu Wŏnmun	20	
E100100	柳遠	Yu Wŏn	23	
EA02454	柳遠楨	Yu Wŏnjŏng	20	
EA02478	柳遠枝	Yu Wŏnji	20	
E201228	柳約	Yu Yak	21	
E401011	柳悅	Yu Yŏl	18	
EA00087	柳雲孫		20	
EA04321	柳允昌	Yu Yunch'ang	21	
E902109	柳允庚	Yu Yun'gyŏng	20	
E902114	柳允謙	Yu Yun'gyŏm	20	
EB02139	柳儹	Yu Ch'an	19	
E401478	柳瓚	Yu Ch'an	17	
E202546	柳澤	Yu T'aek	21	
E900883	柳漳	Yu Chang	18	
EA02488	柳漳	Yu Chang	22	
EA02860	柳長孫	Yu Changson	20	
cd0a3bfa-7c13-4464-8fab-2456542b7d5e	柳長孫	Yu Changson	20	
EA02498	柳長源	Yu Changwŏn	20	
E103580	柳哲孫	Yu Ch'ŏlson	21	
E401230	柳貞	Yu Chŏng	19	
EB03100	柳軫		21	
EB00106	柳正孫	Yu Chŏngson	19	
E401561	柳之灌	Yu Chigwan	18	
E401525	柳之涵	Yu Chiham	17	
E800255	柳之亨	Yu Chihyŏng	21	
E401543	柳之漸	Yu Chijŏm	17	
E401567	柳之潤	Yu Chiyun	18	
E204091	柳之盛		19	
E304005	柳之信	Yu Chisin	20	
E401530	柳之演	Yu Chiyŏn	17	
E401572	柳殖	Yu Sik	19	
E401528	柳畤	Yu Ch'i	18	
E301418	柳輊	Yu Chi	21	
E304126	柳終孫	Yu Chongson	20	
E200076	柳仲昌	Yu Chungch'ang	18	
E301750	柳仲根	Yu Chunggŭn	18	
E502642	柳仲堅	Yu Chunggyŏn	21	
E302145	柳仲孫	Yu Chungson	20	
EA02863	柳仲孫	Yu Chungson	20	
E304890	柳軸	Yu Ch'uk	19	
E302149	柳宙	Yu Yŏn	19	
EC00179	柳洙	Yu Su	19	
E202065	柳霔	Yu Chu	20	
EB00679	柳滋	Yu Cha	19	
EC00498	柳資	Yu Cha	17	
EA02872	柳子恭	Yu Chagong	19	
E202557	柳子亨	Yu Chahyŏng	20	
E202511	柳子煥	Yu Chahwan	19	
EA02874	柳子儉	Yu Chagŏm	19	
EA02858	柳子炯	Yu Chahyŏng	19	
EA02871	柳子良	Yu Charyang	19	
EA02870	柳子溫	Yu Chaon	19	
EA02840	柳子文	Yu Chamun	19	
EA02833	柳子孝	Yu Chahyo	19	
EA02686	柳子偕	Yu Chahae	19	
EA02857	柳子信	Yu Chasin	19	
EA02859	柳子行	Yu Chahaeng	19	
EC02599	柳子禎		18	1
EA02814	柳子忠	Yu Chach'ung	19	
E903065	柳自漢	Yu Chahan	20	
E303720	柳自湖	Yu Chaho	18	
E900794	柳自儉	Yu Chagŏm	19	
E401625	柳自湄	Yu Chami	18	
E400657	柳自披	Yu Chap'i	19	
E300209	柳自潭	Yu Chadam	20	
E900486	柳自依	Yu Chaŭi	19	
EA00936	柳自淵	Yu Chayŏn	18	
E303752	柳自沼	Yu Chaso	18	
E401594	柳宗淳	Yu Chongsun	19	
E104372	柳宗埈	Yu Chongjun	20	
E401593	柳宗潤	Yu Chongyun	19	
E401575	柳宗秀	Yu Chongsu	21	
E807927	柳宗叙	Yu Chongsŏ	17	
E402513	柳宗植	Yu Chongsik	17	
DC00111	柳總	Yu Ch'ong	14	
E905186	柳祚	Yu Cho	20	
E302094	盧抃文		18	
E401358	盧承德	No Sŭngdŏk	18	
E802523	盧處和	No Ch'ŏhwa	19	
E802420	盧處均		19	1
E103203	盧處中	No Ch'ŏjung	19	
E302599	盧次山	No Ch'asan	19	
E301613	盧從德	No Chongdŏk	18	
E301626	盧從智	No Chongji	18	
E300367	盧德基	No Tŏkki	20	
E401467	盧定之	No Chŏngji	19	
E701796	盧公弼	No Kongp'il	20	
E301414	盧公著	No Kongjŏ	21	
D807902	盧龜明	No Kwimyŏng	17	
E302096	盧漢臣	No Hansin	19	
E103204	盧漢石	No Hansŏk	20	
E903026	盧好愼	No Hosin	20	
E304391	盧懷愼	No Hoesin	19	
D402640	盧濟	No Che	15	
E400304	盧警	No Kyŏng	18	
E301625	盧敬孫	No Kyŏngson	19	
D206624	盧冏	No Kyŏng	15	
EB01926	盧俊	No Chun	19	
E200751	盧盼	No Pun	20	
E802626	盧善卿	No Sŏn'gyŏng	20	
E802484	盧尙禮	No Sangnye	18	
E402488	盧尙智	No Sangji	19	
E302583	盧石崇	No Sŏksung	20	
E301332	盧石堅	No Sŏkkyŏn	21	
E401357	盧湜	No Sik	19	
E305758	盧叔恭	No Sukkong	21	
E807875	盧叔信	No Suksin	18	
E301616	盧悌孫	No Cheson	19	
E402564	盧琠	No Chŏn	17	
E302536	盧鐵剛		20	
EB00714	盧惟愼	No Yusin	19	
E802582	盧熙善	No Hŭisŏn	21	
E802652	盧熙淑	No Hŭisuk	21	
E203946	盧孝恭	No Hyogong	18	
E301615	盧孝孫	No Hyoson	19	
E304884	盧孝忠	No Hyoch'ung	18	
E402646	盧信	No Sin	17	
E301551	盧信達		20	
E104745	盧信東	No Sindong	20	
E202899	盧信禮	No Sillye	18	
EB01927	盧休	No Hyu	19	
E302540	盧彦邦	No Ŏnbang	21	
E302538	盧彦弼	No Ŏnp'il	21	
E506157	盧益達	No Iktal	20	
E301102	盧異山	No Isan	19	
D301251	盧訔	No Ŭn	16	
E700977	盧佑賢	No Uhyŏn	20	
D402641	盧瑜	No Yu	16	
E202621	盧允弼	No Yunp'il	19	
D301253	盧允卿	No Yun'gyŏng	18	
E301264	盧哲根	Cho	20	
E301101	盧哲堅		20	
E000768	盧哲仝		17	
E401030	盧証	No Chŏng	18	
E900993	盧仲淸	No Chungch'ŏng	18	
EA02384	盧自盛	No Chasŏng	1	
E900722	盧祖	No Cho	19	
D301249	盧𧨝	No Hyŏng	17	
E900907	魯存禮	No Chollye	17	
E902389	魯德生	No Tŏksaeng	19	
E400353	魯乙卿	No Ŭlgyŏng	18	
E900910	魯誾	No Ŭn	18	
E502562	陸機	Yuk Ki	21	
EA02731	呂承肩	Yŏ Sŭnggyŏn	19	
E102370	呂承堪	Yŏ Sŭnggam	19	
E303927	呂從敬	Yŏ Chonggyŏng	18	
E302166	呂諫	Yŏ Kan	19	
E102266	呂希寧	Yŏ Hŭiryŏng	20	
E200858	呂孝輔	Yŏ Hyobo	20	
E103324	呂義輔	Yŏ Ŭibo	20	
E900781	呂詠	Yŏ Yŏng	18	
E806038	呂允傑	Yŏ Yun'gŏl	21	
EA02980	呂允秀	Yŏ Yunsu	21	
E805801	呂允哲	Yŏ Yunch'ŏl	21	
EA03123	呂忠輔	Yŏ Ch'ungbo	20	
E104458	呂宗肅	Yŏ Chongsuk	19	
51b4e6d5-42eb-4d70-ae5b-46cf0d330e8d	慮源善		17	
E301681	羅緟		20	
E301678	羅洪䋨	Na Hongbu	19	
E201423	羅經	Na Kyŏng	19	
E202529	羅連宗	Na Yŏnjong	20	
E301682	羅絟	Na Chŏn	20	
E301685	羅紳	Na Sin	20	
E000859	羅嗣宗	Na Sajong	20	
E201404	羅孝順	Na Hyosun	18	
E301683	羅繻	Na Su	20	
E202513	羅裕善	Na Yusŏn	19	
E202678	孟繼曾	Maeng Kyejŭng	18	
EB04082	孟碩堅	Maeng Sŏkkyŏn	19	
EC03374	孟碩敬	Maeng Sŏkkyŏng	19	
EB04083	孟碩俊	Maeng Sŏkchun	19	
E202677	孟碩欽	Maeng Sŏkhŭm	20	
E301254	孟孝曾	Maeng Hyojŭng	19	
E807941	閔保懼	Min Pogu	17	
E103978	閔犇	Min Pun	16	
E904641	閔伯恭	Min Paekkong	18	
EB00169	閔伯和	Min Paekhwa	20	
EC00315	閔不害	Min Purhae	17	
E202482	閔不貪		18	1
E902877	閔察	Min Ch'al	20	
E101895	閔誠達	Min Sŏngdal	20	
EA03431	閔沖	Min Ch'ung	19	
E103969	閔矗	Min Ch'ok	19	
E401324	閔矗	Min Sam	19	
E104798	閔次顯	Min Ch'ahyŏn	20	
E400987	閔麤	Min Ch'u	19	
EC02128	閔粹	Min Su	20	
E400105	閔大生		17	
EB03250	閔憺	Min Tam	19	
E400631	閔發	Min Pal	20	
EB03327	閔發生	Min Palsaeng	20	
E203751	閔甫啓		19	
E400844	閔恭	Min Kong	18	
E103291	閔涵	Min Ham	19	
EB03232	閔好德	Min Hodŏk	18	
EB03246	閔好禮	Min Horye	18	
E400591	閔好問	Min Homun	18	
E902073	閔亨	Min Hyŏng	20	
E900052	閔亨孫	Min Hyŏngson	20	
E401049	閔厚生	Min Husaeng	17	
E900327	閔懷參	Min Hoech'am	21	
E900326	閔懷曾	Min Hoejŭng	21	
E900328	閔懷騫	Min Hoegŏn	21	
E900329	閔懷晳	Min Hoesŏk	21	
E201442	閔惶	Min Sŏng	19	
E900036	閔憓	Min Hye	19	
E402636	閔機	Min Ki	17	
EB03261	閔季和	Min Kyehwa	20	
EB03283	閔繼瑞	Min Kyesŏ	20	
EA04341	閔繼祥	Min Kyesang	20	
EB03277	閔繼禎	Min Kyejŏng	20	
EA02376	閔緘	Min Ham	19	
E401935	閔解	Min Hae	17	
EB03328	閔解		19	1
D206579	閔瑾	Min Kŭn	15	
E904642	閔經	Min Kyŏng	19	
EB04142	閔精	Min Chŏng	19	
E101888	閔敬達	Min Kyŏngdal	20	
E902303	閔愷	Min Kae	21	
E902879	閔寬	Min Kwan	21	
EA00509	閔寬	Min Kwan	21	
E900046	閔悃	Min Kon	20	
E900019	閔蘭孫	Min Nanson	20	
EA00454	閔磊		19	
E101886	閔璃	Min Ri	21	
E301457	閔禮達	Min Yedal	20	
E900069	閔利孫	Min Ison	20	
E400998	閔麟生	Min Insaeng	17	
E101882	閔瑠	Min Ryu	21	
E904640	閔彌老	Min Miro	17	
EB04410	閔彌老	Min Iro	17	
E200941	閔敉	Min Mi	19	
E900128	閔泮	Min Pan	19	
EB04381	閔普文	Min Pomun	16	
E401860	閔普喜	Min Pohŭi	18	
E205054	閔奇	Min Ki	20	
EB03305	閔啓	Min Kye	19	
