biog_id	x姓名	name	generation	inferred_choronym
E401499	金憓	Kim Hye	19	
D206526	金譿	Kim Hye	13	
E204402	金渾	Kim Hon	19	
E902346	金渾	Kim Hon	20	
EB03145	金活	Kim Hwal	19	
EA04726	金箕	Kim Ki	21	
EB04050	金積德	Kim Chŏktŏk	18	1
EB04045	金積福	Kim Chŏkpok	18	
EB04048	金積海	Kim Chŏkhae	18	1
EB04047	金積祿	Kim Chŏngnok	18	1
E305891	金積慶	Kim Chŏkkyŏng	17	
EB04049	金積善	Kim Chŏksŏn	18	1
EB04046	金積學	Kim Chŏkhak	18	1
E206028	金伋	Kim Kŭp	20	
E301974	金吉通	Kim Kilt'ong	18	
E807680	金季	Kim Kye	18	
E901082	金季龜	Kim Kyegwi	18	
E206197	金季衡	Kim Kyehyŏng	19	
E807712	金季林	Kim Kyerim	17	
E802135	金季訥	Kim Kyenul	21	
E105013	金季溫	Kim Kyeon	20	
EB04052	金季祥	Kim Kyesang	17	1
EC01193	金季演	Kim Kyeyŏn	20	
E103170	金稷孫	Kim Chikson	20	
E901232	金繼門	Kim Kyemun	20	
E502713	金繼男	Kim Kyenam	19	
E900439	金繼仁	Kim Kyein	18	
E206705	金繼孫	Kim Kyeson	17	
E901234	金繼孫	Kim Kyeson	20	
E905020	金繼孫	Kim Kyeson	20	
EC01541	金繼田	Kim Kyejŏn	20	
EB04391	金繼通	Kim Kyet'ong	18	
EC02313	金繼文	Kim Kyemun	20	
E104786	金繼尹	Kim Kyeyun	20	
EB03330	金繼智	Kim Kyeji	18	
E502716	金繼宗	Kim Kyejong	19	
E201867	金繼祖	Kim Kyejo	20	
E501390	金繼祖	Kim Kyejo	19	
E901259	金繼祖	Kim Kyejo	20	
E802532	金甲訥	Kim Kamnul	21	
E000356	金堅壽	Kim Kyŏnsu	20	
E205271	金瑊	Kim Kam	20	
EC00200	金洊	Kim Ch'ŏn	16	
E402475	金漸		17	
E301193	金澗		21	
EA01031	金澗		20	
E701414	金江之	Kim Kangji	20	
EB03997	金皎	Kim Kyo	18	
E400396	金節	Kim Chŏl	18	
EB04017	金介石	Kim Kaesŏk	18	
E807730	金謹	Kim Kŭn	19	
E203246	金謹獨	Kim Kŭndok	21	
E206866	金謹獨	Kim Kŭndok	21	
E000151	金謹孫	Kim Kŭnson	21	
E305852	金進賢	Kim Chinhyŏn	17	
EA00463	金進孝		20	
EB01737	金瑨	Kim Chin	18	
E807727	金京生	Kim Kyŏngsaeng	18	
EB04375	金晶	Kim Chŏng	17	
E808003	金景伯	Kim Kyŏngbaek	20	
E905131	金景達	Kim Kyŏngdal	19	
E902280	金景光		21	
D206504	金景流	Kim Kyŏngnyu	13	
E000352	金景壽	Kim Kyŏngsu	20	
E103130	金憬	Kim Kyŏng	18	
E203344	金俓	Kim Kyŏng	19	
E201837	金敬安	Kim Kyŏngan	18	
EB01925	金敬舜	Kim Kyŏngmu	19	
E204401	金敬孫	Kim Kyŏngson	18	
E402453	金敬義	Kim Kyŏngŭi	16	
EA00360	金敬哉		18	
EB03988	金敬智		18	
EB03998	金敬忠	Kim Kyŏngch'ung	18	1
E201870	金敬祖	Kim Kyŏngjo	20	
E203247	金烱	Kim Hyŏng	21	
D900552	金就用	Kim Ch'wiyong	15	
E902653	金㠇		19	
DC00199	金居斗	Kim Kŏdu	15	
E807871	金居澗	Kim Kŏyun	18	
EC00536	金琚	Kim Kŏ	20	
E905109	金俱	Kim Ku	18	
E905111	金淃	Kim Hang	19	
E305865	金君	Kim Kun	17	
D206829	金君正	Kim Kunjŏng	14	
E401900	金鈞	Kim Kyun	17	
E104881	金俊德	Kim Chundŏk	18	
E201862	金晙	Kim Chun	19	
E900451	金康德	Kim Kangdŏk	19	
E305095	金可觀	Kim Kagwan	20	
EB04062	金可則	Kim Kach'ik	19	
E807780	金克	Kim Kŭk	17	
E905034	金克諶	Kim Kŭksim	19	
E905031	金克誠	Kim Kŭksŏng	19	
E901420	金克墩	Kim Kŭkton	20	
E101216	金克恭	Kim Kŭkkong	22	
E901221	金克敬	Kim Kŭkkyŏng	18	
E901426	金克均	Kim Kŭkkyun	20	
E902680	金克愧	Kim Kŭkkoe	21	
E504061	金克鍊	Kim Kŭngnyŏn	19	
E902675	金克怩	Kim Kŭngni	21	
E300515	金克忸	Kim Kŭngnyu	21	
EA02180	金克諴	Kim Kŭkham	21	
E104759	金克孝	Kim Kŭkhyo	19	
E901927	金克孝	Kim Kŭkhyo	20	
E902679	金克羞	Kim Kŭksu	21	
E807992	金克用	Kim Kŭgyong	19	
E301098	金克忠	Kim Kŭkch'ung	20	
E201114	金塊	Kim Koe	21	
E605643	金塊	Kim Koe	20	
E104562	金寬	Kim Kwan	21	1
E901783	金寬安	Kim Kwanan	18	
E103671	金鑛	Kim Kwang	21	
D400480	金稛	Kim Kyun	17	
E203823	金老至		20	
E905027	金理	Kim Ri	18	
E305953	金理恭	Kim Igong	16	
E903912	金禮	Kim Yedong	20	
E802923	金禮剛	Kim Yegang	21	
E501121	金禮生	Kim Yŏsaeng	21	
EB03325	金禮貞	Kim Yejŏng	20	
D402592	金立堅	Kim Ipkyŏn	15	
D402335	金利	Kim Ri	16	
D206521	金利堅	Kim Igyŏn	11	
EC04679	金利用		19	
E807732	金利貞	Kim Ijŏng	19	
E902127	金礪	Kim Ryŏ	20	
E808167	金礪質	Kim Yŏjil	17	
E204250	金連壽	Kim Yŏnsu	21	
E901160	金連壽	Kim Yŏnsu	20	
E000272	金連枝	Kim Yŏnji	19	
E000149	金連宗	Kim Yŏnjong	19	
EB03986	金廉	Kim Ryŏm	16	
E100053	金璉	Kim Ryŏn	19	
E807788	金練志	Kim Yŏnji	18	
E001128	金良臣	Kim Yangsin	20	
EB01691	金良璥	Kim Yanggyŏng	19	
EB01697	金良琠	Kim Yangjŏn	19	
E203951	金良琬	Kim Yangwan	19	
D206502	金良信	Kim Yangsin	13	
D206827	金良正	Kim Yangjŏng	14	
E104757	金嶙	Kim Rin	19	
E103882	金璘	Kim Rin	19	
E000162	金麟壽		20	
EA02032	金玲	Kim Ryŏng	21	
E204381	金靈雨	Kim Yŏngu	21	
E305102	金陸	Kim Ryuk	18	
E302801	金輅	Kim Ro	16	
E807885	金璐	Kim Ro	19	
E807684	金屢		17	
E807677	金履	Kim Ri	17	
D402367	金慮	Kim Hŏn	16	
E301307	金崙	Kim Ryun	19	
E302336	金輪	Kim Ryun	21	
E900867	金絡	Kim Rak	19	
E400389	金邁卿	Kim Maegyŏng	18	
E000150	金眉壽	Kim Misu	20	
E900680	金湄	Kim Mi	18	
E903029	金楣	Kim Mi	20	
E103221	金孟誠	Kim Maengsŏng	20	
E400481	金孟誠	Kim Maengsŏng	18	
E902108	金孟誠	Kim Maengsŏng	18	
E302226	金孟恥	Kim Maengch'i	19	
E201224	金孟錘	Kim Maengch'u	21	
E305977	金孟達	Kim Maengdal	17	
E304637	金孟得		19	
EA00331	金孟德		19	
E901210	金孟鋼	Kim Maenggang	20	
E807836	金孟龜	Kim Maenggwi	18	
E901079	金孟龜	Kim Maenggwi	18	
E302480	金孟堅		20	
E302214	金孟節	Kim Maengjŏl	20	
E102452	金孟鈞	Kim Maenggyun	20	
E300948	金孟廉		19	
E903571	金孟廉	Kim Maengnyŏm	18	
E103175	金孟琦	Kim Maenggi	21	
E302243	金孟溫	Kim Maengon	20	
E103992	金孟諴	Kim Maengham	20	
EB04043	金孟祥	Kim Maengsang	17	1
E302234	金孟性	Kim Maengsŏng	19	
E903379	金孟勳	Kim Maenghun	20	
E300643	金孟暘	Kim Maengyang	19	
E203303	金孟宜	Kim Maengŭi	20	
E302216	金孟義	Kim Maengŭi	19	
E305981	金孟殷	Kim Maengŭn	17	
E104397	金孟猷	Kim Maengyu	19	
E804999	金孟珍	Kim Maengjin	19	
E905052	金沔	Kim Myŏn	19	
E205127	金勉		20	1
E104808	金明陽	Kim Myŏngyang	18	
E103674	金命寧	Kim Myŏngnyŏng	20	
E305698	金命中	Kim Myŏngjung	17	
39159ac6-34db-46f1-924b-8ff6d145c6d9	金模		19	
E200050	金模	Kim Mo	18	
EC00608	金模	Kim Mo	19	
E902314	金南景	Kim Namgyŏng	21	
E102661	金南孫	Kim Namson	18	
c6a26968-391b-4ad6-8804-10cd2483b01a	金怩		21	
EA02818	金泞	Kim Chŏ	19	
E000181	金彭壽	Kim P'aengsu	20	
EC04126	金彭孫	Kim P'aengson	20	
E902163	金彭祖	Kim P'aengjo	19	
E808151	金枰	Kim P'yŏng	17	
EB04389	金普山	Kim Posan	17	
E901167	金期壽	Kim Kisu	21	
E900737	金耆	Kim Ki	19	
E401009	金淇	Kim Ki	17	
D206797	金碁	Kim Ki	13	
EC02422	金啟卿		20	
E202437	金謙	Kim Kyŏm	1	
E203244	金强	Kim Kang	20	
EB03319	金强	Kim Chang	20	
E901262	金慶蕃	Kim Kyŏngbŏn	19	
E900888	金慶春	Kim Kyŏngch'un	18	
E802630	金慶門	Kim Kyŏngmun	21	
E802281	金慶孫	Kim Kyŏngson	20	
E204380	金慶雨	Kim Hŭiu	1	
E400630	金慶長	Kim Kyŏngjang	19	
E901223	金慶鍾	Kim Kyŏngjong	19	
E104891	金銓	Kim Chŏn	20	
E201953	金銓	Kim Chŏn	19	
E400809	金確	Kim Hwak	19	
EB03956	金仁安	Kim Inan	18	
E802887	金仁剛	Kim In'gang	21	
EC01543	金仁門	Kim Inmun	20	
E903370	金仁民	Kim Inmin	20	
10999e38-a8b4-4af4-b34c-df68edb51721	金仁同		21	
E903942	金仁錫	Kim Insŏk	21	
E104739	金仍		18	1
E902309	金日知	Kim Ilchi	20	
D807865	金榮	Kim Yŏng	16	
E306054	金榮	Kim Yŏng	17	
E201857	金汝知	Kim Yŏji	18	
E103136	金瑞衡	Kim Sŏhyŏng	20	
E305985	金瑞琥	Kim Sŏho	18	
E808090	金瑞麟	Kim Sŏrin	16	
E305987	金瑞玲	Kim Sŏryŏng	18	
E305986	金瑞瓊	Kim Sŏgyŏng	18	
E104577	金瑞珍	Kim Sŏjin	20	
EC01539	金閏姜	Kim Min'gang	19	
E807751	金閏通	Kim Yunt'ong	18	
E807695	金閏宗	Kim Yunjong	17	
E802553	金若均	Kim Yakkyun	20	
EA00644	金若枰	Kim Yakp'yŏng	20	
E903006	金若欽	Kim Yakhŭm	20	
E201839	金三達	Kim Samdal	19	
E900623	金三近	Kim Samgŭn	17	
E902978	金三老	Kim Samno	20	
E802992	金三山	Kim Samsan	21	
E901073	金三益	Kim Samik	17	
E901078	金三友	Kim Samu	17	
E807728	金山訥	Kim Sannul	19	
E603676	金珊隅		20	
E808150	金善道	Kim Sŏndo	16	
E706051	金善根	Kim Sŏn'gŭn	20	
E305978	金善繼	Kim Sŏn'gye	18	
E203728	金善擧		20	
EA00330	金善哉		18	
EB04312	金善哉	Kim Sŏnjae	17	
EA02867	金繕	Kim Sŏn	19	
E304609	金商	Kim Sang	19	
E103171	金商孫	Kim Sangson	20	
D206643	金尙漢	Kim Sanghan	15	
E103226	金尙直	Kim Sangjik	18	
E104817	金尙智	Kim Sangji	18	
E103627	金申復	Kim Sinbok	18	
d184fe68-38e9-49dd-8bb9-28946c2130d5	金紳		20	
E000152	金愼孫	Kim Sunson	21	
E301099	金愼知	Kim Sinji	19	
E203575	金愼終		19	
E402632	金生禹	Kim Saengu	17	
E201891	金昇	Kim Sŭng	19	
E104040	金石隅	Kim Maengu	20	
D206501	金時寶	Kim Sibo	13	
EB04015	金始孫	Kim Sison	18	
E102477	金士恭	Kim Sagong	21	
E104810	金士南	Kim Sanam	20	
E102487	金士讓	Kim Sayang	20	
E103236	金世昌	Kim Sech'ang	21	
E104561	金世臣	Kim Sesin	20	
E103235	金世輔	Kim Sebo	21	
E101110	金世豪	Kim Seho	21	
E302008	金世英	Kim Seyŏng	20	
E202435	金適	Kim Chŏkson	20	
E900564	金諟敬		19	
EB00521	金守均	Kim Sugyun	20	
E103862	金守鈞	Kim Sugyun	20	
E301232	金守末	Kim Sumal	20	
E901899	金守千	Kim Such'ŏn	20	
E401013	金守智	Kim Suji	18	
E301204	金壽福		21	
E900144	金壽亨	Kim Suhyŏng	20	
E103667	金壽寧	Kim Sunyŏng	20	
E903576	金壽仁	Kim Suin	20	
E301230	金壽億	Kim Suŏk	21	
E903573	金壽元	Kim Suwŏn	20	
E802794	金壽長	Kim Sujang	21	
E903577	金壽眞	Kim Sujin	20	
E301804	金叔甫	Kim Sukpo	18	
E901085	金叔龜	Kim Sukkwi	18	
E306044	金叔亨	Kim Sukhyŏng	16	
E807921	金叔荊	Kim Sukhyŏng	18	
E306734	金叔良	Kim Sungnyang	16	
E903350	金叔鄕	Kim Sŭnggyŏng	17	
EA01976	金叔演	Kim Sugyŏn	20	
E204400	金淑安	Kim Sugan	19	
EB04248	金輸		18	1
E305814	金水中	Kim Sujung	17	
E301309	金舜臣		18	
E104529	金舜文	Kim Sunmun	20	
E802952	金順成	Kim Sunsŏng	21	
E305980	金順繼	Kim Sun'gye	18	
E301978	金順敬	Kim Sun'gyŏng	19	
E301984	金順理	Kim Sulli	19	
E302006	金順命	Kim Sunmyŏng	19	
E802979	金順山	Kim Sunsan	21	
E100784	金順生	Kim Sunsaeng	19	
E302478	金順孫		19	
EC02081	金順孫	Kim Sunson	20	
E300800	金順元	Kim Sunwŏn	18	
E302019	金順中	Kim Sunjung	19	
E201869	金順祖	Kim Sunjo	20	
E305861	金說	Kim Sŏl	17	
E000164	金碩孫	Kim Sŏkson	21	
E302657	金思禹	Kim Sau	19	
EC00300	金思忠	Kim Sach'ung	18	
E301179	金四知	Kim Saji	18	
EB04005	金似南	Kim Sanam	17	1
20e4f633-868b-4c81-abc0-3509ea7dc103	金泗		19	
E000203	金松壽	Kim Songsu	20	
E904079	金嵩	Kim Sung	19	
EB04012	金蘇	Kim So	16	
E400162	金潚	Kim Suk	18	
E902033	金潚	Kim Suk	19	
E706050	金孫	Kim Son	19	
EB03168	金蓀	Kim Chin	21	
D206800	金台瑠	Kim T'aeryu	14	
E102829	金泰卿	Kim T'aegyŏng	19	
E304214	金泰石	Kim T'aesŏk	19	
E301979	金唐	Kim Tang	20	
EA02352	金塘	Kim Tang	19	
D206730	金天秩	Kim Ch'ŏnjil	15	
EA01519	金填		21	
E303207	金琠		18	
E201071	金鐵山		21	
E104766	金鐵隅	Kim Chungu	20	
E205270	金琓	Kim Wan	20	
E304311	金萬恭	Kim Man'gong	19	
E304222	金萬謹	Kim Man'gŭn	19	
E402418	金萬具	Kim Man'gu	17	
E304242	金萬欽	Kim Manhŭm	19	
E900985	金萬愼	Kim Mansin	19	
E203854	金萬壽		20	
EC01112	金萬束	Kim Mansok	19	
E000357	金萬同	Kim Maenggwang	21	
EC02304	金萬鎰	Kim Manil	20	
EB04392	金王通	Kim Wangt'ong	18	
D206735	金惟情	Kim Yujŏng	14	
28e12918-7104-431b-8e29-89292267a679	金偉		18	
E000407	金煒	Kim Wi	20	
E000665	金文卿	Kim Mun'gyŏng	20	
E300640	金文尙	Kim Munsang	17	
E304440	金碔	Kim Mu	20	
E100476	金塢	Kim O	20	
EA00457	金塢		20	
D400261	金希祖	Kim Hŭijo	15	
E808172	金稀	Kim Hŭi	17	
E200463	金僖	Kim Hŭi	20	
E201914	金錫輔	Kim Sŏkpo	20	
E201893	金錫賢	Kim Sŏkhyŏn	20	
E201903	金錫哲	Kim Sŏkch'ŏl	20	
E900621	金係權	Kim Kyegwŏn	18	
E901049	金係行	Kim Kyehaeng	18	
E102444	金碬	Kim Ka	22	
E903383	金夏卿	Kim Hagyŏng	21	
E302253	金先	Kim Sŏn	20	
E200433	金賢賚	Kim Hyŏlloe	19	
E502717	金賢孫	Kim Hyŏnson	20	
E103628	金相	Kim Sang	19	
E901009	金小全	Kim Yŏngjŏn	19	
E807884	金孝安	Kim Hyoan	18	
E401480	金孝芬	Kim Hyobun	18	
EB01690	金孝敏	Kim Hyomin	18	
E305748	金孝明	Kim Hyomyŏng	17	
E902504	金孝卿	Kim Hyogyŏng	21	
E205640	金孝仁	Kim Hyoin	18	
E904832	金孝孫	Kim Hyoson	20	
e6ab8ec9-e2c8-4f71-94ae-dae6ae624f1f	金孝孫		18	1
E000245	金孝文	Kim Hyomun	21	
E904218	金孝信		19	
E300799	金孝元	Kim Hyowŏn	18	
EA03433	金孝元	Kim Hyowŏn	19	
E807722	金孝貞	Kim Hyojŏng	17	
E201865	金孝祖	Kim Hyojo	20	
EC01504	金孝祖	Kim Hyojo	19	
E900185	金效震	Kim Hyojin	19	
E808174	金校	Kim Kyo	17	
E202489	金忻	Kim Hŭn	21	
EA04345	金忻金		21	
E304534	金信	Kim Sin	20	
E701552	金信	Kim Im	21	
E305697	金性中	Kim Sŏngjung	17	
E103616	金興復	Kim Hŭngbok	18	
E905050	金休	Kim Hyu	19	
EB04042	金庥	Kim Hyu	16	
E103448	金脩	Kim Su	18	
EC02094	金琇	Kim Su	20	
E300123	金珝	Kim Hu	21	
E201881	金昫	Kim Ku	19	
EB03167	金萱	Kim Hwŏn	21	
E702002	金瑄		20	
E205416	金玄錫	Kim Sŏkhyŏn	20	
EC00506	金學禮	Kim Hangnye	19	
E901008	金學祖	Kim Hakcho	19	
E204159	金薰	Kim Hun	21	
EA04344	金循金	Kim Migŭm	21	
E402372	金遜	Kim Son	17	
E201069	金延生	Kim Yŏnsaeng	20	
EB03071	金言愼	Kim Ŏnsin	20	
E100326	金嚴		21	
E104760	金巖	Kim Am	19	
E802757	金巖	Kim Am	20	
E900589	金巖		18	
E202963	金渰	Kim Ŏm	21	
E305905	金彦卿	Kim Ŏn'gyŏng	18	
E900508	金養蒙	Kim Yangmong	19	
E100121	金恞	Kim I	19	
D206737	金乙材	Kim Ŭlchae	15	
E402432	金乙富	Kim Ŭlbu	18	
E000148	金乙辛	Kim Ŭlsin	18	
D206738	金乙忠	Kim Ŭlch'ung	15	
E306020	金以石	Kim Isŏk	17	
E502452	金以義	Kim Iŭi	21	
E300810	金益昌	Kim Ikch'ang	19	
EB03065	金益昌	Kim Ikch'ang	20	
EB03066	金益達	Kim Iktal	20	
E103653	金益精	Kim Ikchŏng	18	
E203211	金益鏻	Kim Maengnin	20	
E000348	金益壽	Kim Iksu	20	
E304788	金益祥	Kim Iksang	18	
D206792	金義	Kim Ŭi	14	
EB00795	金義輔	Kim Ŭibo	19	
E802914	金義剛	Kim Ŭigang	21	
E904147	金義剛		19	
EC01488	金義恭	Kim Ŭigong	19	
E807687	金義寬	Kim Ŭigwan	18	
EB01706	金義良	Kim Ŭiryang	19	
E204399	金義孫	Kim Ŭison	18	
E902093	金義孫		21	
E304442	金義童	Kim Ŭidong	20	
E903950	金義錫	Kim Ŭisŏk	21	
E104784	金億年	Kim Ŏngnyŏn	20	
E203855	金億壽		20	
E104507	金億之		19	1
E305898	金因渭	Kim Inwi	18	
E205674	金因祉	Kim Inji	18	
E902091	金堙	Kim In	20	
E501132	金胤先	Kim Yunsŏn	22	
E501123	金胤宗	Kim Yunjong	22	
E402235	金英烈	Kim Yŏngnyŏl	17	
E103891	金瑛	Kim Yŏng	20	
E302228	金應棋	Kim Ŭnggi	20	
EB01696	金雍	Kim Ong	20	
E402241	金永[彐+軍]	Kim Yŏnghwi	17	
EB03976	金永保	Kim Yŏngbo	19	
E901020	金永錘	Kim Yŏngch'u	19	
EA02299	金永純	Kim Yŏngsun	20	
E402373	金永達	Kim Sŭngdal	17	
EB04244	金永轓	Kim Yŏngbŏn	17	
E302581	金永敷	Kim Yŏngbu	20	
E902116	金永堅	Kim Yŏnggyŏn	20	
EA02236	金永堅	Kim Yŏnggyŏn	20	
EB03166	金永湔	Kim Yŏngjŏn	19	
E901015	金永鈞	Kim Yŏnggyun	19	
E301182	金永倫	Kim Yŏngnyun	19	
EB04241	金永輪	Kim Yŏngnyun	17	
E201551	金永命	Kim Yŏngmyŏng	17	
E901264	金永命	Kim Yŏngmyŏng	20	
E901266	金永年	Kim Yŏngnyŏn	20	
EB03983	金永全	Kim Yŏngjŏn	19	
E401577	金永濡	Kim Yŏngyu	20	
EA02239	金永瑞	Kim Yŏngsŏ	20	
E901265	金永壽	Kim Yŏngsu	20	
EC00204	金永壽	Kim Yŏngsu	17	
59e45e98-94fd-4164-9f98-94bd557984a0	金永孫		21	
E200464	金永源	Kim Yŏngwŏn	19	
E302799	金永轍	Kim Yŏngch'ŏl	18	
EA02260	金永貞	Kim Yŏngjŏng	20	
E900619	金永銖	Kim Yŏngsu	19	
E301027	金用寶	Kim Yongbo	19	
E203293	金用砥	Kim Yongji	21	
E901080	金用厲	Kim Yongnyŏ	19	
E203290	金用礪	Kim Yongnyŏ	21	
EA00693	金用石	Kim Yongsŏk	20	
D206505	金用珠	Kim Yongju	13	
E300041	金由岳	Kim Yuak	21	
E807676	金由軫	Kim Yujin	16	
E104531	金友臣	Kim Usin	20	
E201879	金有敦	Kim Yudon	19	
EB04013	金有亨	Kim Yuhyŏng	17	
E502572	金有鏗	Kim Yugaeng	21	
EA03463	金有慶	Kim Yugyŏng	20	
E103796	金有全	Kim Yujŏn	20	
E204537	金有完	Kim Yuwan	20	
E905119	金有溫	Kim Yuon	17	
E902838	金有義	Kim Yuŭi	20	
E502568	金有錚	Kim Yujaeng	21	
E900481	金有智	Kim Yuji	19	
E905150	金有宗	Kim Yujong	18	
E201981	金余慶	Kim Yŏgyŏng	18	
E201979	金余善	Kim Yŏsŏn	18	
E503983	金堣	Kim U	21	
E104535	金愉	Kim Yu	20	
E301986	金虞	Kim U	20	
E303445	金輿	Kim Yŏ	18	
E204734	金羽	Kim U	19	
E900877	金雨寶	Kim Ubo	17	
EB04066	金瑀	Kim U	19	
a7b12ced-f876-4447-a277-e5a0cb91d61d	金喻義		18	
E204365	金裕孫	Kim Yuson	18	
E401481	金淵	Kim Chinson	19	
E103449	金元臣	Kim Wŏnsin	19	
E201883	金元老	Kim Sujo	21	
E104224	金元石	Kim Wŏnsŏk	19	
E902118	金元信	Kim Wŏnsin	20	
E203288	金元直	Kim Wŏnjik	20	
EB04247	金轅	Kim Wŏn	18	
EC00508	金瑗	Kim Wŏn	20	
E103128	金悅	Kim Yŏl	18	
E302063	金悅	Kim I	18	
E104818	金允	Kim Yun	19	
E202992	金允德	Kim Yundŏk	18	
E803783	金允剛	Kim Yun'gang	21	
E807844	金允恭	Kim Yun'gong	17	
E803786	金允精		21	
D206499	金允侃	Kim Yun'gan	12	
E901036	金允离	Kim Yulli	19	
b4743b37-5b0e-4e35-8d89-9a928a408b12	金允孫		21	
D206586	金允轍	Kim Yunch'ŏl	15	
E202760	金運秋	Kim Unch'u	19	
E205227	金運西	Kim Unsŏ	20	
E305931	金瓚	Kim Ch'an	18	
E203654	金張	Kim Chang	18	
E300124	金長訥	Kim Changnul	19	
E301165	金長孫	Kim Changson	20	
E902845	金哲誠	Kim Ch'ŏlsŏng	19	
E900147	金哲鈞		19	
E305730	金哲命	Kim Ch'ŏlmyŏng	18	
E000163	金哲孫		21	
E807817	金哲右	Kim Ch'ŏru	17	
E400145	金赭	Kim Cha	18	
E706052	金貞根	Kim Chŏnggŭn	20	
E103119	金貞孫	Kim Chŏngson	18	
D206842	金貞秀		14	
E401605	金貞用	Kim Chŏngyong	19	
EB03064	金賑	Kim Chin	19	
E100917	金震	Kim Chin	21	
E903404	金正卿	Kim Chŏnggyŏng	21	
D402352	金之甲	Kim Chigap	15	
E301729	金之慶	Kim Chigyŏng	19	
D206809	金之有	Kim Chiyu	15	
E302143	金致常	Kim Ch'isang	19	
E201988	金致粹	Kim Ch'isu	18	
E903130	金致世	Kim Ch'ise	20	
E304664	金致文	Kim Ch'imun	18	
E900048	金致運	Kim Ch'iun	21	
E102513	金智童	Kim Chidong	20	
E205092	金忠孫	Kim Ch'ungson	19	
E300801	金忠元	Kim Ch'ungwŏn	18	
E802758	金忠長	Kim Ch'ungjang	21	
E104814	金種	Kim Chong	20	
D206685	金仲寶	Kim Chungbo	14	
E901081	金仲龜	Kim Chunggwi	18	
EA03933	金仲衡	Kim Chunghyŏng	20	
E302481	金仲堅		20	
E202309	金仲矩	Kim Chunggu	20	
E101513	金仲廉	Kim Chungnyŏm	19	
E302286	金仲訥	Kim Chungnul	20	
E202893	金仲孫	Kim Chungson	19	
EB04301	金仲孫	Kim Chungson	18	
E302244	金仲溫	Kim Chungon	20	
EB04044	金仲祥	Kim Chungsang	17	
E205728	金仲雅	Kim Chunggwŏn	18	
EA01970	金仲演	Kim Chungyŏn	20	
EB04236	金重本	Kim Chungbon	17	
EA00192	金重良	Kim Chungnyang	18	
D206838	金重平	Kim Chungp'yŏng	14	
E101816	金軸	Kim Ch'uk	19	
D402334	金珠慶	Kim Chugyŏng	15	
E204403	金滋	Kim Cha	19	
D206510	金資	Kim Cha	13	
E200968	金緇	Kim Ch'i	18	
EB00956	金子謀		19	
E103629	金子儀	Kim Chaŭi	20	
E300795	金滓		17	
E203140	金自均		20	
E202272	金自麗	Kim Charyŏ	19	
D200022	金自南	Kim Chanam	17	
EA04302	金自埥	Kim Chajŏng	20	
E402357	金自淸	Kim Chach'ŏng	17	
EB04039	金自慶	Kim Chagyŏng	17	
E201875	金自壤	Kim Chayang	20	
E102988	金自淑	Kim Chasuk	20	
E103578	金自琓	Kim Chawan	20	
E808152	金自香	Kim Chahyang	18	
E401464	金自行	Kim Chahaeng	19	
EB00962	金自玄	Kim Chamu	19	
E202996	金自怡	Kim Chai	18	
EA00193	金自銀	Kim Chaŭn	19	
E204105	金自哲		20	
E901424	金自中	Kim Chajung	20	
E402478	金自忠	Kim Chach'ung	16	
E103121	金漬	Kim Chi	18	
EB04192	金宗蓮	Kim Chongnyŏn	19	
E103880	金宗潤	Kim Chongyun	18	
E206398	金宗智	Kim Chongji	21	
48712bc1-6203-4bc9-9479-fcbfe9936ece	金纘		20	
E104785	金嶟	Kim Chun	19	
E302210	金遵禮	Kim Chullye	18	
E400660	金樽	Kim Chun	19	
EB03141	金佐	Kim Chwa	18	
E305866	金作	Kim Chak	17	
EA00530	金祚		19	
E303682	金㠝	Kim Ch'an	19	
E502613	金䃴	Kim Ryul	21	
a612673a-fe82-45e6-969d-b0498eb13abf	金䝉仝		21	
E101432	錦城大君		20	
D200000	具昂	Ku Ang	17	
E301447	具誠	Ku Sŏng	18	
E401039	具達忠	Ku Talch'ung	19	
E201755	具德孫	Ku Tŏkson	19	
E401037	具綱	Ku Kang	17	
EB03302	具謹	Ku Kŭn	20	1
E901283	具經	Ku Kyŏng	19	
E904960	具蘭童	Ku Nandong	18	
EA04193	具良卿	Ku Yanggyŏng	20	
EB03304	具末山	Ku Malson	20	1
E904961	具莫同	Ku Maktong	18	
E200047	具仁恭	Ku In'gong	18	
E200044	具仁寬	Ku In'gwan	18	
E200053	具仁孝	Ku Inhyo	18	
E301088	具仁信		19	
E200042	具仁直	Ku Injik	18	
E200043	具善	Ku Sŏn	19	
E901355	具壽城	Ku Susŏng	21	
E300069	具壽永	Ku Suyŏng	21	
EA04194	具壽長	Ku Sujang	21	
E807679	具碩卿	Ku Sŏkkyŏng	18	
EB03299	具文靖	Ku Munjŏng	19	1
E904956	具文老	Ku Mullo	17	
E904950	具文信	Ku Munsin	17	
EA04214	具熙	Ku Hŭi	20	
E901329	具諴	Ku Ham	20	
E401038	具顯忠	Ku Hyŏnch'ung	18	
E401042	具信忠	Ku Sinch'ung	19	
E904949	具緖	Ku Sŏ	16	
EA04224	具頤		20	
E201750	具益壽	Ku Iksu	18	
E500941	具長孫	Ku Changson	20	
E901353	具致洪	Ku Ch'ihong	20	
E401556	具致寬	Ku Ch'igwan	18	
E901344	具致中		18	
E201754	具仲孫	Ku Chungson	19	
EB03303	具仲孫	Ku Chungson	20	1
E104393	具宗猷		18	
E301740	康伯珍	Kang Chungjin	20	
