kind	severity	message	ids	names	vol	leaf	side
generation-repair	note	尹碩 was moved down 1 generation (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E502993	尹碩	1	27	b
generation-repair	note	李元孫 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E805232	李元孫	1	27	b
generation-repair	note	李宜榮 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902288	李宜榮	1	27	b
generation-repair	note	朴葳 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC00779	朴葳	1	27	b
generation-repair	note	李晛 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000808	李晛	1	28	a
generation-repair	note	崔孝恭 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101440	崔孝恭	1	28	a
generation-repair	note	李賁然 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E103871	李賁然	1	28	a
generation-repair	note	李一山 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104038	李一山	1	28	a
generation-repair	note	朴詢 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104042	朴詢	1	28	a
generation-repair	note	李一童 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300189	李一童	1	28	a
generation-repair	note	安榆 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E303929	安榆	1	28	a
generation-repair	note	李明弼 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E701763	李明弼	1	28	a
generation-repair	note	李禮全 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC01611	李禮全	1	28	a
generation-repair	note	李光弼 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC02160	李光弼	1	28	a
generation-repair	note	李壽孩 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200836	李壽孩	1	28	b
generation-repair	note	李壽稚 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300012	李壽稚	1	28	b
generation-repair	note	李才良 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901907	李才良	1	28	b
generation-repair	note	李壽嬰 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA01628	李壽嬰	1	28	b
generation-repair	note	朴緝 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC02224	朴緝	1	28	b
generation-repair	note	韓重中 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	4ab4c827-096a-4165-9f1b-dca037b6759d	韓重中	1	29	a
generation-repair	note	柳均 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100573	柳均	1	29	a
generation-repair	note	鄭昌宗 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104049	鄭昌宗	1	29	a
generation-repair	note	鄭錫年 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200428	鄭錫年	1	29	a
generation-repair	note	愼先庚 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200648	愼先庚	1	29	a
generation-repair	note	柳仁濕 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202366	柳仁濕	1	29	a
generation-repair	note	韓繼美 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300362	韓繼美	1	29	a
generation-repair	note	安友三 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E502137	安友三	1	29	a
generation-repair	note	安熙 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E502138	安熙	1	29	a
generation-repair	note	鄭嗣宗 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E805270	鄭嗣宗	1	29	a
generation-repair	note	韓亨元 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA00277	韓亨元	1	29	a
generation-repair	note	柳義濕 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA02688	柳義濕	1	29	a
generation-repair	note	權慄 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC02301	權慄	1	29	a
generation-repair	note	韓承源 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	1f7971b0-b1ea-4ee2-9850-9f6b36fc64a9	韓承源	1	29	b
generation-repair	note	韓稱錘 was moved down 1 generation (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	78bef2b0-6078-42f6-ba7a-11270c069ebf	韓稱錘	1	29	b
generation-repair	note	南悌 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104067	南悌	1	29	b
generation-repair	note	韓珽 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104069	韓珽	1	29	b
generation-repair	note	韓琛 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202332	韓琛	1	29	b
generation-repair	note	權彭 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E206146	權彭	1	29	b
generation-repair	note	韓斯信 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300256	韓斯信	1	29	b
generation-repair	note	韓瑾 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E303166	韓瑾	1	29	b
generation-repair	note	韓孝孫 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E805416	韓孝孫	1	29	b
generation-repair	note	韓嶔 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901492	韓嶔	1	29	b
generation-repair	note	韓岊 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901917	韓岊	1	29	b
generation-repair	note	辛舜鼎 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902243	辛舜鼎	1	29	b
generation-repair	note	韓士武 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA01492	韓士武	1	29	b
generation-repair	note	韓玠 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA03511	韓玠	1	29	b
generation-repair	note	鄭鐵壽 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB02466	鄭鐵壽	1	29	b
generation-repair	note	韓連源 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	be117e50-a304-4b03-84e4-1c57260e6f56	韓連源	1	29	b
generation-repair	note	李益培 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000543	李益培	1	30	a
generation-repair	note	朴亨宗 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E304182	朴亨宗	1	30	a
generation-repair	note	閔懷晳 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E900329	閔懷晳	1	30	a
generation-repair	note	任由謙 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100646	任由謙	1	30	b
generation-repair	note	任由敬 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104136	任由敬	1	30	b
generation-repair	note	任由謹 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104140	任由謹	1	30	b
generation-repair	note	任由遜 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104143	任由遜	1	30	b
generation-repair	note	趙永輝 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200344	趙永輝	1	30	b
generation-repair	note	任漢 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202601	任漢	1	30	b
generation-repair	note	崔乙斗 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E206138	崔乙斗	1	30	b
generation-repair	note	鄭允恪 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB02855	鄭允恪	1	30	b
generation-repair	note	尹萱 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC00614	尹萱	1	30	b
generation-repair	note	尹蓁 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC01405	尹蓁	1	30	b
generation-repair	note	尹巖 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC01406	尹巖	1	30	b
generation-repair	note	李珌 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101931	李珌	1	31	a
generation-repair	note	金伯演 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA01963	金伯演	1	31	a
generation-repair	note	柳胤 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB02140	柳胤	1	31	a
generation-repair	note	崔哲重 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201395	崔哲重	1	31	b
generation-repair	note	李繼孫 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301289	李繼孫	1	31	b
generation-repair	note	李之任 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301292	李之任	1	31	b
generation-repair	note	李渾 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902417	李渾	1	31	b
generation-repair	note	權井 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104189	權井	1	32	a
generation-repair	note	權治 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104202	權治	1	32	a
generation-repair	note	李知命 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104204	李知命	1	32	a
generation-repair	note	李傅良 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104205	李傅良	1	32	a
generation-repair	note	李渭良 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104206	李渭良	1	32	a
generation-repair	note	權稱 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104207	權稱	1	32	a
generation-repair	note	權萃 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104208	權萃	1	32	a
generation-repair	note	李辟 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104211	李辟	1	32	a
generation-repair	note	權晃 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104212	權晃	1	32	a
generation-repair	note	權暠 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104213	權暠	1	32	a
generation-repair	note	申希弼 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104215	申希弼	1	32	a
generation-repair	note	崔明達 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104217	崔明達	1	32	a
generation-repair	note	申澍 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104218	申澍	1	32	a
generation-repair	note	金元石 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104224	金元石	1	32	a
generation-repair	note	權需 was moved down 2 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E506748	權需	1	32	a
generation-repair	note	曹九叙 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E802607	曹九叙	1	32	a
generation-repair	note	曺繼虞 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E805626	曺繼虞	1	32	a
generation-repair	note	崔道全 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101405	崔道全	1	32	b
generation-repair	note	黃事忠 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201166	黃事忠	1	32	b
generation-repair	note	權季禧 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E204461	權季禧	1	32	b
generation-repair	note	李保仁 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301464	李保仁	1	32	b
generation-repair	note	洪繼常 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000413	洪繼常	1	33	a
generation-repair	note	禹垓 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000519	禹垓	1	33	a
generation-repair	note	韓致良 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000521	韓致良	1	33	a
generation-repair	note	李鉉 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000523	李鉉	1	33	a
generation-repair	note	崔允亨 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104317	崔允亨	1	33	a
generation-repair	note	李思恥 was moved down 3 generations (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104331	李思恥	1	33	a
generation-repair	note	李養正 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104332	李養正	1	33	a
generation-repair	note	鄭自周 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104338	鄭自周	1	33	a
generation-repair	note	崔孝基 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E501372	崔孝基	1	33	a
generation-repair	note	李蒙 was moved down 3 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902185	李蒙	1	33	a
generation-repair	note	李乾 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	970ec3ff-2144-429c-af20-437940cad10e	李乾	1	33	b
generation-repair	note	金嚴 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100326	金嚴	1	33	b
generation-repair	note	崔士康 was moved down 3 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101374	崔士康	1	33	b
generation-repair	note	李希振 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101412	李希振	1	33	b
generation-repair	note	崔孝忠 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101421	崔孝忠	1	33	b
generation-repair	note	薛誠 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101424	薛誠	1	33	b
generation-repair	note	李世芬 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101426	李世芬	1	33	b
generation-repair	note	崔孝良 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101428	崔孝良	1	33	b
generation-repair	note	錦城大君 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101432	錦城大君	1	33	b
generation-repair	note	李重元 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102301	李重元	1	33	b
generation-repair	note	鄭佸 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102358	鄭佸	1	33	b
generation-repair	note	沈光亨 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102364	沈光亨	1	33	b
generation-repair	note	李世疇 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104342	李世疇	1	33	b
generation-repair	note	金元老 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201883	金元老	1	33	b
generation-repair	note	李重連 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301222	李重連	1	33	b
generation-repair	note	李師衍 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E601635	李師衍	1	33	b
generation-repair	note	李叔禧 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E701279	李叔禧	1	33	b
generation-repair	note	金信 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E701552	金信	1	33	b
generation-repair	note	韓謹 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E803883	韓謹	1	33	b
generation-repair	note	李坤 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	a38ab07b-322c-4ce1-b1fb-acf8022ca9f7	李坤	1	33	b
generation-repair	note	朴松廿 was moved down 2 generations (to 22) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	a807fa94-0fe2-4752-9736-4b4dca0d05b9	朴松廿	1	33	b
generation-repair	note	柳垓 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101439	柳垓	1	34	a
generation-repair	note	崔孝順 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101450	崔孝順	1	34	a
generation-repair	note	姜徯 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101452	姜徯	1	34	a
generation-repair	note	崔漢望 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E203279	崔漢望	1	34	a
generation-repair	note	李熙 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E805869	李熙	1	34	a
generation-repair	note	李承召 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903296	李承召	1	34	a
generation-repair	note	李孟思 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC01277	李孟思	1	34	a
generation-repair	note	楊億 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201297	楊億	1	34	b
generation-repair	note	李奎 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E205133	李奎	1	35	a
generation-repair	note	黃濟 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E502851	黃濟	1	35	a
generation-repair	note	尹沂 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901437	尹沂	1	35	a
generation-repair	note	辛季琚 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901930	辛季琚	1	35	a
generation-repair	note	姜利溫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901189	姜利溫	1	35	b
generation-repair	note	李孝幹 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100596	李孝幹	1	36	a
generation-repair	note	黃瓘 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201231	黃瓘	1	36	a
generation-repair	note	李垓 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E205123	李垓	1	36	a
generation-repair	note	權伸 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E205354	權伸	1	36	a
generation-repair	note	李宜茂 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104472	李宜茂	1	36	b
generation-repair	note	李釘堅 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300254	李釘堅	1	36	b
generation-repair	note	李季禧 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902662	李季禧	1	36	b
generation-repair	note	李復善 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903117	李復善	1	36	b
generation-repair	note	愼承命 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E904236	愼承命	1	36	b
generation-repair	note	韓繼純 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA02810	韓繼純	1	36	b
generation-repair	note	韓[日+耆] was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	7a00ba1c-ab88-42b6-8c93-360e0ed2f27a	韓[日+耆]	1	37	a
generation-repair	note	李中正 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104499	李中正	1	37	a
generation-repair	note	李處仁 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104500	李處仁	1	37	a
generation-repair	note	李承元 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104501	李承元	1	37	a
generation-repair	note	李承亨 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104502	李承亨	1	37	a
generation-repair	note	李承常 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104503	李承常	1	37	a
generation-repair	note	李承貞 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104504	李承貞	1	37	a
generation-repair	note	李處義 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104505	李處義	1	37	a
generation-repair	note	金億之 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104507	金億之	1	37	a
generation-repair	note	金華 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104508	金華	1	37	a
generation-repair	note	王信 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104510	王信	1	37	a
generation-repair	note	王敬贊 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104511	王敬贊	1	37	a
generation-repair	note	王敬臣 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104512	王敬臣	1	37	a
generation-repair	note	辛師勉 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104515	辛師勉	1	37	a
generation-repair	note	韓終孫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104522	韓終孫	1	37	a
generation-repair	note	安吳生 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201769	安吳生	1	37	a
generation-repair	note	崔源海 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E203266	崔源海	1	37	a
generation-repair	note	韓㬢 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E203517	韓㬢	1	37	a
generation-repair	note	韓瑞龍 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E204397	韓瑞龍	1	37	a
generation-repair	note	邊大海 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300304	邊大海	1	37	a
generation-repair	note	韓仲倫 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301394	韓仲倫	1	37	a
generation-repair	note	金永濡 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401577	金永濡	1	37	a
generation-repair	note	韓曾 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E806256	韓曾	1	37	a
generation-repair	note	李錫㱓 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901660	李錫㱓	1	37	a
generation-repair	note	韓萬孫 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902134	韓萬孫	1	37	a
generation-repair	note	韓千孫 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903286	韓千孫	1	37	a
generation-repair	note	韓長孫 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB01164	韓長孫	1	37	a
generation-repair	note	金愉 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104535	金愉	1	37	b
generation-repair	note	韓彦倫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104536	韓彦倫	1	37	b
generation-repair	note	李崇孫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104538	李崇孫	1	37	b
generation-repair	note	許琮 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201887	許琮	1	37	b
generation-repair	note	韓瑞鳳 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E204232	韓瑞鳳	1	37	b
generation-repair	note	朴元良 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E303030	朴元良	1	37	b
generation-repair	note	閔孝忻 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E900045	閔孝忻	1	37	b
generation-repair	note	朴元忠 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB01388	朴元忠	1	37	b
generation-repair	note	李亨門 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100552	李亨門	1	38	a
generation-repair	note	金春卿 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100912	金春卿	1	38	a
generation-repair	note	洪克治 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101173	洪克治	1	38	a
generation-repair	note	李顯門 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E101902	李顯門	1	38	a
generation-repair	note	李楷 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104541	李楷	1	38	a
generation-repair	note	李曾門 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104542	李曾門	1	38	a
generation-repair	note	李張訔 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E104566	李張訔	1	38	a
generation-repair	note	洪禹成 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301149	洪禹成	1	38	a
generation-repair	note	辛自金 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E303247	辛自金	1	38	a
generation-repair	note	金孝卿 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902504	金孝卿	1	38	a
generation-repair	note	金仁民 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903370	金仁民	1	38	a
generation-repair	note	金夏卿 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903383	金夏卿	1	38	a
generation-repair	note	金正卿 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E903404	金正卿	1	38	a
